,name,x,y,cog,color,link
meta,start,0.13030746936551466,,,,
b0002,thrA,337,0.0009038280000000001,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,-0.0054136715,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,-0.0006303303,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,0.0023106132,Function unknown,#708090,
b0006,yaaA,5683,0.0098448068,Function unknown,#708090,
b0007,yaaJ,6529,-0.0028435408,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,-0.0022868671,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,0.0046322543,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,-0.0045851429,Function unknown,#708090,
b0011,yaaW,10643,-0.0183590925,Function unknown,#708090,
b0012,mbiA,10830,0.017614448300000002,No COG annotation,#87cefa,
b0013,yaaI,11382,0.0031192148,Function unknown,#708090,
b0014,dnaK,12163,-0.003237526,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.0004536475,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0063182999,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,-0.013533468600000001,Function unknown,#708090,
b0019,nhaA,17489,-0.0166462322,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,-0.0100399887,Transcription,#f4a460,
b0021,insB-1,19811,0.00020033950000000002,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,0.012709602700000001,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,-0.0147944448,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,-0.0060036167000000005,Function unknown,#708090,
b0025,ribF,21407,-0.0050842675000000006,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,-0.0019825946,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0029603060000000002,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,-0.0080389411,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,-0.0009498810000000001,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,-0.0020237498,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,-0.0018326111,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,0.006024708,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,0.0069195259,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,0.005932602,Transcription,#f4a460,
b0035,caiE,34781,-0.019910481600000002,Function unknown,#708090,
b0036,caiD,35377,0.0081410487,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.0027009445,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,0.0059986236,Energy production and conversion,#90ee90,
b0039,caiA,39244,0.0129463521,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,-0.0157818082,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0023242073,Energy production and conversion,#90ee90,
b0042,fixB,43188,-0.0216589079,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0017544465000000002,Energy production and conversion,#90ee90,
b0045,yaaU,45807,-0.0212712789,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,0.016509649300000002,Energy production and conversion,#90ee90,
b0047,kefC,47769,0.0139865293,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,0.012670240000000001,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,0.0006196734,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,0.0038959319000000004,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,0.0018481726000000001,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,0.0077017643,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0026437285000000003,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,-0.0010010444000000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.00559469,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,-0.0005427123,Function unknown,#708090,
b0057,yabQ,59121,0.0385667063,No COG annotation,#87cefa,
b0058,rluA,59687,0.0018201864,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,-0.0104337553,Transcription,#f4a460,
b0060,polB,63429,-0.014419803600000001,"Replication, recombination and repair",#ff00ff,
b0061,araD,65855,-0.0233661259,Carbohydrate transport and metabolism,#ffc0cb,
b0062,araA,66835,0.0096375473,Carbohydrate transport and metabolism,#ffc0cb,
b0063,araB,68348,-0.0223343703,Nucleotide transport and metabolism,#00bfbf,
b0064,araC,70387,0.0008566926,Transcription,#f4a460,
b0065,yabI,71351,-0.0101135124,Function unknown,#708090,
b0066,thiQ,72229,-0.004077105,Inorganic ion transport and metabolism,#0000ff,
b0067,thiP,72911,0.007948612800000001,Inorganic ion transport and metabolism,#0000ff,
b0068,thiB,74497,0.00621237,Inorganic ion transport and metabolism,#0000ff,
b0069,sgrR,75644,0.0013030877,Transcription,#f4a460,
b4662,sgrT,77388,0.0034406069,Energy production and conversion,#90ee90,
b0070,setA,77621,-0.0039745241,Inorganic ion transport and metabolism,#0000ff,
b0071,leuD,78848,-0.0038825401000000003,Amino acid transport and metabolism,#ff0000,
b0072,leuC,79464,0.0017532572,Amino acid transport and metabolism,#ff0000,
b0073,leuB,80867,-0.0005330519,Energy production and conversion,#90ee90,
b0074,leuA,81958,0.0111237472,Amino acid transport and metabolism,#ff0000,
b0076,leuO,84368,0.0062069193000000005,Transcription,#f4a460,
b0077,ilvI,85630,-0.008003591000000001,Coenzyme transport and metabolism,#008000,
b0078,ilvH,87357,0.0132909524,Amino acid transport and metabolism,#ff0000,
b0080,cra,88028,-0.0031650849,Transcription,#f4a460,
b0081,mraZ,89634,-0.0035660712,Transcription,#f4a460,
b0082,rsmH,90094,-0.0068097005,"Translation, ribosomal structure and biogenesis",#000000,
b0083,ftsL,91032,-0.0070735508,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0084,ftsI,91413,0.0023620957,Cell wall/membrane/envelope biogenesis,#c71585,
b0085,murE,93166,-0.0061688124,Cell wall/membrane/envelope biogenesis,#c71585,
b0086,murF,94650,-0.0033670895,Cell wall/membrane/envelope biogenesis,#c71585,
b0087,mraY,96002,0.0018280515,Cell wall/membrane/envelope biogenesis,#c71585,
b0088,murD,97087,-0.0021948134,Cell wall/membrane/envelope biogenesis,#c71585,
b0089,ftsW,98403,-0.0088078031,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0090,murG,99644,-0.006134998500000001,Cell wall/membrane/envelope biogenesis,#c71585,
b0091,murC,100765,-0.0089800621,Cell wall/membrane/envelope biogenesis,#c71585,
b0092,ddlB,102233,-0.0049552844,Nucleotide transport and metabolism,#00bfbf,
b0093,ftsQ,103155,0.0011165431,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0094,ftsA,103982,-0.0063178547,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0095,ftsZ,105305,-0.00047771360000000004,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0096,lpxC,106557,0.0031510603,Cell wall/membrane/envelope biogenesis,#c71585,
b0097,secM,107705,-0.0046176867,Function unknown,#708090,
b0098,secA,108279,-0.0026243436,"Intracellular trafficking, secretion, and vesicular transport",#8b4513,
b0099,mutT,111044,-0.008553191600000001,"Replication, recombination and repair",#ff00ff,
b0101,yacG,111649,0.0094635421,Function unknown,#708090,
b0102,zapD,111856,0.012479499100000001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
b0103,coaE,112599,0.009662069300000001,Nucleotide transport and metabolism,#00bfbf,
b0104,guaC,113444,0.015704498,Nucleotide transport and metabolism,#00bfbf,
