,A,GcsR
R2,,0.056242718961398985
xmin,,-2.558328602
xmid,,0.6690271096047354
xmax,,1.512584669
ystart,,-0.5868602122056963
yend,,-8.935015958826831
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.9568592690000001,0.125675413
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.9568592690000001,-0.125675413
AB569_EDTA_NaNO2:NaNO2:1,0.595940385,0.299267077
AB569_EDTA_NaNO2:NaNO2:2,0.134728345,0.347907464
AB569_EDTA_NaNO2:EDTA:1,8.979925844,0.270164136
AB569_EDTA_NaNO2:EDTA:2,8.87926551,0.081855061
AB569_EDTA_NaNO2:EDTA:3,8.793026137,0.308750741
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-1.5935491370000001,0.031480466
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.633030001,-0.07389767300000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.117089412,-0.09899806100000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.117089412,0.09899806100000001
Anthranilate_metabolism_GntR_AntP:antP:1,-2.170619758,-1.3746285390000001
Anthranilate_metabolism_GntR_AntP:antP:2,-1.7776942560000002,-1.058185742
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.002283125,-0.132186095
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.002283125,0.132186095
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.86800612,-0.077634719
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.024113659,0.30685581700000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.516359734,-0.367140903
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.297442084,0.269010112
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.030808734,-0.776653441
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.36349821,-1.056336584
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.521855571,-0.619504646
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.194969529,-0.659756309
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.24837413200000003,0.342347453
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.596671892,0.474290078
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.280320509,0.7426846850000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.31078188700000003,0.16744837
