,A,LexA,GbuR
R2,,0.49461990950025014,0.058163406896933
xmin,,-6.852367782,-2.299790533
xmid,,1.2739456746673459,1.231048475759908
xmax,,3.8158334270000003,3.389423518
ystart,,0.18582947882989398,0.6588654344958922
yend,,15.292490934127017,14.407238056470895
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.421545347,0.198917318,-0.002288647
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.421545347,-0.198917318,0.002288647
AB569_EDTA_NaNO2:NaNO2:1,5.8612200560000005,1.977682003,1.936136209
AB569_EDTA_NaNO2:NaNO2:2,6.507482734,2.039086711,2.152300776
AB569_EDTA_NaNO2:EDTA:1,-2.266654062,1.0514037410000001,-0.9823329630000001
AB569_EDTA_NaNO2:EDTA:2,-2.438993067,1.289092331,-0.98558218
AB569_EDTA_NaNO2:EDTA:3,-2.090409687,1.183686839,-0.38222778700000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,6.010567675,2.057179754,1.55819294
AB569_EDTA_NaNO2:NaNO2_EDTA:2,7.506863997,2.105958811,1.784702127
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.090193758,-0.033898239000000004,-0.024534457000000003
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.090193758,0.033898239000000004,0.024534457000000003
Anthranilate_metabolism_GntR_AntP:antP:1,1.58954817,-0.067337464,-0.654422281
Anthranilate_metabolism_GntR_AntP:antP:2,1.328518485,-0.058102658,-0.20393656500000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.023839448000000003,-0.004044861,-0.09041698100000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.023839448000000003,0.00404486,0.09041698100000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.423227301,-0.819109859,-0.18916522400000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.293817908,-0.35460429,0.17924303600000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.116648974,-0.45703538600000004,-0.194354026
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.268914237,-0.190769461,-0.177033144
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,2.635064539,-0.001463586,-2.145197154
