,A,GlpR
R2,,0.26723260753561806
xmin,,-4.942723407
xmid,,-2.3161350135251926
xmax,,2.723781363
ystart,,-6.183626060624322
yend,,8.119373115161482
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.41785385500000005,0.10147982200000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.41785385500000005,-0.10147982200000001
AB569_EDTA_NaNO2:NaNO2:1,-0.314594877,0.17377606
AB569_EDTA_NaNO2:NaNO2:2,-0.86543177,0.18291364000000002
AB569_EDTA_NaNO2:EDTA:1,1.372103648,-0.123685239
AB569_EDTA_NaNO2:EDTA:2,0.917234752,0.148363826
AB569_EDTA_NaNO2:EDTA:3,1.2842033050000001,-0.078172029
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-0.516105006,-0.18669669200000003
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.247101803,-0.007908463000000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.638373163,0.035403178
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.638373163,-0.035403178
Anthranilate_metabolism_GntR_AntP:antP:1,-0.364398583,-0.8082388540000001
Anthranilate_metabolism_GntR_AntP:antP:2,0.047730892000000004,-0.414371655
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.18765837700000002,-0.011796236
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.18765837700000002,0.011796236
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.27857923300000004,-0.5353683410000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.024896972,-0.452296525
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.301306869,-0.013667182000000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.884654129,0.15306303300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,7.472148967,-1.118508445
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,7.044548726,-0.93230961
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,7.654250464,-1.101475595
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,6.886441002,-0.9447009810000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.800655721,-0.09175869
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.118142283,0.175175207
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.496613583,-0.004213218
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.196521781,0.054864644000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.196521781,-0.054864644000000004
