,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,0.0,0.5149590155315578,4.0,0.0,0.2397687212,1.0,0.3199704781,2.0,0.2095301505,3.0,-0.7692693498000001
1,2AA__del_ridA,-0.426627206375,0.050175758248022256,4.0,4.0,-0.4316774398,5.0,-0.4805233727,6.0,-0.4351354462,7.0,-0.35917256680000004
2,GC_MS__WT,-3.333333377838107e-11,0.0443298428241806,3.0,8.0,-0.0235371618,9.0,-0.0275968415,10.0,0.0511340032,,
3,GC_MS__del_slyA,-1.02915056555,0.4613106980852777,2.0,11.0,-1.3553464884,12.0,-0.7029546427000001,,,,
4,Rho__WT,-2.3129646346357427e-18,0.04237285086155779,3.0,13.0,-0.048106962,14.0,0.0163237562,15.0,0.0317832058,,
5,Rho__rho_Y80C,0.2204774018,0.22638548102623773,3.0,16.0,0.4741900109,17.0,0.0390975243,18.0,0.1481446702,,
6,Rho__rho_K130Q,0.006028309266666675,0.17078528440393873,3.0,19.0,-0.1887232891,20.0,0.0765438298,21.0,0.13026438710000002,,
7,flagella__WT,0.0,0.031864047127637206,2.0,22.0,0.0225312838,23.0,-0.0225312838,,,,
8,flagella__del_rfaL,0.8528878144,0.029353153798314702,2.0,24.0,0.8321320003,25.0,0.8736436285,,,,
9,flagella__del_rfaG,1.76563639355,0.26917680329781163,2.0,26.0,1.9559731365,27.0,1.5752996505999999,,,,
10,flagella__del_rfaD,1.778458324,0.026561995019313833,2.0,28.0,1.7972404908000001,29.0,1.7596761572,,,,
11,nusG__WT_OD08,0.0,0.6162300382253636,2.0,30.0,-0.4357404388,31.0,0.4357404388,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-1.2046936823333334,0.7553687285859787,3.0,32.0,-0.3325121266,33.0,-1.6482955523,45.0,-1.6332733681,,
13,omv__spi2_ind_highOD_intracellularRNAs,-1.3242906687,0.43039004321065494,3.0,34.0,-1.8068645882,36.0,-1.185850189,37.0,-0.9801572289,,
14,omv__spi1_ind_highOD_intracellularRNAs,1.9341905024666666,0.09385154803293601,3.0,35.0,1.8941887041,41.0,1.8669675221,42.0,2.0414152812,,
15,omv__controlPCN_highOD_intracellularRNAs,1.6182437424333334,0.07122384648618775,3.0,38.0,1.5587852459,39.0,1.5987657585,40.0,1.6971802229000001,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.30013102196852104,3.0,43.0,0.2824156061,44.0,-0.315160956,46.0,0.0327453499,,
17,sv5015__STM1625,0.015046643233333335,0.06365131199987585,3.0,47.0,0.059804582700000004,48.0,0.043155639,49.0,-0.057820292,,
18,sv5015__STM0581,0.6929473513666666,0.08985854680242954,3.0,50.0,0.7369117827,51.0,0.5895716162,52.0,0.7523586552,,
19,sv5015__WT,0.0,0.15570470474392975,3.0,53.0,-0.12173683660000001,54.0,-0.0537137009,55.0,0.1754505375,,
20,tomato__tomato_root,-1.3693846826666667,0.4526666799311865,3.0,56.0,-1.8913705788000001,57.0,-1.1319537018,58.0,-1.0848297674,,
21,tomato__LB,0.0,0.3213813000331659,2.0,59.0,-0.2272508966,60.0,0.2272508966,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.2406432875333334,0.34013558997860527,3.0,61.0,-0.0360760097,62.0,0.1376276216,63.0,0.6203782507000001,,
23,AcrB_efflux_virulence__WT,-3.3333326839487164e-11,0.13987726015776344,3.0,64.0,-0.0646369433,65.0,0.16050660320000001,66.0,-0.09586966,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.46886886190000004,0.13106394406779517,3.0,67.0,0.5332882556,74.0,0.5552566512,75.0,0.31806167890000003,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,-1.1224949069,0.3799234777283579,3.0,68.0,-1.2937582543000001,69.0,-1.3866395879,71.0,-0.6870868785,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.07398528633333333,0.11297708999401303,3.0,70.0,0.1038698054,106.0,0.16901579390000002,107.0,-0.050929740300000005,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,-0.5397982033666667,0.3571415887992647,3.0,72.0,-0.7588682984,79.0,-0.7328459289,110.0,-0.1276803828,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,-0.023382839933333344,0.3336167594493789,3.0,73.0,0.1079723171,76.0,-0.4026836147,109.0,0.2245627778,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,-0.5766137080666667,0.506994026543009,3.0,77.0,-0.8915381902,78.0,-0.8465387280000001,86.0,0.008235794000000001,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,-0.25913352354999997,0.9363010042684563,2.0,80.0,0.4029312658,95.0,-0.9211983129,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,-0.7137642964500001,0.011460564324388849,2.0,81.0,-0.7056604537000001,82.0,-0.7218681392,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,0.04586992619999999,0.6318594110475685,3.0,83.0,0.4788952134,84.0,-0.6791829231000001,85.0,0.3378974883,,
