,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,2.0103687092557676,2.0,0.0,1.421545347,1.0,-1.421545347,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,6.184351395,0.4569767220415778,2.0,2.0,5.8612200560000005,3.0,6.507482734,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-2.2653522720000003,0.17429533612796178,3.0,4.0,-2.266654062,5.0,-2.438993067,6.0,-2.090409687,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,6.758715836,1.0580412759506899,2.0,7.0,6.010567675,8.0,7.506863997,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.12755323580499683,2.0,9.0,-0.090193758,10.0,0.090193758,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,1.4590333275,0.18457586035448845,2.0,11.0,1.58954817,12.0,1.328518485,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.03371407068108816,2.0,13.0,-0.023839448000000003,14.0,0.023839448000000003,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.39119498650000006,0.7270242301140646,4.0,15.0,-1.423227301,16.0,-0.293817908,17.0,-0.116648974,18.0,0.268914237,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,3.025502751,0.3013387840390708,4.0,19.0,2.635064539,20.0,2.941147815,21.0,3.254438563,22.0,3.271360087,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-0.470153558,0.29163057842690243,3.0,23.0,-0.19909589400000002,24.0,-0.43263846100000003,25.0,-0.778726319,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.6736164801032202,2.0,26.0,-0.476318781,27.0,0.476318781,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,10.469154410000002,0.4190757575577863,2.0,28.0,10.765485720000001,29.0,10.1728231,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,2.00351,0.2173868022338298,2.0,30.0,2.157225682,31.0,1.849794318,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.2123039108012673,2.0,32.0,0.150121535,33.0,-0.150121535,,,,,,,,,,,,
14,Catabolite_repression__delHfq,3.174541933,0.05022246136631413,2.0,34.0,3.13902929,35.0,3.210054576,,,,,,,,,,,,
