,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,0.0,0.41378542928723416,4.0,0.0,-0.2144143632,1.0,0.0092795204,2.0,-0.3699552574,3.0,0.5750901002000001
1,2AA__del_ridA,-0.877129611325,0.570857274402266,4.0,4.0,-1.1679019947,5.0,-0.2833149326,6.0,-1.5259194566,7.0,-0.5313820614
2,GC_MS__WT,0.0,0.23567388132614336,3.0,8.0,0.1120132217,9.0,0.158776901,10.0,-0.2707901227,,
3,GC_MS__del_slyA,14.907644097950001,0.6500144830724532,2.0,11.0,15.3672737468,12.0,14.4480144491,,,,
4,Rho__WT,3.33333360913457e-11,0.25603325199541116,3.0,13.0,-0.1529236718,14.0,-0.14265865390000002,15.0,0.2955823258,,
5,Rho__rho_Y80C,8.214672008933334,3.1966143849628343,3.0,16.0,11.8337762939,17.0,5.776703876,18.0,7.0335358569,,
6,Rho__rho_K130Q,1.3252917885,0.21792706074303378,3.0,19.0,1.1826876111,20.0,1.5761495517,21.0,1.2170382027,,
7,flagella__WT,0.0,0.19694203379908046,2.0,22.0,0.13925904760000002,23.0,-0.13925904760000002,,,,
8,flagella__del_rfaL,0.5563895359500001,0.22302372646656252,2.0,24.0,0.3986879466,25.0,0.7140911253000001,,,,
9,flagella__del_rfaG,1.69405719795,0.3192021508706953,2.0,26.0,1.9197672034000002,27.0,1.4683471925,,,,
10,flagella__del_rfaD,1.3180594761500002,0.1345547396538107,2.0,28.0,1.2229149073,29.0,1.413204045,,,,
11,nusG__WT_OD08,0.0,0.1265844807057309,2.0,30.0,0.0895087447,31.0,-0.0895087447,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,0.8377849339333333,1.5348000366906134,3.0,32.0,2.6098547637,33.0,-0.0273324895,45.0,-0.0691674724,,
13,omv__spi2_ind_highOD_intracellularRNAs,-0.04715814883333339,3.235007327756525,3.0,34.0,-2.5043226643,36.0,-1.2551778936,37.0,3.6180261114,,
14,omv__spi1_ind_highOD_intracellularRNAs,-23.603587133666668,0.08229224652234154,3.0,35.0,-23.6638508705,41.0,-23.6370809311,42.0,-23.5098295994,,
15,omv__controlPCN_highOD_intracellularRNAs,-20.490962041966664,0.6827950413495749,3.0,38.0,-21.1948815744,39.0,-20.4465442036,40.0,-19.8314603479,,
16,omv__controlPCN_lowOD_intracellularRNAs,9.25185853854297e-18,0.19385638028530408,3.0,43.0,-0.0135737888,44.0,-0.1867127448,46.0,0.2002865336,,
17,sv5015__STM1625,0.4928676204333333,0.36765422005188325,3.0,47.0,0.286187639,48.0,0.9173495805,49.0,0.2750656418,,
18,sv5015__STM0581,0.7240913164,0.3689565862754363,3.0,50.0,0.3404534729,51.0,0.7554562998000001,52.0,1.0763641765,,
19,sv5015__WT,3.33333360913457e-11,0.25366230915762245,3.0,53.0,0.2242022345,54.0,-0.2753328103,55.0,0.0511305759,,
20,tomato__tomato_root,3.8080196643999997,1.5105192884404577,3.0,56.0,2.3760921187,57.0,3.661512482,58.0,5.3864543925,,
21,tomato__LB,0.0,0.920047430047722,2.0,59.0,0.6505717768,60.0,-0.6505717768,,,,
22,AcrB_efflux_virulence__AcrB_D408A,-4.134491279866666,0.6339147582011594,3.0,61.0,-3.6001014336,62.0,-3.9684789318,63.0,-4.8348934742,,
23,AcrB_efflux_virulence__WT,9.25185853854297e-18,0.40059089427035083,3.0,64.0,0.4376131764,65.0,-0.3485913926,66.0,-0.0890217838,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,-0.4914225586333334,0.0022408271092746053,3.0,67.0,-0.4899414635,74.0,-0.4903256966,75.0,-0.49400051580000004,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,2.1576989649000002,0.182693289779149,3.0,68.0,2.3084301908000002,69.0,2.2101492793,71.0,1.9545174246,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,0.0777278637666667,0.5461621376913518,3.0,70.0,0.202111333,106.0,0.5509702008,107.0,-0.5198979425,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,1.9893523414666667,0.11000625883435022,3.0,72.0,1.898593468,79.0,1.9577675193,110.0,2.1116960371,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,-0.05527156926666662,1.0299659037009012,3.0,73.0,-0.3816905373,76.0,-0.8824750071,109.0,1.0983508366,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,2.3846899298,0.20037388337952666,3.0,77.0,2.4385530695,78.0,2.5526269433,86.0,2.1628897766,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,2.68154946665,0.6853382116302347,2.0,80.0,2.1969421698,95.0,3.1661567635,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,2.7819312878,0.6623591338129715,2.0,81.0,2.3135726527,82.0,3.2502899229,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,-0.3555221419666667,0.13698958933973543,3.0,83.0,-0.3420726026,84.0,-0.498740428,85.0,-0.22575339530000002,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,-0.1576688021333333,0.6433348862127458,3.0,87.0,-0.2860782377,100.0,0.5401864806000001,101.0,-0.7271146493,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,9.25185853854297e-18,0.19157391402498777,3.0,88.0,0.023876865900000002,89.0,0.1785162493,90.0,-0.2023931152,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,3.1288764516666667,0.28816144003781136,3.0,91.0,2.8153982994,92.0,3.3822364446,93.0,3.188994611,,
36,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_0,-0.1082420505,0.26393695330892836,3.0,94.0,0.0241628204,119.0,-0.4121721199,120.0,0.063283148,,
37,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_16,2.9260536951500002,0.20444137674287413,2.0,96.0,2.7814918113,97.0,3.070615579,,,,
38,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_16,2.0961938379666667,0.7090172840945158,3.0,98.0,1.5213350691,99.0,1.8787880452999999,105.0,2.8884583995,,
39,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_32,2.566047177166667,0.532854181844387,3.0,102.0,3.1323846258,103.0,2.4911571118999998,104.0,2.0745997938,,
40,Chlortetracycline_florfenicol_MDR__530_Florfenicol_16,4.1521329681,0.8326357701367977,3.0,108.0,4.7146984527,111.0,3.1956299785,112.0,4.5460704731,,
41,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_0,-0.33467579093333333,0.2225617328931271,3.0,113.0,-0.3093545119,114.0,-0.1258576514,115.0,-0.5688152095,,
42,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_16,3.3257432645666665,0.2833384212034859,3.0,116.0,3.2139226157,117.0,3.1153778526,118.0,3.6479293254,,
43,OPG__del_opgGH,6.148201236233334,0.24995786121464356,3.0,121.0,5.8672193,122.0,6.2315450608,123.0,6.3458393479,,
44,OPG__del_opgGH_pBK16,-0.5466808269,0.15764182307652835,3.0,124.0,-0.3842221456,125.0,-0.6990180225,126.0,-0.5568023126,,
45,OPG__WT,0.0,0.14372617795682568,3.0,127.0,-0.1329987116,128.0,-0.0194699484,129.0,0.15246866,,
46,PinT__pinT+_1h,0.0,0.12883623071345704,2.0,130.0,0.09110097240000001,131.0,-0.09110097240000001,,,,
47,cold_shock_protein__WT_RNAseq,0.0,0.6321440782488167,3.0,132.0,0.0467619627,133.0,-0.6542265447000001,134.0,0.6074645820000001,,
48,cold_shock_protein__DeltaCspCE_RNAseq,-3.5093147212000004,4.63650243664455,3.0,135.0,-8.5996672852,136.0,-2.4005882036,137.0,0.4723113252,,
49,dephostatin__LB_DMSO,-4.625929269271485e-18,0.8232321202936336,3.0,138.0,0.7563611,139.0,-0.87682826,140.0,0.12046716,,
50,dephostatin__LB_Dephostatin,0.11895221216666667,0.3774447846499362,3.0,141.0,-0.1238204819,142.0,0.5538040752,143.0,-0.0731269568,,
51,dephostatin__LPM_DMSO,18.6456874591,0.2859487874811627,2.0,144.0,18.4434911324,145.0,18.8478837858,,,,
52,dephostatin__LPM_Dephostatin,17.534648124533334,1.7080401398902543,3.0,146.0,16.7163561648,147.0,19.4978854212,148.0,16.3897027876,,
53,efflux_inhibition__Chlorpromazine,2.749790629375,3.2013196122500087,4.0,149.0,-0.0396898332,150.0,7.3647175475,151.0,1.8522773912,157.0,1.821857412
54,efflux_inhibition__PABN,7.648005313366667,6.520286934500924,3.0,152.0,0.14748287370000002,153.0,10.8319061733,158.0,11.9646268931,,
55,efflux_inhibition__no_treatment,0.0,0.7936256050595349,3.0,154.0,-0.8042470650000001,155.0,0.0216874737,156.0,0.7825595913000001,,
56,fis_regulatory_network__GX_EE,-3.7726956422,5.376108167313842,2.0,159.0,0.028786899300000002,160.0,-7.5741781837,,,,
57,fis_regulatory_network__GX_TS,-5.5836888736,0.13833248556301753,2.0,161.0,-5.6815047122,162.0,-5.485873035,,,,
58,fis_regulatory_network__WT_EE,0.0,0.7821099558287213,2.0,163.0,0.5530352534,164.0,-0.5530352534,,,,
59,fis_regulatory_network__WT_TS,-5.41159937885,0.07721299385417131,2.0,165.0,-5.4661972104,166.0,-5.3570015473,,,,
60,fis_regulatory_network__OX_EE,-6.140370170100001,0.22266854510402706,2.0,167.0,-6.2978206083,168.0,-5.9829197319,,,,
61,fis_regulatory_network__OX_TS,-1.47076319185,1.728045366924062,2.0,169.0,-2.692675789,170.0,-0.2488505947,,,,
62,persisters__rep,0.0,0.3476354432459466,2.0,171.0,0.2458153793,172.0,-0.2458153793,,,,
63,proQ_pulse_expression__empty_vector,0.0,0.16741152376075122,2.0,173.0,0.11837782370000001,174.0,-0.11837782370000001,,,,
64,proQ_pulse_expression__long_STnc540_overexpression,0.70651156915,0.24527102732486078,2.0,175.0,0.5330787625,176.0,0.8799443758000001,,,,
65,proQ_pulse_expression__short_STnc540_overexpression,1.2928940424,0.09683617909179042,2.0,177.0,1.2244205235,178.0,1.3613675613,,,,
66,proQ_virulence__dhfq_dproQ_LB,2.6579865064,2.9366197341003293,3.0,179.0,5.0423397113,180.0,-0.6222227367000001,181.0,3.5538425446,,
