,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.229558389899999,0.17939545465415951,2.0,0.0,6.3564101324,5.0,6.1027066474
1,U01-Set001__USA300 LAC CA-MHB Control,6.4098944945,0.027820746771780407,2.0,1.0,6.3902222558,6.0,6.4295667332
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,6.42122969505,0.13607056276358404,2.0,2.0,6.3250132774,7.0,6.5174461127
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,6.51606037735,0.02972686871242806,2.0,3.0,6.4950403069,8.0,6.5370804478
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,6.484882631750001,0.08958898986048304,2.0,4.0,6.4215336495,9.0,6.5482316140000005
5,U01-Set000__USA300 TCH1516 CA-MHB Control,6.53791476345,0.1610844476118099,2.0,10.0,6.6518186687,29.0,6.4240108582
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,6.3928164955,0.20061208048657636,2.0,11.0,6.250962333,30.0,6.534670658
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,6.4703494051,0.031239147166618138,2.0,12.0,6.4482599923,31.0,6.4924388179
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.9545562733,0.05173623315931523,2.0,13.0,6.9911393146,14.0,6.917973232
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.68521894265,0.03809253788346027,2.0,15.0,7.7121544345,18.0,7.6582834508
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.7212557828,0.10273227174841018,2.0,16.0,7.6486130968,19.0,7.7938984688
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.5544290282999995,0.020450079372362158,2.0,17.0,7.5399686384999995,20.0,7.5688894181
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,7.32612249535,0.09835630784546459,2.0,21.0,7.3956709076,24.0,7.2565740831
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,7.426808282850001,0.03054574347845484,2.0,22.0,7.4484073852,25.0,7.4052091805
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,7.31648591405,0.1315096083422612,2.0,23.0,7.2234945782,26.0,7.4094772499
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,5.6123675228500005,0.29528362010562503,2.0,27.0,5.821164573,28.0,5.4035704727
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,6.37848755,0.11376476161777474,2.0,32.0,6.2980437156,33.0,6.4589313844
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,6.0831255935,0.09178991593191448,2.0,34.0,6.0182203215,38.0,6.1480308655
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,6.1784499161,0.11200770945386379,2.0,35.0,6.0992485052,39.0,6.257651327
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.8131622463,0.16977914990229503,2.0,36.0,5.9332142345,40.0,5.6931102581
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,5.8603705667,0.035310098508888166,2.0,37.0,5.8853385768,41.0,5.8354025566
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,6.702096677949999,0.1556048920438401,2.0,42.0,6.5920674036,45.0,6.8121259523
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,6.8672263579,0.11839189175858594,2.0,43.0,6.7835106484,46.0,6.9509420674
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,6.574761286499999,0.42832390843681806,2.0,44.0,6.2718905463,47.0,6.8776320267
