,BSU__misc_RNA_51
LBexp_1,0.0516333333
LBexp_2,-0.34196666670000003
LBexp_3,-0.7107666667
LBtran_1,-1.3853666667
LBtran_2,-1.5350666667000001
LBtran_3,-1.4039666667000001
LBstat_1,-1.7306666667
LBstat_2,-2.1304666667
LBstat_3,-2.4081666667
LBGexp_1,-2.5481666667000002
LBGexp_2,0.4625333333
LBGexp_3,-0.2611666667
LBGtran_2,-1.5580666667
LBGtran_3,-0.3098666667
LBGstat_1,-0.3345666667
LBGstat_2,-1.1772666667
LBGstat_3,-1.0404666667
S0_1,0.3295333333
S0_2,0.4954333333
S0_3,0.8311333333
S1_1,-0.5162666667
S1_2,-0.6957666667
S1_3,-0.4844666667
S2_1,-1.1411666667
S2_2,-1.3958666667
S2_3,-0.9597666667
S3_1,-0.6750666667
S3_2,-0.2620666667
S4_1,0.4060333333
S4_2,0.5183333333
S4_3,0.3855333333
S5_1,0.1189333333
S5_2,0.5255333333000001
S5_3,0.6753333333
S6_1,-0.0113666667
S6_2,-3.0018666667
S6_3,0.0098333333
S6/t_1,-0.0032666667
S6/t_2,-2.7963666667
S6_4,-0.2782666667
S6_5,0.38933333330000003
S6_6,0.7215333333
S7_4,0.1640333333
S7_5,-0.2056666667
S7_6,-0.3538666667
S8_4,-0.1078666667
S8_5,-1.0808666667
G135_1,-2.2710666667
G135_3,-3.5671666667
G150_1,-2.5179666667
G150_2,-1.5653666667000001
G150_3,-2.5763666667000003
G180_1,-0.9902666667000001
G180_2,-0.6855666667
G180_3,-1.8622666667
C30_1,-0.5462666667
C30_2,0.1247333333
C90_1,-0.4363666667
C90_2,-0.3709666667
BI_1,-0.6205666667
BI_2,-0.6275666667
BC_2,-0.8125666667
BC/t_1,-0.31116666670000004
BC/t_2,-0.14756666670000002
BC_1,-1.1579666667
Sw_1,-0.5447666667000001
Sw_2,-0.6253666667000001
BT_1,-0.24076666670000002
BT_2,-0.7722666667
B36_1,1.9352333333
B36_2,1.3560333333
B60_1,1.6727333333
B60_2,1.5714333333
M9exp_1,0.3871333333
M9exp_2,0.0052333333
M9exp_3,-0.39236666670000003
M9tran_1,-0.5393666667
M9tran_2,-0.8413666667
M9tran_3,-0.24606666670000002
M9stat_1,-1.4140666667000001
M9stat_2,-1.5723666667
M9stat_3,-1.7283666667
M+G_1,-0.7495666667
M+G_2,-0.3234666667
M+G_3,-0.3108666667
Glu_1,0.1804333333
Glu_2,-0.1067666667
Glu_3,0.10613333330000001
Fru_1,0.8315333333
Fru_2,0.2991333333
Fru_3,-0.9758666667
Mal_1,-1.0777666667
Mal_2,-0.44076666670000003
Mal_3,-0.6323666667
G+S_2,-0.1530666667
G+S_3,0.0155333333
Pyr_1,-0.8089666667000001
Pyr_2,-0.2563666667
Pyr_3,-0.5642666667
Gly_1,-0.4893666667
Gly_2,0.1131333333
Gly_3,-1.2721666667
Glucon_1,-0.9404666667
Glucon_2,-0.49266666670000003
Glucon_3,-1.7806666667000002
aero_1,-0.09646666670000001
aero_2,-1.9833666667
aero_3,-0.6764666667
nit_1,-0.7289666667
nit_2,-0.7239666667
nit_3,-1.0191666667
ferm_1,-2.0336666667
ferm_2,-1.7384666667
ferm_3,-0.6948666667000001
T-5.40H_1,-0.11436666670000001
T-4.40H_1,-0.0382666667
T-3.40H_1,-0.18306666670000002
T-2.40H_1,-0.6642666667
T-1.40H_1,-0.6141666667
T-1.10H_1,-0.4848666667
T-0.40H_1,-0.9449666667000001
T0.0H_1,-1.2662666667
T0.30H_1,-1.7060666667
T1.0H_1,-1.9757666667
T1.30H_1,-2.0874666667
T2.0H_1,-2.3143666667
T2.30H_1,-2.1436666667
T3.0H_1,-2.5543666667
T3.30H_1,-2.0133666667
T4.0H_1,-1.9127666667
T5.0H_1,-2.4834666667
HPh_1,1.1684333333
HPh_2,0.9007333333
HPh_3,1.3576333333
LPh_1,1.2666333333
LPh_2,1.4152333333
LPh_3,1.0622333333
LPhT_1,0.9578333333000001
LPhT_2,0.34543333330000003
LPhT_3,0.7478333333
SMMPr_1,-0.6002666667000001
SMMPr_2,-0.7121666667000001
SMMPr_3,-0.4666666667
HiTm_1,-0.9753666667
HiTm_2,-0.07266666670000001
HiTm_3,-0.2318666667
LoTm_1,0.3999333333
LoTm_2,0.4196333333
LoTm_3,0.061733333300000005
HiOs_1,-0.1435666667
HiOs_2,-0.1557666667
HiOs_3,-0.2917666667
BMM_1,0.1400333333
BMM_2,0.38073333330000003
BMM_3,0.29903333330000004
Heat_1,0.0530333333
Heat_2,0.1093333333
Heat_3,-0.8112666667
Cold_1,0.4856333333
Cold_2,-0.5050666667
Cold_3,-1.2253666667
Etha_1,-0.5844666667
Etha_2,-1.3306666667
Etha_3,-0.8380666667000001
SMM_1,0.2812333333
SMM_2,0.2596333333
SMM_3,0.1290333333
Salt_1,-0.3516666667
Salt_2,-0.6016666667
Salt_3,-0.8206666667
Mt0_1,-0.2860666667
Mt0_3,-0.1503666667
M0t45_1,-0.6896666667
M0t45_2,-0.6270666667
M0t45_3,-0.7319666667
M0t90_1,-2.3001666667
M0t90_2,-0.8713666667000001
M0t90_3,-1.8905666667
M40t45_1,-1.6920666667000002
M40t45_2,-1.2585666667
M40t45_3,-0.7321666667000001
M40t90_1,-2.1048666667
M40t90_2,-1.4876666667
M40t90_3,-1.4575666667
dia0_1,-0.2768666667
dia0_2,-0.1517666667
dia0_3,-0.2806666667
dia5_1,-1.2323666667
dia5_2,-0.3786666667
dia5_3,-0.5565666667
dia15_1,0.0831333333
dia15_2,0.8720333333
dia15_3,-0.0576666667
Diami_1,0.4617333333
Diami_2,-0.2589666667
Diami_3,0.11583333330000001
Paraq_1,0.7132333333
Paraq_2,0.7039333333000001
Paraq_3,-1.3623666667
H2O2_1,-0.36516666670000003
H2O2_2,0.0815333333
H2O2_3,-0.1715666667
Oxctl_1,-0.2273666667
Oxctl_2,-0.0939666667
Oxctl_3,0.5429333333
GM-0.1_1,0.2754333333
GM-0.2_1,0.3471333333
GM+5_1,-0.3022666667
GM+15_1,0.6444333333000001
GM+25_1,0.6830333333
GM+45_1,0.9245333333
GM+60_1,0.4425333333
GM+90_1,0.6596333333000001
GM+120_1,-0.2441666667
GM+150_1,-0.0908666667
GM-0.1_2,0.42663333330000003
GM-0.2_2,0.4231333333
GM+5_2,0.3739333333
GM+10_2,0.5469333333
GM+15_2,0.7594333333000001
GM+25_2,0.4479333333
GM+45_2,-0.4328666667
GM+60_2,-0.3058666667
GM+90_2,0.5582333333
GM+150_2,-0.4420666667
GM-0.1_3,0.3311333333
GM-0.2_3,0.24933333330000002
GM+5_3,0.2644333333
GM+10_3,-0.7206666667
GM+15_3,0.5935333333
GM+25_3,0.1169333333
GM+45_3,-0.4244666667
GM+60_3,-0.4419666667
GM+90_3,-0.1922666667
GM+120_3,-0.5516666667
GM+150_3,-0.22086666670000002
MG-0.1_1,0.30513333330000003
MG+5_1,0.5066333333
MG+10_1,0.6603333333
MG+15_1,-0.0052666667
MG+25_1,0.4415333333
MG+45_1,0.3764333333
MG+120_1,-1.2155666667
MG+150_1,-0.0390666667
MG-0.1_2,-0.7889666667
MG-0.2_2,0.3020333333
MG+5_2,0.1228333333
MG+10_2,0.46133333330000004
MG+15_2,0.8031333333
MG+25_2,0.3765333333
MG+45_2,0.0535333333
MG+60_2,0.0478333333
MG+90_2,-0.1101666667
MG+120_2,-0.0106666667
MG-0.1_3,0.7011333333
MG-0.2_3,0.4223333333
MG+5_3,-0.1035666667
MG+10_3,-0.8815666667000001
MG+15_3,0.5597333333
MG+25_3,0.39183333330000003
MG+45_3,0.7069333333000001
MG+60_3,0.38923333330000004
MG+90_3,0.4614333333
MG+120_3,-0.7109666667
MG+150_3,0.3203333333
