,A,MdcR
R2,,0.06016379024371499
xmin,,-4.477491465
xmid,,
xmax,,4.154821713
ystart,,-4.981491849015175
yend,,6.46082939469308
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.11937465550000001,0.033760275
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.11937465550000001,-0.033760275
AB569_EDTA_NaNO2:NaNO2:1,7.6076053925,-0.6097138320000001
AB569_EDTA_NaNO2:NaNO2:2,8.1461154775,0.06665538800000001
AB569_EDTA_NaNO2:EDTA:1,2.9458476458,-0.329892932
AB569_EDTA_NaNO2:EDTA:2,1.1009216486,-0.16446349
AB569_EDTA_NaNO2:EDTA:3,2.8459924056,0.258176022
AB569_EDTA_NaNO2:NaNO2_EDTA:1,8.3742697109,-0.47043412300000004
AB569_EDTA_NaNO2:NaNO2_EDTA:2,9.0214480564,-0.9459784170000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.1806275537,0.045244515000000006
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.1806275537,-0.045244515000000006
Anthranilate_metabolism_GntR_AntP:antP:1,1.0794155636,-1.512626832
Anthranilate_metabolism_GntR_AntP:antP:2,2.9132509778999998,-0.9275679050000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.3691902313,-0.146220015
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.3691902313,0.146220015
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.3931194187,-0.9133272050000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.52511123,-0.7300490230000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-2.2784336573,-0.034825151000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.1938558079,-0.38062576200000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-5.9640888626,-4.477491465
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-5.3550909662,-3.925138139
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-5.9777382564,-4.402930224
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-5.0183190148,-4.264191789
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.24689875120000002,-0.067776138
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.0081894102,-0.064861396
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.2663248894,-0.119355082
Catabolise_Nucleic_Acids:L_asp:1,-0.7790281452000001,0.8390721600000001
Catabolise_Nucleic_Acids:L_asp:2,0.8595343425,-0.243199606
Catabolise_Nucleic_Acids:DNA_1:1,0.7152926636,0.027582299999999997
Catabolise_Nucleic_Acids:DNA_1:2,-0.8991024072,0.222154327
Catabolise_Nucleic_Acids:DNA_1:3,0.18380974360000002,-0.24973662700000002
Catabolite_repression:del_hfq_crc_wt:1,-0.29245237830000004,0.15046034500000002
Catabolite_repression:del_hfq_crc_wt:2,0.29245237830000004,-0.15046034500000002
Catabolite_repression:delHfq:1,-1.3949536117,-0.29976388800000003
Catabolite_repression:delHfq:2,-0.8174461695,-0.215796711
Catabolite_repression:deldcrc:1,0.1099843016,-0.607006414
Catabolite_repression:deldcrc:2,-0.4798837346,-0.548699255
