,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project,condition,reference_condition,strain_description,base_media,temperature,pH,growth_phase,OD,notes,Title,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,doi,n_replicates
SRX3737100,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765895,SRP133352,PRJNA435672,435672,SRS2993961,SAMN08583773,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153722,GSE111038,GSM3020725,29939498,8583773,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,PGAB,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:PGAB,True,True,1.0,AB0057_PGcoculture__PGAB__1.0,doi.org/10.1111/omi.12238,3.0
SRX3737101,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765896,SRP133352,PRJNA435672,435672,SRS2993962,SAMN08583760,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153723,GSE111038,GSM3020726,29939498,8583772,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,PGAB,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:PGAB,True,True,2.0,AB0057_PGcoculture__PGAB__2.0,doi.org/10.1111/omi.12238,3.0
SRX3737103,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765898,SRP133352,PRJNA435672,435672,SRS2993964,SAMN08583762,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153725,GSE111038,GSM3020728,29939498,8583770,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,PGAB,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:PGAB,True,True,3.0,AB0057_PGcoculture__PGAB__3.0,doi.org/10.1111/omi.12238,3.0
SRX3737104,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765899,SRP133352,PRJNA435672,435672,SRS2993965,SAMN08583763,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153726,GSE111038,GSM3020729,29939498,8583769,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,AB ,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:AB ,True,True,1.0,AB0057_PGcoculture__AB __1.0,doi.org/10.1111/omi.12238,4.0
SRX3737105,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765900,SRP133352,PRJNA435672,435672,SRS2993966,SAMN08583764,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153727,GSE111038,GSM3020730,29939498,8583768,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,AB ,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:AB ,True,True,2.0,AB0057_PGcoculture__AB __2.0,doi.org/10.1111/omi.12238,4.0
SRX3737106,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765901,SRP133352,PRJNA435672,435672,SRS2993967,SAMN08583765,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153728,GSE111038,GSM3020731,29939498,8583767,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,AB ,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:AB ,True,True,3.0,AB0057_PGcoculture__AB __3.0,doi.org/10.1111/omi.12238,4.0
SRX3737107,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765902,SRP133352,PRJNA435672,435672,SRS2993968,SAMN08583766,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153729,GSE111038,GSM3020732,29939498,8583766,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,AB ,AB ,AB0057,PBS,,0,,,10^9 of each bacteria were resuspended in 500 ul PBS for 3 h aerobic incubation,0,0,True,True,True,AB0057_PGcoculture:AB ,True,True,4.0,AB0057_PGcoculture__AB __4.0,doi.org/10.1111/omi.12238,4.0
SRX3737108,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765903,SRP133352,PRJNA435672,435672,SRS2993969,SAMN08583769,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153730,GSE111038,GSM3020733,29939498,8583765,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,ABPG,AB ,AB0057,PBS,,0,,,0,0,0,True,True,True,AB0057_PGcoculture:ABPG,True,True,1.0,AB0057_PGcoculture__ABPG__1.0,doi.org/10.1111/omi.12238,4.0
SRX3737109,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765904,SRP133352,PRJNA435672,435672,SRS2993970,SAMN08583769,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153731,GSE111038,GSM3020734,29939498,8583764,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,ABPG,AB ,AB0057,PBS,,0,,,0,0,0,True,True,True,AB0057_PGcoculture:ABPG,True,True,2.0,AB0057_PGcoculture__ABPG__2.0,doi.org/10.1111/omi.12238,4.0
SRX3737110,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765905,SRP133352,PRJNA435672,435672,SRS2993971,SAMN08583769,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153732,GSE111038,GSM3020735,29939498,8583763,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,ABPG,AB ,AB0057,PBS,,0,,,0,0,0,True,True,True,AB0057_PGcoculture:ABPG,True,True,3.0,AB0057_PGcoculture__ABPG__3.0,doi.org/10.1111/omi.12238,4.0
SRX3737111,12/27/18 10:41,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6765906,SRP133352,PRJNA435672,435672,SRS2993972,SAMN08583769,SRA661586,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5153733,GSE111038,GSM3020736,29939498,8583762,AB0057,coculture with PG,0,0,0,AB0057_PGcoculture,ABPG,AB ,AB0057,PBS,,0,,,0,0,0,True,True,True,AB0057_PGcoculture:ABPG,True,True,4.0,AB0057_PGcoculture__ABPG__4.0,doi.org/10.1111/omi.12238,4.0
Abaum_0017,8/22/20 12:00,0,0,0,0,0,0,PAIRED,ILLUMINA,Illumina HiSeq 2507,SRR12494584,SRP278444,PRJNA658638,0,0,SAMN15880008,0,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,1,0,0,0,0,0,0,0,0,0,0,0,AB5075,AB5075_AZI,AZI_000,AZI_000,AB5075,CA-MHB,,0,,,0,Response of Acinetobacter baumannii AB5075 to azirthomycin,0,True,True,True,AB5075_AZI:AZI_000,True,True,1.0,AB5075_AZI__AZI_000__1.0,,2.0
