,A,HexR
R2,,0.253103581571419
xmin,,-2.004604607
xmid,,
xmax,,3.961197208
ystart,,-7.372691543651307
yend,,13.51421296174262
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.5397183338,0.002006018
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.5397183338,-0.002006018
AB569_EDTA_NaNO2:NaNO2:1,8.0403805492,0.7557247140000001
AB569_EDTA_NaNO2:NaNO2:2,9.2259076666,0.735655987
AB569_EDTA_NaNO2:EDTA:1,9.1403921508,0.829886678
AB569_EDTA_NaNO2:EDTA:2,9.2520592996,1.158114998
AB569_EDTA_NaNO2:EDTA:3,8.3201335917,0.691356949
AB569_EDTA_NaNO2:NaNO2_EDTA:1,10.2127566724,0.5209797380000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,11.4856669369,0.657254581
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.0146004597,0.035595887
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.0146004597,-0.035595887
Anthranilate_metabolism_GntR_AntP:antP:1,-0.4097694887,-1.042409768
Anthranilate_metabolism_GntR_AntP:antP:2,-0.3438133324,-0.863071498
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.061786503000000007,-0.007882644000000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.061786503000000007,0.007882644000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.48516104,0.279538448
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.5933131205000001,0.361359407
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.1967889163,-0.396818651
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.5149191426,-0.08844202300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,4.3053377505,-1.27563974
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,3.0385230591,-1.056918205
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,4.1596030404,-1.124746818
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,4.2447620023,-1.0826098769999999
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.7940239625,-0.148050503
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.2961767344,0.40312888700000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.0531164596,0.466472671
Catabolise_Nucleic_Acids:L_asp:1,5.3184579496,0.598620857
Catabolise_Nucleic_Acids:L_asp:2,6.8262840358,0.581486198
Catabolise_Nucleic_Acids:DNA_1:1,0.0315456931,0.053752653000000004
Catabolise_Nucleic_Acids:DNA_1:2,0.0551503635,-0.007203026
Catabolise_Nucleic_Acids:DNA_1:3,-0.08669605670000001,-0.046549627
Catabolite_repression:del_hfq_crc_wt:1,-0.0244465104,-0.054680934
Catabolite_repression:del_hfq_crc_wt:2,0.0244465104,0.054680934
Catabolite_repression:delHfq:1,0.8995088975000001,0.542788963
Catabolite_repression:delHfq:2,0.5620624122,0.36874288400000005
Catabolite_repression:deldcrc:1,4.1053937212,1.628663427
Catabolite_repression:deldcrc:2,3.6055938146,1.480926176
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.8535420751,-0.018936404
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,1.8366513889,0.22611667100000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.9831093138,-0.207180267
Diallyl_disulphide_treatment:PAO1_DDS:1,10.0915110133,0.501795377
Diallyl_disulphide_treatment:PAO1_DDS:2,12.430002569300001,0.369832934
Diallyl_disulphide_treatment:PAO1_DDS:3,10.2597193728,0.25679012500000004
Dispersed_cells:PAO1_dispersed_wt:1,-0.043039725200000004,0.131221748
Dispersed_cells:PAO1_dispersed_wt:2,0.043039725200000004,-0.131221748
Dispersed_cells:PyhjH_dispersed:1,-1.1378439011,0.40556472
Dispersed_cells:PyhjH_dispersed:2,-1.0851924716,0.386180173
Dispersed_cells:PA01_Planktonic:1,3.1167344695,0.562968068
Dispersed_cells:PA01_Planktonic:2,3.4968429637,0.32023353400000004
Dispersed_cells:PAO1_Biofilm:1,-8.2707201373,-0.198114547
Dispersed_cells:PAO1_Biofilm:2,-8.1775537049,-0.088612233
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,1.2277012654,0.19971323600000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.7746143711,0.153567152
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.1988901069,0.035622951
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.0498729973,-0.004046354
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.3685301053,0.028591702
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.318657108,-0.024545348
Farnesol_treatment:RNA of 0-1F_L:1,-0.0744012649,0.0018474070000000001
Farnesol_treatment:RNA of 0-1F_L:2,0.039311778900000004,0.028711891000000003
Farnesol_treatment:RNA of 0-1F_L:3,0.035089486,-0.030559298000000002
Farnesol_treatment:RNA of 6-F_L1:1,-0.1231627067,0.176980028
Farnesol_treatment:RNA of 6-F_L1:2,-0.8449808982,0.29426607
Farnesol_treatment:RNA of 6-F_L1:3,0.6095588812,-0.007771888
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.08683025870000001,0.050816044000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.08683025870000001,-0.050816044000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.4839103088,0.057175292
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.7218512917000001,-0.307793902
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.6140580691,-0.038794825000000005
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,2.8353397455,0.3640824
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-8.000497739,-0.7462038160000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-5.7815769156,-0.06889714400000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.332179101,-0.25639043
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-8.3277273435,-0.570170245
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.2853335918,-0.416019523
HapZ_SagS_mutant:delHapZp:1,-0.3780797783,-0.43184774400000003
HapZ_SagS_mutant:delHapZp:2,-0.0122680353,-0.36981988
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.295557569,0.800204727
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.0102239772,-0.384185204
HapZ_SagS_mutants:delHApZ:1,0.0715317376,-1.195129241
HapZ_SagS_mutants:delHApZ:2,0.41822455210000004,-0.475327196
HapZ_SagS_mutants:delHApZ:3,0.5552551951,-0.8390687290000001
HapZ_SagS_mutants:delSagS:1,-0.23256757930000002,-0.45677419999999996
HapZ_SagS_mutants:delSagS:2,0.1022993695,-0.746809681
HapZ_SagS_mutants:delSagS:3,-0.4667344075,0.8758377610000001
HapZ_SagS_mutants:delHapZp:3,-0.1030777128,-0.43446675700000004
Lung_infection_transcriptome:PA01_LS1:1,1.3120554381,0.16866402300000002
Lung_infection_transcriptome:PA01_LS1:2,1.5289536522,0.202372943
Lung_infection_transcriptome:PA01_CS1:1,0.5454176912,-0.305233395
Lung_infection_transcriptome:PA01_CS1:2,-0.5454176912,0.305233395
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,-0.2893042551,-0.039519346000000004
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,0.2893042551,0.039519346000000004
Metabolic_fitness_plasmid:PAO1_pAKD1:1,-0.9440124844000001,-0.5170849750000001
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.4759012715,0.304234936
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,-0.2395609108,0.0058302
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,1.7617695211000002,0.061029980000000005
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.6350207754,-0.44682289100000006
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.6080956179,0.020465789
Metabolic_fitness_plasmid:PAO1_pBS228:1,-1.0018772464,-0.47754426800000005
Metabolic_fitness_plasmid:PAO1_pBS228:2,-1.8523857109000001,-0.24321684600000001
Metabolic_fitness_plasmid:PAO1_RmS149:1,2.6650208307,-0.259382198
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.8161767157000002,-0.151415826
Mucin_glycans:ABTGC:1,0.7142685144,0.22498389600000002
Mucin_glycans:ABTGC:2,0.0488185244,-0.200750064
Mucin_glycans:ABTGC:3,-0.206233097,-0.022081501
Mucin_glycans:ABTGC:4,-0.159111996,0.11018459700000001
Mucin_glycans:ABTGC:5,-0.3977419458,-0.112336927
Mucin_glycans:MUC5B:1,-0.9443004989,-0.872634314
Mucin_glycans:MUC5B:2,-0.4180228324,-0.542103683
Mucin_glycans:Glycans:1,0.6759406174,0.128201487
Mucin_glycans:Glycans:2,-0.0667641707,-0.187406348
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-2.498494223,-0.21293378200000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-5.0695569686,-0.8551561190000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.8897649649,-0.105460153
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-0.1941089922,-0.30363665
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,1.1868668601,-0.125340868
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,1.0182970989,-0.097388185
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-1.1517074574,0.03945551
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.8075648256,0.09221773700000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-1.0017469755,-0.050372007
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-0.16263566440000002,-0.10374498600000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,1.499792652,0.049593377
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,1.6238622710000001,-0.027149632000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.31336232210000003,0.032890420000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.31336232210000003,-0.032890420000000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.06741289,-0.5507341170000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-0.0710015676,-0.698671071
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.39320192460000003,0.085218033
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.8526256874,0.046798406
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,-17.3164643604,-1.083340616
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,-16.7974812323,-1.486950766
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,-16.1991819675,-1.259623484
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,-16.5167239685,-1.4021259
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,0.1100690653,0.129975277
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.0926015091,-0.037831413
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.1501187369,-0.002525077
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.1326511807,-0.089618787
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-3.0387881194,-0.8196347660000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-3.3574664053,-0.9938574
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,0.1562470134,0.10010186900000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.0476961809,-0.06769912900000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-0.1085508324,-0.03240274
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,0.2160890487,-0.11000665300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.26062450670000004,0.11149078400000001
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-0.1334551124,-0.81877764
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,-2.5681061201,-1.047787627
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,-0.2193362077,-0.22145335600000002
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,-0.3977885822,0.21868358300000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,0.14041123460000002,0.001285642
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-0.1908925041,0.654078739
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,0.4377361763,0.693824442
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-0.22743143370000002,-0.38963139999999996
Rosmarinic_acid:PAO1-100UMRA:1,0.3163848261,-0.078488689
Rosmarinic_acid:PAO1-100UMRA:2,0.9536744319,-0.08721126100000001
Rosmarinic_acid:PAO1_DMSO_Control:1,-0.0723717711,-0.057449432
Rosmarinic_acid:PAO1_DMSO_Control:2,0.059652874800000005,0.08966169900000001
Rosmarinic_acid:PAO1_DMSO_Control:3,0.012718896300000001,-0.032212268
Testosterone_treatment:Testosterone_Control:1,-3.0118872359,-0.599779917
Testosterone_treatment:Testosterone_Control:2,3.0118872359,0.599779917
Testosterone_treatment:Testosterone_2.5:1,0.8548058770000001,0.077116406
Testosterone_treatment:Testosterone_2.5:2,4.8055448951,1.032169833
Tf_toxin_expression:PAO1_WT:1,-0.314992439,0.20353175
Tf_toxin_expression:PAO1_WT:2,0.314992439,-0.20353175
Tf_toxin_expression:PAO1_derfA:1,0.8467185357,0.691266809
Tf_toxin_expression:PAO1_derfA:2,0.2919718573,0.50864158
Zinc_treatment:PA_Zn:1,-0.6485516720000001,-0.49942055500000004
Zinc_treatment:PA_Zn:2,-0.40963425940000003,-0.5950038999999999
Zinc_treatment:PA_Zn:3,-1.3823047431,-0.569835092
Zinc_treatment:PA_Zn_wt:1,-0.0892110868,0.040648958000000006
Zinc_treatment:PA_Zn_wt:2,0.0892110868,-0.040648958000000006
Paeru_PRECISE:CAMHB_wt:1,-6.7451052856,-0.7346362190000001
Paeru_PRECISE:CAMHB_wt:2,-5.9697274967,-0.6341606550000001
Paeru_PRECISE:CAMHB_wt:3,-5.8011921338,-0.718219276
Paeru_PRECISE:CAMHB_wt:4,-5.8464662778,-0.5636838740000001
Paeru_PRECISE:M9glucAA_Pqt10:1,-0.20271942410000002,0.287347799
Paeru_PRECISE:M9glucAA_Pqt10:2,1.4512159626,0.087213208
Paeru_PRECISE:M9glucAA_Pqt:1,2.2504029288,0.26315920200000004
Paeru_PRECISE:M9glucAA_Pqt:2,2.5337885407,0.33446134
Paeru_PRECISE:M9glucAA_wo_Pqt:1,1.9293952807,0.34748392
Paeru_PRECISE:M9glucAA_wo_Pqt:2,2.4664996384,0.25188533
Paeru_PRECISE:M9glucAA_NaCl:1,1.1612323983,-0.36211447500000005
Paeru_PRECISE:M9glucAA_NaCl:2,-0.286434527,0.178999249
Paeru_PRECISE:M9glucAA_NaCl:3,-0.6246364949000001,-0.17030234600000002
Paeru_PRECISE:CAMHB_wt:5,-5.6577742471,-0.913659282
Paeru_PRECISE:CAMHB_wt:6,-6.110135973,-0.633021539
Paeru_PRECISE:LB_wt:1,-0.9795465472,-1.265906228
Paeru_PRECISE:LB_wt:2,-1.6669802862,-0.559294949
Paeru_PRECISE:M9glucAA_wt:1,0.1799796871,-0.12157129800000001
Paeru_PRECISE:M9glucAA_wt:2,-0.1799796871,0.12157129800000001
Paeru_PRECISE:M9glucAA_lowpH:1,0.44622906170000004,0.5515906420000001
Paeru_PRECISE:M9glucAA_lowpH:2,-0.2044768897,0.53688443
Paeru_PRECISE:M9glucAA_DPD:1,0.6054216471,0.077897199
Paeru_PRECISE:M9glucAA_DPD:2,1.3515512064,0.45344861200000003
Paeru_PRECISE:M9sucAA_wt:1,-5.5224108739,-0.616948695
Paeru_PRECISE:M9sucAA_wt:2,-4.5690504838,-0.6277735750000001
Paeru_PRECISE:M9glucAA_NaCl:4,-0.2842609622,0.038734695
Paeru_PRECISE:M9glucAA_NaCl:5,-0.09129065260000001,0.34172393300000004
Paeru_PRECISE:M9sucAA_wt:3,-4.9478922480000005,-0.5444033770000001
Paeru_PRECISE:M9sucAA_wt:4,-5.6362054583,-0.616835004
Paeru_PRECISE:R10LB_wt:1,-1.7953747754,-0.319683867
