,name,x,y,cog,color,link
meta,start,0.08205207103568816,,,,
b0002,thrA,337,-0.0128685855,Amino acid transport and metabolism,#ff0000,
b0003,thrB,2801,0.0061936318,Nucleotide transport and metabolism,#00bfbf,
b0004,thrC,3734,0.0076365519,Amino acid transport and metabolism,#ff0000,
b0005,yaaX,5234,0.0440149605,Function unknown,#708090,
b0006,yaaA,5683,0.0059877565,Function unknown,#708090,
b0007,yaaJ,6529,-0.0082955649,Amino acid transport and metabolism,#ff0000,
b0008,talB,8238,-0.0001488538,Carbohydrate transport and metabolism,#ffc0cb,
b0009,mog,9306,0.0009587442,Nucleotide transport and metabolism,#00bfbf,
b0010,satP,9928,0.0056202975,Function unknown,#708090,
b0011,yaaW,10643,-0.0324436678,Function unknown,#708090,
b0012,mbiA,10830,-0.0365940996,No COG annotation,#87cefa,
b0013,yaaI,11382,-0.0168721491,Function unknown,#708090,
b0014,dnaK,12163,0.0014924229,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0015,dnaJ,14168,-0.0020037709,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0016,insL-1,15445,-0.0059862769,"Replication, recombination and repair",#ff00ff,
b0018,mokC,16751,-0.0066433023,Function unknown,#708090,
b0019,nhaA,17489,0.00034573570000000003,Inorganic ion transport and metabolism,#0000ff,
b0020,nhaR,18715,-0.0009472158,Transcription,#f4a460,
b0021,insB-1,19811,-0.0107291059,"Replication, recombination and repair",#ff00ff,
b0022,insA-1,20233,-0.0167059723,"Replication, recombination and repair",#ff00ff,
b0023,rpsT,20815,-0.0150283242,"Translation, ribosomal structure and biogenesis",#000000,
b0024,yaaY,21181,-0.0479794839,Function unknown,#708090,
b0025,ribF,21407,-0.0057409107,Coenzyme transport and metabolism,#008000,
b0026,ileS,22391,0.0021200752,"Translation, ribosomal structure and biogenesis",#000000,
b0027,lspA,25207,-0.0027172449,Cell wall/membrane/envelope biogenesis,#c71585,
b0028,fkpB,25826,0.0030760289,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0029,ispH,26277,0.0045637333,Lipid transport and metabolism,#40e0d0,
b0030,rihC,27293,0.0239387078,Nucleotide transport and metabolism,#00bfbf,
b0031,dapB,28374,-0.0019147805,Amino acid transport and metabolism,#ff0000,
b0032,carA,29651,0.0023220208,Nucleotide transport and metabolism,#00bfbf,
b0033,carB,30817,-0.0116900797,Nucleotide transport and metabolism,#00bfbf,
b0034,caiF,34300,-0.0052457803,Transcription,#f4a460,
b0035,caiE,34781,0.0085063566,Function unknown,#708090,
b0036,caiD,35377,-0.0062931004,Lipid transport and metabolism,#40e0d0,
b0037,caiC,36271,-0.0220204902,Lipid transport and metabolism,#40e0d0,
b0038,caiB,37898,-0.0260623884,Energy production and conversion,#90ee90,
b0039,caiA,39244,-0.0488091495,Lipid transport and metabolism,#40e0d0,
b0040,caiT,40417,0.0038936517,Cell wall/membrane/envelope biogenesis,#c71585,
b0041,fixA,42403,-0.0034293017000000003,Energy production and conversion,#90ee90,
b0042,fixB,43188,0.012721651,Energy production and conversion,#90ee90,
b0043,fixC,44180,0.0153042733,Energy production and conversion,#90ee90,
b0045,yaaU,45807,-0.0061255691000000004,Inorganic ion transport and metabolism,#0000ff,
b0046,kefF,47246,0.0018322284000000001,Energy production and conversion,#90ee90,
b0047,kefC,47769,-0.007573054500000001,Inorganic ion transport and metabolism,#0000ff,
b0048,folA,49823,-0.0013299298000000001,Coenzyme transport and metabolism,#008000,
b0049,apaH,50380,0.0074799621,Signal transduction mechanisms,#00ff00,
b0050,apaG,51229,-0.0008206495000000001,Inorganic ion transport and metabolism,#0000ff,
b0051,rsmA,51609,-0.0079268853,"Translation, ribosomal structure and biogenesis",#000000,
b0052,pdxA,52427,-0.012204033900000001,Coenzyme transport and metabolism,#008000,
b0053,surA,53416,-0.0130055354,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0054,lptD,54755,0.0025713438,Cell wall/membrane/envelope biogenesis,#c71585,
b0055,djlA,57364,-0.0019943036,"Post-translational modification, protein turnover,and chaperones",#87ceeb,
b0056,yabP,58474,-0.0093119567,Function unknown,#708090,
b0057,yabQ,59121,-0.0054807784000000005,No COG annotation,#87cefa,
b0058,rluA,59687,-0.0074820573,"Translation, ribosomal structure and biogenesis",#000000,
b0059,rapA,60358,0.0020148429,Transcription,#f4a460,
b0060,polB,63429,-0.014250234700000001,"Replication, recombination and repair",#ff00ff,
