,BSU__misc_RNA_19
LBexp_1,10.4087
LBexp_2,10.4623
LBexp_3,9.9547
LBtran_1,10.6066
LBtran_2,10.0148
LBtran_3,10.3006
LBstat_1,10.4895
LBstat_2,10.6854
LBstat_3,10.2769
LBGexp_1,10.5217
LBGexp_2,11.1424
LBGexp_3,10.8693
LBGtran_2,8.9599
LBGtran_3,10.0154
LBGstat_1,9.6608
LBGstat_2,8.6969
LBGstat_3,9.3664
S0_1,14.2119
S0_2,14.6833
S0_3,14.8826
S1_1,12.5468
S1_2,12.7884
S1_3,13.0915
S2_1,12.5216
S2_2,12.6897
S2_3,11.882
S3_1,12.6163
S3_2,13.3047
S4_1,13.1279
S4_2,13.1548
S4_3,13.4887
S5_1,12.9833
S5_2,12.9471
S5_3,13.3935
S6_1,12.7839
S6_2,11.1434
S6_3,12.6085
S6/t_1,12.8758
S6/t_2,11.2933
S6_4,12.4811
S6_5,13.4234
S6_6,13.7797
S7_4,13.7885
S7_5,13.1804
S7_6,13.2195
S8_4,12.5714
S8_5,12.0779
G135_1,10.0636
G135_3,9.5003
G150_1,9.65
G150_2,10.4416
G150_3,9.7932
G180_1,9.987400000000001
G180_2,10.3306
G180_3,9.9181
C30_1,10.8575
C30_2,11.4357
C90_1,11.5961
C90_2,11.6771
BI_1,10.6985
BI_2,10.9441
BC_2,12.2535
BC/t_1,12.8505
BC/t_2,13.1344
BC_1,11.5718
Sw_1,12.3474
Sw_2,11.8904
BT_1,13.0169
BT_2,12.7858
B36_1,14.0234
B36_2,13.5924
B60_1,13.807
B60_2,13.7359
M9exp_1,14.3709
M9exp_2,13.8519
M9exp_3,13.5822
M9tran_1,12.7071
M9tran_2,12.1205
M9tran_3,12.8866
M9stat_1,11.4365
M9stat_2,11.0708
M9stat_3,10.947
M+G_1,13.0545
M+G_2,13.417300000000001
M+G_3,13.2141
Glu_1,13.6181
Glu_2,13.6631
Glu_3,13.9586
Fru_1,14.3589
Fru_2,13.4881
Fru_3,13.1211
Mal_1,12.914
Mal_2,12.5857
Mal_3,12.981
G+S_2,12.5581
G+S_3,12.7076
Pyr_1,11.950800000000001
Pyr_2,12.8325
Pyr_3,12.5055
Gly_1,13.5359
Gly_2,14.1751
Gly_3,12.0815
Glucon_1,11.9692
Glucon_2,12.69
Glucon_3,11.5884
aero_1,11.3633
aero_2,9.6753
aero_3,10.8561
nit_1,12.5789
nit_2,11.9706
nit_3,11.7811
ferm_1,11.369
ferm_2,11.489
ferm_3,12.3948
T-5.40H_1,13.6846
T-4.40H_1,13.5779
T-3.40H_1,13.3883
T-2.40H_1,12.8396
T-1.40H_1,13.0929
T-1.10H_1,13.1841
T-0.40H_1,13.0674
T0.0H_1,12.6235
T0.30H_1,11.6287
T1.0H_1,11.4318
T1.30H_1,11.525
T2.0H_1,10.8125
T2.30H_1,11.4086
T3.0H_1,11.1384
T3.30H_1,11.5172
T4.0H_1,11.3169
T5.0H_1,10.8381
HPh_1,15.0421
HPh_2,14.797
HPh_3,15.2114
LPh_1,15.0537
LPh_2,15.4423
LPh_3,15.1733
LPhT_1,13.2397
LPhT_2,13.3404
LPhT_3,13.3289
SMMPr_1,12.6043
SMMPr_2,12.4418
SMMPr_3,12.4223
HiTm_1,11.2058
HiTm_2,12.868
HiTm_3,13.244
LoTm_1,12.667300000000001
LoTm_2,12.229800000000001
LoTm_3,12.3969
HiOs_1,13.9179
HiOs_2,13.3972
HiOs_3,13.2168
BMM_1,14.7565
BMM_2,14.7171
BMM_3,13.7696
Heat_1,12.7571
Heat_2,12.6128
Heat_3,11.8028
Cold_1,13.9535
Cold_2,12.5424
Cold_3,12.0542
Etha_1,10.1946
Etha_2,9.1506
Etha_3,9.7396
SMM_1,13.3672
SMM_2,13.4237
SMM_3,13.4333
Salt_1,11.3351
Salt_2,11.4981
Salt_3,11.635
Mt0_1,10.2704
Mt0_3,9.9705
M0t45_1,10.0461
M0t45_2,9.7197
M0t45_3,10.271
M0t90_1,9.5127
M0t90_2,10.4488
M0t90_3,10.4402
M40t45_1,9.4438
M40t45_2,10.51
M40t45_3,10.3933
M40t90_1,9.5819
M40t90_2,10.3451
M40t90_3,10.7088
dia0_1,11.0455
dia0_2,10.204
dia0_3,10.666
dia5_1,10.3163
dia5_2,10.5614
dia5_3,10.9246
dia15_1,10.9556
dia15_2,11.5161
dia15_3,10.1533
Diami_1,11.7586
Diami_2,10.7611
Diami_3,11.0396
Paraq_1,10.9246
Paraq_2,11.0503
Paraq_3,8.8621
H2O2_1,9.1984
H2O2_2,10.2263
H2O2_3,9.5957
Oxctl_1,10.3616
Oxctl_2,10.277
Oxctl_3,11.0294
GM-0.1_1,13.514
GM-0.2_1,13.4584
GM+5_1,13.0763
GM+15_1,14.0103
GM+25_1,14.4436
GM+45_1,14.4628
GM+60_1,14.376
GM+90_1,14.0733
GM+120_1,12.6082
GM+150_1,12.776
GM-0.1_2,13.7408
GM-0.2_2,13.901
GM+5_2,13.5464
GM+10_2,13.6488
GM+15_2,14.0068
GM+25_2,14.4939
GM+45_2,13.1593
GM+60_2,13.1725
GM+90_2,13.7583
GM+150_2,13.0497
GM-0.1_3,13.9282
GM-0.2_3,14.0771
GM+5_3,13.6077
GM+10_3,12.6236
GM+15_3,13.848
GM+25_3,12.8719
GM+45_3,12.7482
GM+60_3,12.2119
GM+90_3,13.5686
GM+120_3,12.7664
GM+150_3,12.5636
MG-0.1_1,13.7327
MG+5_1,13.9956
MG+10_1,14.5658
MG+15_1,13.6552
MG+25_1,13.9154
MG+45_1,13.9938
MG+120_1,12.1099
MG+150_1,13.0905
MG-0.1_2,12.5667
MG-0.2_2,13.3948
MG+5_2,13.7455
MG+10_2,14.2126
MG+15_2,14.6822
MG+25_2,13.7301
MG+45_2,13.1398
MG+60_2,13.6032
MG+90_2,13.5545
MG+120_2,13.4928
MG-0.1_3,14.2728
MG-0.2_3,13.7291
