,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.691151421500001,0.15848539270398382,2.0,0.0,6.8032175174,5.0,6.5790853256,,
1,U01-Set001__USA300 LAC CA-MHB Control,6.58191934715,0.08693466274902348,2.0,1.0,6.5204472576,6.0,6.6433914367,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,6.84588596785,0.1361003236152125,2.0,2.0,6.9421234296000005,7.0,6.7496485061,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,6.52304285005,0.05050629593747048,2.0,3.0,6.4873295057,8.0,6.5587561944,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,6.9985359999,0.1252328975708665,2.0,4.0,7.087089031,9.0,6.9099829688,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.963677591550001,0.23466361512126985,2.0,13.0,7.1296098251,14.0,6.797745358,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.42658559815,0.18757672218534097,2.0,15.0,7.2939488259,18.0,7.5592223704,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.52920182115,0.1628085423771779,2.0,16.0,7.4140787968,19.0,7.6443248455,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.4227894784499995,0.2114789327844797,2.0,17.0,7.273251291,20.0,7.5723276659,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,6.23923851005,0.11068830837495694,2.0,34.0,6.1609700566,38.0,6.3175069635,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,6.39261289935,0.45320319048878743,2.0,35.0,6.7130759486,39.0,6.0721498501,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,6.38833151645,0.13447980528546702,2.0,36.0,6.4834230987,40.0,6.2932399342,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,6.56869538045,0.03026249361389524,2.0,37.0,6.5900941949,41.0,6.547296566,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,6.67486358835,0.01181788433138441,2.0,42.0,6.6832200945,45.0,6.6665070822,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,6.8857603755,0.10272247181410829,2.0,43.0,6.8131246191,46.0,6.9583961319,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,6.69800403015,0.21594808494661502,2.0,44.0,6.5453056749,47.0,6.8507023854,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,7.15634614055,0.009453650605333874,2.0,56.0,7.163030881,57.0,7.1496614001,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,7.24704894475,0.17819015175977934,2.0,58.0,7.3730484094,59.0,7.1210494801,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,7.3451553451,0.05483749460715506,2.0,60.0,7.3839313094,61.0,7.3063793808,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,7.393169031999999,0.20067643229483378,2.0,62.0,7.5350686981,63.0,7.2512693659,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,7.16761847145,0.027442281938575487,2.0,72.0,7.1482138478,73.0,7.1870230951,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,7.44578752335,0.0021131383402839773,2.0,74.0,7.4442933089,75.0,7.4472817378,,
38,ICA-Set002__USA300 LAC CA-MHB Control,6.886461864899999,0.09365772831208165,2.0,76.0,6.8202358500999996,77.0,6.9526878797,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,7.68359049525,0.01775633508836011,2.0,78.0,7.6961461202,79.0,7.6710348703,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,7.17157017655,0.00871131251161748,2.0,80.0,7.1777300047,81.0,7.1654103484,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,7.1030131589,0.33617524117236214,2.0,94.0,7.3407249516,96.0,6.8653013662,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,6.8152971426,0.04550673682693868,2.0,95.0,6.8474752648,97.0,6.7831190204,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0,,
