,A,MvfR,LasR
R2,,0.36422752508950773,0.10895092683254626
xmin,,-2.491788289,-3.729719845
xmid,,,
xmax,,3.330896585,3.436539666
ystart,,-17.20549820995238,-14.412188578358041
yend,,17.357412149754172,6.947014682025936
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.7805964171,0.43953029200000004,0.35645662
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.7805964171,-0.43953029200000004,-0.35645662
AB569_EDTA_NaNO2:NaNO2:1,-4.2085872687,1.249049966,1.63448723
AB569_EDTA_NaNO2:NaNO2:2,-4.708837917,0.934960432,1.5757200820000001
AB569_EDTA_NaNO2:EDTA:1,6.351618453,1.808138868,0.9371552040000001
AB569_EDTA_NaNO2:EDTA:2,5.8263954414,1.690631882,1.190362265
AB569_EDTA_NaNO2:EDTA:3,5.9321112946,1.571192617,1.266920188
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-5.8486334397,0.833232395,1.673509005
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-6.2669918584,0.8654367190000001,1.897404522
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1572460052,0.015749675,-0.011095814
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1572460052,-0.015749675,0.011095814
Anthranilate_metabolism_GntR_AntP:antP:1,0.1018700919,0.02739136,1.066170579
Anthranilate_metabolism_GntR_AntP:antP:2,-0.22281421910000002,-0.071433824,1.036740347
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0611061019,0.006614148,0.11384656600000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0611061019,-0.006614148,-0.11384656600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,3.3392959091,0.018379845000000002,-0.5730640570000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.3654708024,0.09266031400000001,-0.334188984
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.7935243961,-0.024752001000000003,0.49401119400000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.6583761438,-0.12165452800000001,0.481080027
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.6792951593,-1.571569513,0.025382857
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-1.8100380312,-1.227013691,0.17363923
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.6952947716,-1.3874068670000002,0.5840308470000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-2.5649560031,-1.513990497,0.20405926700000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.2117823352000001,-0.007627109000000001,0.48645557600000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.9380535112,0.27208922900000004,-0.29546488
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.183467093,0.091391254,0.020100559
Catabolise_Nucleic_Acids:L_asp:1,-8.2626876687,-0.5444599050000001,-0.19613144700000001
Catabolise_Nucleic_Acids:L_asp:2,-5.0151145684,-0.608389304,-0.540553729
Catabolise_Nucleic_Acids:DNA_1:1,-0.1287430213,-0.016392463,-0.09927404000000001
Catabolise_Nucleic_Acids:DNA_1:2,-0.3873256162,-0.132106308,-0.045904599000000004
Catabolise_Nucleic_Acids:DNA_1:3,0.5160686375,0.148498771,0.14517864
Catabolite_repression:del_hfq_crc_wt:1,-0.7366213314000001,-0.237810716,-0.22934700600000002
