,A,tdcA
R2,,0.6202292388335102
xmin,,-7.6264850533
xmid,,
xmax,,7.7499460638
ystart,,-13.745793714917877
yend,,15.134427826334274
2AA:WT:1.0,0.42947562850000004,0.0861053992
2AA:WT:2.0,0.09729749380000001,-0.1926437642
2AA:WT:3.0,-0.0876057387,0.1516355513
2AA:WT:4.0,-0.4391673835,-0.0450971863
2AA:del_ridA:1.0,0.8090678098,-0.1041348619
2AA:del_ridA:2.0,0.5063297764,-0.1300075595
2AA:del_ridA:3.0,0.4886952316,-0.7137066552
2AA:del_ridA:4.0,0.6478524145,-0.1719135277
GC_MS:WT:1.0,-0.1385099262,-0.09546612
GC_MS:WT:2.0,0.1315314528,-0.0227568575
GC_MS:WT:3.0,0.0069784734,0.1182229775
GC_MS:del_slyA:1.0,1.4267252567,-0.1147628504
GC_MS:del_slyA:2.0,1.3755290561,-0.3392658732
Rho:WT:1.0,0.0220555521,-0.07915822800000001
Rho:WT:2.0,0.26727598680000003,0.19436998800000002
Rho:WT:3.0,-0.2893315389,-0.1152117599
Rho:rho_Y80C:1.0,-1.6166675880999999,0.3249186888
Rho:rho_Y80C:2.0,-1.5202268946,-0.3835184814
Rho:rho_Y80C:3.0,-1.7775128711,-0.3958090829
Rho:rho_K130Q:1.0,1.6856099321,0.8649422962000001
Rho:rho_K130Q:2.0,0.7204945601,0.44896877500000004
Rho:rho_K130Q:3.0,0.7137922745,0.5101411498
flagella:WT:1.0,-0.7657238188000001,0.1522007295
flagella:WT:2.0,0.7657238188000001,-0.1522007295
flagella:del_rfaL:1.0,-8.2315433269,-1.1838039173000001
flagella:del_rfaL:2.0,-8.2263697171,-1.0927702527
flagella:del_rfaG:1.0,-0.9979378470000001,2.5663897273
flagella:del_rfaG:2.0,0.4778745756,2.6514455742000003
flagella:del_rfaD:1.0,-9.364306275,0.3935887784
flagella:del_rfaD:2.0,-6.7572016021,1.5559542331
nusG:WT_OD08:1.0,-0.1220453823,0.0956077667
nusG:WT_OD08:2.0,0.1220453823,-0.0956077667
omv:spi2_ind_lowOD_intracellularRNAs:1.0,1.6248381431,0.2976846764
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.9322302547,-0.15605620620000002
omv:spi2_ind_highOD_intracellularRNAs:1.0,3.4334037542,-0.3885838367
omv:spi1_ind_highOD_intracellularRNAs:1.0,7.9309986915,3.1123477131
omv:spi2_ind_highOD_intracellularRNAs:2.0,2.9620090226,-0.0102162901
omv:spi2_ind_highOD_intracellularRNAs:3.0,2.3676421456,-0.40292906030000003
omv:controlPCN_highOD_intracellularRNAs:1.0,4.862198562,3.4131474659
omv:controlPCN_highOD_intracellularRNAs:2.0,5.737480387,2.4414422189
omv:controlPCN_highOD_intracellularRNAs:3.0,3.6165798391,2.0099312879
omv:spi1_ind_highOD_intracellularRNAs:2.0,8.3473592205,3.3454234833
omv:spi1_ind_highOD_intracellularRNAs:3.0,8.4713940952,3.3796150567
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.0704073643,0.14423424340000002
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.024785005000000002,-0.3725411245
omv:spi2_ind_lowOD_intracellularRNAs:3.0,0.8414102372000001,-0.33343413850000003
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.0456223593,0.2283068811
sv5015:STM1625:1.0,-3.0295884493,-0.4974448014
sv5015:STM1625:2.0,-2.8301987723,-0.1728270601
sv5015:STM1625:3.0,-3.1899037369,-0.1751469805
sv5015:STM0581:1.0,5.4135758649,1.4940879474
sv5015:STM0581:2.0,5.5506655689,1.2738416586999999
sv5015:STM0581:3.0,5.2933902721,1.2824146894
sv5015:WT:1.0,0.0978559855,0.0024186318
sv5015:WT:2.0,0.19813543090000002,0.12138120840000001
sv5015:WT:3.0,-0.2959914164,-0.1237998401
tomato:tomato_root:1.0,-0.0667715941,1.4637107902
tomato:tomato_root:2.0,-0.1180570254,1.2567111282
tomato:tomato_root:3.0,-0.9428689720000001,0.8837235809
tomato:LB:1.0,1.8972353861000002,0.9884565278
tomato:LB:2.0,-1.8972353861000002,-0.9884565278
AcrB_efflux_virulence:AcrB_D408A:1.0,1.4462748007,0.8570466391
AcrB_efflux_virulence:AcrB_D408A:2.0,2.2206750579,0.7346042364
AcrB_efflux_virulence:AcrB_D408A:3.0,1.3698847871,-0.4233073409
AcrB_efflux_virulence:WT:1.0,-0.0876060838,0.6173767814000001
AcrB_efflux_virulence:WT:2.0,0.12044528800000001,-0.2628620464
AcrB_efflux_virulence:WT:3.0,-0.0328392042,-0.354514735
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,2.4859919078,1.229380227
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-11.5709947479,-6.8611896784
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-11.4309073765,-6.6968425955
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-9.4413959315,-1.5646870559
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-11.2317751191,-5.1718927141
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-10.764272235,-5.7697519665
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-3.213883606,-0.7578800167
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,0.8849440065,0.7521513979000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,4.6820902266,1.0888647365
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-7.9639800226,-2.5598677935
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-10.833067688,-6.203919465
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-11.4809679847,-6.3316601183
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-10.7326871624,-5.6193437835
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-12.3611489537,-4.5319656372
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-10.7804704535,-4.7582519409
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-13.0474496113,-5.0014185885
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-2.3554893419000003,-0.5316199618
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-5.9985787371,-2.1803220555
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-3.8683504415,-0.8872048901
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-12.0893674513,-4.5347413514
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-2.4500555535,-0.6941267251000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-3.00571214,-0.1837217211
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-1.9244043684,-0.7056792303
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,4.9301165084,0.8894009514000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-11.6333633188,-4.9968277865
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-13.370985936,-7.4220561937
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-13.6174465821,-7.4396603688
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-2.2689930519,-0.207411868
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-13.8859930241,-6.9982489104
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-12.3848555636,-4.7982926428
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-11.7383671346,-5.8986452265
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-13.6049059988,-7.2244545213
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-12.9737763964,-7.2486142766
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-9.0778751426,-1.2211755528000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-3.3968955708,-0.4101892159
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-12.8676956878,-6.9678966246
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-13.0230608635,-6.6467625064
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-12.3376159048,-6.5159853543
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-14.4503437201,-7.6264850533
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-3.1000761975,-0.4364341752
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,-1.5413487401000001,-0.1978400251
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-13.431045842,-5.8296009003
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-8.1113735499,-1.3229753135
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-12.0004875476,-5.7221106826
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-12.037943424,-4.115803301
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-12.9788287769,-4.8700979299
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-7.0930258595,-2.6592408906
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-3.1727316765999998,-1.0236905493
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-6.7973298624,-1.7925994592
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-14.1612992026,-7.0940557004
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-11.4214855787,-4.4622799446
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-13.2759371018,-7.2519123147
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-3.5956240698,-1.9169747942000002
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-1.9518139683,-1.0110728431
OPG:del_opgGH:1.0,-2.740745473,-0.7856349813
OPG:del_opgGH:2.0,-2.1150160059,-0.1624178823
OPG:del_opgGH:3.0,-2.1251047229,-0.3887772115
OPG:del_opgGH_pBK16:1.0,-0.5573344081,0.1993172926
OPG:del_opgGH_pBK16:2.0,-0.1461525517,0.0166455073
OPG:del_opgGH_pBK16:3.0,-0.12133258350000001,-0.2826523854
OPG:WT:1.0,0.29058506630000003,-0.0378167357
