,BSU_01880
LBexp_1,9.0014
LBexp_2,8.8239
LBexp_3,8.8001
LBtran_1,8.9482
LBtran_2,8.6135
LBtran_3,8.6171
LBstat_1,8.3838
LBstat_2,8.3224
LBstat_3,8.2497
LBGexp_1,8.5981
LBGexp_2,9.0447
LBGexp_3,9.1693
LBGtran_2,8.7966
LBGtran_3,8.9297
LBGstat_1,8.7174
LBGstat_2,8.4485
LBGstat_3,8.6323
S0_1,8.1977
S0_2,8.2677
S0_3,8.3775
S1_1,8.9425
S1_2,8.7933
S1_3,8.8791
S2_1,8.6354
S2_2,8.4503
S2_3,8.3009
S3_1,9.4465
S3_2,9.3096
S4_1,10.3233
S4_2,10.0104
S4_3,10.0241
S5_1,10.2047
S5_2,10.2644
S5_3,10.5401
S6_1,9.143
S6_2,8.7432
S6_3,9.2048
S6/t_1,9.2046
S6/t_2,8.2984
S6_4,8.9354
S6_5,9.4635
S6_6,9.4085
S7_4,10.1311
S7_5,10.0025
S7_6,10.249
S8_4,9.6005
S8_5,10.0654
G135_1,11.7159
G135_3,10.3834
G150_1,9.8628
G150_2,10.2341
G150_3,10.4829
G180_1,11.9566
G180_2,12.1568
G180_3,11.1154
C30_1,10.8504
C30_2,11.4368
C90_1,9.5239
C90_2,9.4475
BI_1,9.5588
BI_2,10.2937
BC_2,8.5923
BC/t_1,8.1064
BC/t_2,9.3561
BC_1,8.1062
Sw_1,7.7322
Sw_2,7.8863
BT_1,8.5147
BT_2,8.2643
B36_1,8.3403
B36_2,8.0983
B60_1,8.3
B60_2,8.5497
M9exp_1,8.711
M9exp_2,8.4807
M9exp_3,8.2736
M9tran_1,8.3939
M9tran_2,8.4046
M9tran_3,8.415
M9stat_1,8.5254
M9stat_2,8.5036
M9stat_3,8.2263
M+G_1,9.2226
M+G_2,8.2886
M+G_3,8.4293
Glu_1,9.4364
Glu_2,10.753
Glu_3,9.6761
Fru_1,11.272
Fru_2,8.7549
Fru_3,8.4359
Mal_1,8.0756
Mal_2,8.4564
Mal_3,8.4533
G+S_2,9.0766
G+S_3,9.0387
Pyr_1,11.0372
Pyr_2,10.6061
Pyr_3,9.5089
Gly_1,8.6587
Gly_2,10.3408
Gly_3,8.8063
Glucon_1,9.5295
Glucon_2,10.9294
Glucon_3,8.6842
aero_1,8.7319
aero_2,8.1249
aero_3,8.6455
nit_1,8.971
nit_2,8.7066
nit_3,8.8393
ferm_1,9.0851
ferm_2,8.3133
ferm_3,8.997
T-5.40H_1,9.7212
T-4.40H_1,8.7739
T-3.40H_1,8.4801
