,A,DhcR
R2,,0.0011689039898209463
xmin,,-1.9904012880000002
xmid,,
xmax,,3.966256457
ystart,,-1.7411128219087986
yend,,-0.08332912233686396
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.3513811127,0.19103281300000002
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.3513811127,-0.19103281300000002
AB569_EDTA_NaNO2:NaNO2:1,-6.0704634566,2.250005468
AB569_EDTA_NaNO2:NaNO2:2,-6.2413444029,2.299304093
AB569_EDTA_NaNO2:EDTA:1,0.38551514330000003,0.060080211
AB569_EDTA_NaNO2:EDTA:2,1.6282622275,0.315531296
AB569_EDTA_NaNO2:EDTA:3,1.0605356798,0.25858390400000003
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-6.3030919679,2.051432172
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-6.1345793996,2.201301148
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.11497271740000001,0.024693173000000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.11497271740000001,-0.024693173000000002
Anthranilate_metabolism_GntR_AntP:antP:1,-1.1139303564,-0.11523672900000001
Anthranilate_metabolism_GntR_AntP:antP:2,-0.9294256646,0.208158052
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.2969423415,0.057773298
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.2969423415,-0.057773298
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,2.9407153297,-0.2127444
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.1331348339,0.3854062
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.1398718745,-0.524376772
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.2501663414,-0.349420916
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.4163641914,-0.9410120270000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-6.8331491811,-0.8386206620000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-7.3667037709,-0.5035484090000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-7.4306482198,-0.584188966
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5675261991,-0.099188202
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.4870523583000002,0.507581755
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.9961465921,0.376331497
Catabolise_Nucleic_Acids:L_asp:1,1.0102721153,-0.054100645
Catabolise_Nucleic_Acids:L_asp:2,-0.125270967,-1.35954192
Catabolise_Nucleic_Acids:DNA_1:1,1.2305941526,0.18669764500000002
Catabolise_Nucleic_Acids:DNA_1:2,0.3647930345,0.252644672
Catabolise_Nucleic_Acids:DNA_1:3,-1.5953871871,-0.43934231700000004
Catabolite_repression:del_hfq_crc_wt:1,-0.0986155824,0.033678263
Catabolite_repression:del_hfq_crc_wt:2,0.0986155824,-0.033678263
Catabolite_repression:delHfq:1,-0.9961161055000001,-1.051204436
Catabolite_repression:delHfq:2,-0.9403096031,-0.8399444290000001
Catabolite_repression:deldcrc:1,-1.0979730752,-0.773583216
Catabolite_repression:deldcrc:2,0.7099193958000001,-0.8378485870000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.026120104800000002,0.066545624
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.9203762242,0.31270509300000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.9464963289,-0.379250717
Diallyl_disulphide_treatment:PAO1_DDS:1,-8.3580585485,0.40140197800000005
Diallyl_disulphide_treatment:PAO1_DDS:2,-7.1500932459,0.768475467
Diallyl_disulphide_treatment:PAO1_DDS:3,-7.4846036216,0.694265487
Dispersed_cells:PAO1_dispersed_wt:1,0.6729069448,-0.505390263
Dispersed_cells:PAO1_dispersed_wt:2,-0.6729069448,0.505390263
Dispersed_cells:PyhjH_dispersed:1,-4.5307155872,0.8123573380000001
Dispersed_cells:PyhjH_dispersed:2,-5.2161318079,0.9637748220000001
Dispersed_cells:PA01_Planktonic:1,2.3807825419,1.626415089
Dispersed_cells:PA01_Planktonic:2,2.9987179907,1.874416498
