,A,LaoR,MvaT
R2,,0.5363495120359573,0.007136898210345799
xmin,,-3.246021795,-5.141363079
xmid,,2.247903039592829,-3.064531439060233
xmax,,3.2756091830000003,2.356560501
ystart,,-0.06074021567320642,-1.7130965346169984
yend,,54.22379059838174,1.8219280378098666
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.3115229352,-0.008795961,0.29703381700000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.3115229352,0.008795961,-0.29703381700000003
AB569_EDTA_NaNO2:NaNO2:1,5.9453314393,0.6356598920000001,-0.609500416
AB569_EDTA_NaNO2:NaNO2:2,6.5218716939,0.152196826,-0.49461431800000005
AB569_EDTA_NaNO2:EDTA:1,0.5591260187,0.176829226,-0.299847903
AB569_EDTA_NaNO2:EDTA:2,1.5571659264000002,0.46281551200000004,0.063575175
AB569_EDTA_NaNO2:EDTA:3,0.1293640697,0.179998751,-0.198221739
AB569_EDTA_NaNO2:NaNO2_EDTA:1,4.7847200138,0.6836964170000001,0.114028975
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.0784310317,1.06086962,0.093353131
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.0924176763,-0.08224911400000001,0.05825724400000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.0924176763,0.08224911400000001,-0.05825724400000001
Anthranilate_metabolism_GntR_AntP:antP:1,2.4291804104,-0.485135305,0.47920582800000006
Anthranilate_metabolism_GntR_AntP:antP:2,2.2877121108000003,-0.041571634,0.147622113
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.1833665395,-0.017811164,0.116023101
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.1833665395,0.017811164,-0.116023101
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.4760029403,-0.13522603800000002,0.6647149440000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.09096824860000001,-0.196441679,-0.044643887
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.8754293874,0.286031119,-0.39837012400000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.12160484690000001,-0.216619356,-0.722455988
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-8.3223239347,-1.5139866400000002,2.202640816
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-6.4754304741,-1.520033803,2.297857743
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-8.7199422096,-1.424522071,2.127694079
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-7.7616150273,-1.415388061,2.356560501
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5511180905,-0.025465526000000002,-0.900656474
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.0423563431,0.112867329,-1.007192769
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.19495092760000002,0.066471549,-0.376237967
Catabolise_Nucleic_Acids:L_asp:1,7.2820247776,0.208587981,0.393555354
Catabolise_Nucleic_Acids:L_asp:2,6.2074730884000004,-0.24367707500000002,0.5732764610000001
