,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.4405599599501149,2.0,0.0,0.3115229352,1.0,-0.3115229352,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,6.2336015666,0.40767552365467813,2.0,2.0,5.9453314393,3.0,6.5218716939,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.7485520049333334,0.7325067840602879,3.0,4.0,0.5591260187,5.0,1.5571659264000002,6.0,0.1293640697,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,4.93157552275,0.20768505246629326,2.0,7.0,4.7847200138,8.0,5.0784310317,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.13069833122646657,2.0,9.0,0.0924176763,10.0,-0.0924176763,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,2.3584462606,0.10003319397008989,2.0,11.0,2.4291804104,12.0,2.2877121108000003,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.25931944704632187,2.0,13.0,0.1833665395,14.0,-0.1833665395,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.15299988565000006,1.3693364777517925,4.0,15.0,-1.4760029403,16.0,0.09096824860000001,17.0,1.8754293874,18.0,0.12160484690000001,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-7.8198279114249996,0.9786898065867512,4.0,19.0,-8.3223239347,20.0,-6.4754304741,21.0,-8.7199422096,22.0,-7.7616150273,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.5961417870666667,0.42549304870241694,3.0,23.0,0.5511180905,24.0,1.0423563431,25.0,0.19495092760000002,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,6.744748933,0.7598227861687793,2.0,26.0,7.2820247776,27.0,6.2074730884000004,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,0.0,0.7365388013473964,3.0,28.0,-0.8003608256,29.0,0.1510693582,30.0,0.6492914674,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.20300421381778558,2.0,31.0,-0.1435456562,32.0,0.1435456562,,,,,,,,,,,,
13,Catabolite_repression__delHfq,-0.024891483600000004,0.05146916868613449,2.0,33.0,-0.061285681800000005,34.0,0.0115027146,,,,,,,,,,,,
