locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
LAC_H_02500,0.20351533300000002,LAC_H_02500,LAC_H_02500,No COG category,,,
LAC_H_02499,0.176313719,LAC_H_02499,LAC_H_02499,No COG category,,,
USA300HOU_RS14135,0.133678556,USA300HOU_RS14135,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN006307000
USA300HOU_RS15135,0.13352723700000002,USA300HOU_RS15135,hypothetical protein,No COG category,,,
LAC_H_02703,0.119342793,LAC_H_02703,LAC_H_02703,No COG category,,,
USA300HOU_RS12445,0.10757104,USA300HOU_RS12445,hypothetical protein,No COG category,,WalR,https://aureowiki.med.uni-greifswald.de/SAUPAN005768000
USA300HOU_RS15540,0.09489568500000001,USA300HOU_RS15540,peptidase,"Post-translational modification, protein turnover, and chaperones",,,
USA300HOU_RS03865,0.094884488,USA300HOU_RS03865,hypothetical protein,No COG category,,,https://aureowiki.med.uni-greifswald.de/SAUPAN002602000
USA300HOU_RS14925,0.093061181,USA300HOU_RS14925,hypothetical protein,No COG category,,,
USA300HOU_RS10800,0.089689745,USA300HOU_RS10800,hypothetical protein,Function unknown,,"VraR,Genomic Island 9",https://aureowiki.med.uni-greifswald.de/SAUPAN001498000
USA300HOU_RS14360,0.08958938400000001,pmI,"mannose-6-phosphate isomerase, class I",Carbohydrate transport and metabolism,"manP,pmI","ManR,CcpA",https://aureowiki.med.uni-greifswald.de/SAUPAN006373000
USA300HOU_RS06915,0.086471852,USA300HOU_RS06915,hypothetical protein,No COG category,glcT,,https://aureowiki.med.uni-greifswald.de/SAUPAN003747000
USA300HOU_RS14355,0.084598692,manP,PTS mannose transporter subunit IIABC,Carbohydrate transport and metabolism,"manP,pmI","ManR,CcpA",https://aureowiki.med.uni-greifswald.de/SAUPAN006372000
USA300HOU_RS13445,-0.12932844500000001,USA300HOU_RS13445,hypothetical protein,No COG category,,,
USA300HOU_RS15510,-0.20198194800000002,USA300HOU_RS15510,hypothetical protein,No COG category,,,
