,A,HutC
R2,,0.6102992739707176
xmin,,-3.092613777
xmid,,
xmax,,1.8255014950000001
ystart,,-16.385094493278253
yend,,8.36391508488611
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.1920883827,0.235249811
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.1920883827,-0.235249811
AB569_EDTA_NaNO2:NaNO2:1,0.4792872421,0.228201922
AB569_EDTA_NaNO2:NaNO2:2,0.660527223,0.16115225600000002
AB569_EDTA_NaNO2:EDTA:1,1.2719644358,-0.12070082200000001
AB569_EDTA_NaNO2:EDTA:2,2.4414639093,0.309806998
AB569_EDTA_NaNO2:EDTA:3,1.5213922302,0.414786083
AB569_EDTA_NaNO2:NaNO2_EDTA:1,1.9675731509,0.107427847
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.1779056654,0.433853969
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0528168051,-0.11846678100000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0528168051,0.11846678100000001
Anthranilate_metabolism_GntR_AntP:antP:1,-2.0072983757,-0.91746225
Anthranilate_metabolism_GntR_AntP:antP:2,-1.7554433778,-0.8133222560000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.1204246536,0.088586698
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.1204246536,-0.088586698
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.9924789231000001,0.079342944
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.2588495085,-0.23851221600000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.4168078271,-1.132337764
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.2528059996,-0.825349675
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-1.6616291639,0.524434308
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.8264631464000001,0.690464709
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.3701826718,0.857739832
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-1.4075007704,0.561578994
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.9797204362,-0.893028695
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.1554824749,-0.510149486
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.052991558200000004,-0.051599676000000004
Catabolise_Nucleic_Acids:L_asp:1,-0.3444510617,-1.234765635
Catabolise_Nucleic_Acids:L_asp:2,0.6803682023000001,-1.278519132
Catabolise_Nucleic_Acids:DNA_1:1,-0.5018222415,-0.205991204
Catabolise_Nucleic_Acids:DNA_1:2,0.081612828,-0.090160641
Catabolise_Nucleic_Acids:DNA_1:3,0.4202094135,0.296151845
Catabolite_repression:del_hfq_crc_wt:1,-1.6645669042,-0.26893490800000003
Catabolite_repression:del_hfq_crc_wt:2,1.6645669042,0.26893490800000003
Catabolite_repression:delHfq:1,-6.3342624058,-1.345298896
Catabolite_repression:delHfq:2,-5.1093330353,-0.9377676920000001
Catabolite_repression:deldcrc:1,-3.715491741,-0.6992374140000001
Catabolite_repression:deldcrc:2,-4.3433925689,-0.882185049
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.13702151270000001,0.130338153
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.13767877280000002,0.110803101
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.0006572601,-0.24114125400000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-9.8581592827,-0.566368363
Diallyl_disulphide_treatment:PAO1_DDS:2,-10.643790469,-0.720206058
Diallyl_disulphide_treatment:PAO1_DDS:3,-10.7390362337,-0.50436794
Dispersed_cells:PAO1_dispersed_wt:1,0.9704064790000001,-0.21330715900000002
Dispersed_cells:PAO1_dispersed_wt:2,-0.9704064790000001,0.21330715900000002
Dispersed_cells:PyhjH_dispersed:1,3.832655925,1.8255014950000001
Dispersed_cells:PyhjH_dispersed:2,3.7121417036,1.645347379
Dispersed_cells:PA01_Planktonic:1,4.6806668077,1.019436023
