,A,EatR
R2,,0.06114585811436346
xmin,,-2.724160314
xmid,,
xmax,,3.216407097
ystart,,-3.0189122833975555
yend,,1.879207174504187
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.6691216128,0.10937184
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.6691216128,-0.10937184
AB569_EDTA_NaNO2:NaNO2:1,-4.7008610889,0.8793977820000001
AB569_EDTA_NaNO2:NaNO2:2,-5.8728104525,0.695284289
AB569_EDTA_NaNO2:EDTA:1,-5.2723863597000005,0.66753637
AB569_EDTA_NaNO2:EDTA:2,-5.226591089,0.410263193
AB569_EDTA_NaNO2:EDTA:3,-4.4102642846,0.537037694
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-6.2513539964,0.6829113960000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-6.4286284549,0.9645051570000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.2609982328,-0.06288800800000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.2609982328,0.06288800800000001
Anthranilate_metabolism_GntR_AntP:antP:1,-0.0099064035,-0.260815907
Anthranilate_metabolism_GntR_AntP:antP:2,0.5849805689,0.159317274
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0435520243,-0.039082204
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0435520243,0.039082204
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.328892418,0.262597368
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.5078907583,0.164019182
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.1592721677,-0.469092153
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.4566670051,-0.114772261
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.1721027853,-1.9948949950000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-1.0368546667,-1.504537106
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-2.8477858892,-1.717601497
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-1.8358410545,-1.633059969
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.42125860470000004,-0.135804517
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.5198603653,0.204906937
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.1512264008,0.50500963
Catabolise_Nucleic_Acids:L_asp:1,-3.2513868047,0.54132115
Catabolise_Nucleic_Acids:L_asp:2,-3.4614711678,0.667525494
Catabolise_Nucleic_Acids:DNA_1:1,0.7379606896,0.072391539
Catabolise_Nucleic_Acids:DNA_1:2,-0.4692085622,-0.042451752
Catabolise_Nucleic_Acids:DNA_1:3,-0.2687521274,-0.029939787000000002
Catabolite_repression:del_hfq_crc_wt:1,-0.8345937309,-0.128018236
Catabolite_repression:del_hfq_crc_wt:2,0.8345937309,0.128018236
Catabolite_repression:delHfq:1,8.1898039133,0.389280591
Catabolite_repression:delHfq:2,8.5537860805,0.35696106800000005
Catabolite_repression:deldcrc:1,13.4866702795,1.101934118
Catabolite_repression:deldcrc:2,13.3040736046,0.9474195580000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.20580331240000002,-0.023675374000000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.3383970496,0.13176693
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.1325937372,-0.108091556
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.595308123,-0.659634962
Diallyl_disulphide_treatment:PAO1_DDS:2,-4.777035542,-0.695256914
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.4160333021,-0.44796941300000004
Dispersed_cells:PAO1_dispersed_wt:1,-0.3852534771,0.017944255000000003
Dispersed_cells:PAO1_dispersed_wt:2,0.3852534771,-0.017944255000000003
Dispersed_cells:PyhjH_dispersed:1,-1.6241201637,1.605577084
Dispersed_cells:PyhjH_dispersed:2,-2.4207676583,1.587738711
Dispersed_cells:PA01_Planktonic:1,-1.935227875,2.788965738
Dispersed_cells:PA01_Planktonic:2,-2.6737494882,2.740389831
Dispersed_cells:PAO1_Biofilm:1,-0.4494445624,1.475026868
Dispersed_cells:PAO1_Biofilm:2,-1.2227418299,1.956056285
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,2.2557662948,-0.29782900900000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,2.7508384287,-0.287373437
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,1.4543631818,-0.40466537
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.21281158600000002,-0.083482569
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.1073272448,-0.061055646000000005
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.3201388308,0.144538216
Farnesol_treatment:RNA of 0-1F_L:1,-0.6083857810000001,0.004613628000000001
Farnesol_treatment:RNA of 0-1F_L:2,-0.7598899932000001,0.130617857
Farnesol_treatment:RNA of 0-1F_L:3,1.3682757742,-0.135231485
Farnesol_treatment:RNA of 6-F_L1:1,-1.2014356786,-0.195180356
Farnesol_treatment:RNA of 6-F_L1:2,-0.6319964946000001,0.217527245
Farnesol_treatment:RNA of 6-F_L1:3,-0.6410758333000001,0.441051762
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.1946690842,-0.07081351100000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.1946690842,0.07081351100000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.16852148790000002,0.054151124
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.1851739224,-0.47513385
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.8053463277,0.47767371300000006
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,0.19575876490000002,0.465239169
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,2.1491079835,0.442049152
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.6655334311000001,-0.220096179
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-1.6666385237,-0.722816703
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,1.2215369114,-0.014008954
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.3324507825,0.007021581000000001
HapZ_SagS_mutant:delHapZp:1,-1.2780313125,0.145057697
HapZ_SagS_mutant:delHapZp:2,-0.9885100646,0.26600658800000004
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.9883398341,-0.056291448
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.6558890516,0.049269866
HapZ_SagS_mutants:delHApZ:1,-0.3907382882,-0.604969086
HapZ_SagS_mutants:delHApZ:2,-1.2868237091,-0.42585049900000005
HapZ_SagS_mutants:delHApZ:3,-0.4239629253,-0.488381826
HapZ_SagS_mutants:delSagS:1,-0.8294100625,-0.231151452
HapZ_SagS_mutants:delSagS:2,-1.6258718782,-0.389108133
HapZ_SagS_mutants:delSagS:3,-0.2811037158,-0.5716818840000001
HapZ_SagS_mutants:delHapZp:3,-1.011067219,0.36157523900000005
Lung_infection_transcriptome:PA01_LS1:1,-0.39315167370000004,0.272329806
Lung_infection_transcriptome:PA01_LS1:2,-0.5137814498000001,0.188048656
Lung_infection_transcriptome:PA01_CS1:1,0.1451535733,0.134747881
Lung_infection_transcriptome:PA01_CS1:2,-0.1451535733,-0.134747881
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.4296343479,-0.137513413
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.4296343479,0.137513413
Metabolic_fitness_plasmid:PAO1_pAKD1:1,3.3820123561,-0.388970407
Metabolic_fitness_plasmid:PAO1_pAKD1:2,1.1157784581,0.07228132300000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,1.5699149803,0.240814661
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.3049483298,0.797916862
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.3297600469,-0.360436637
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.2502347117000001,-0.007584971
Metabolic_fitness_plasmid:PAO1_pBS228:1,2.1362937228,-0.041249156
Metabolic_fitness_plasmid:PAO1_pBS228:2,1.1035885964,0.5697653380000001
Metabolic_fitness_plasmid:PAO1_RmS149:1,0.49530114070000003,-0.28150452800000003
Metabolic_fitness_plasmid:PAO1_RmS149:2,-1.0000936415,-0.105654487
Mucin_glycans:ABTGC:1,-1.6690949139,0.11432794700000001
Mucin_glycans:ABTGC:2,4.8546354166,0.20592707000000002
Mucin_glycans:ABTGC:3,-0.7502933029000001,0.20730271
