,A,lsr2
R2,,0.15645818678889178
xmin,,-2.8754043101
xmid,,-1.0230801650124652
xmax,,2.7259207321
ystart,,-3.4129529013387874
yend,,7.9658921315426365
AX:AX_10_MIC:1,2.5961678580000003,-0.088749115
AX:AX_10_MIC:2,-0.7382576917,0.1305966457
AX:AX_30_MIC:1,2.7587623091999998,-0.0439177696
AX:AX_30_MIC:2,-6.059913486,-0.2405854456
AX:QZ_10_MIC:1,1.5867148689000001,-0.09653325330000001
AX:QZ_10_MIC:2,-5.2650982039,-0.10788554410000001
AX:QZ_30_MIC:1,-2.7450535215,-0.4564245256
AX:QZ_30_MIC:2,1.465421617,-0.4987796149
AX:wt:1,1.3701621611,-0.1157040808
AX:wt:2,-1.3701621611,0.1157040808
ITM_04:00h_clinic_ctrl:1,4.4552425569,0.2884243765
ITM_04:00h_clinic_ctrl:2,2.8175174706,0.6431625457
ITM_04:00h_h37rv_control:1,-0.6403811598,-0.1362233749
ITM_04:00h_h37rv_control:2,-0.1778341373,0.1566224678
ITM_04:00h_h37rv_control:3,0.8182152971000001,-0.020399092900000002
ITM_04:06h_clinic_delam:1,-4.588087103,-0.1692569732
ITM_04:06h_clinic_delam:2,-5.1459197383,-0.011891044
ITM_04:06h_clinic_delam:3,-2.7974927574,-0.2462975187
ITM_04:06h_clinic_DMSO:1,0.4366857893,1.3175524199
ITM_04:06h_clinic_DMSO:2,1.8599114236,0.8809044084000001
ITM_04:06h_clinic_DMSO:3,0.5660686358,1.00203552
ITM_04:06h_h37rv_delam:1,-0.8634264377,-0.24065963380000002
ITM_04:06h_h37rv_delam:2,-2.8747995714,-0.5798380246
ITM_04:06h_h37rv_delam:3,-2.2110880327,-0.2982062833
ITM_04:06h_h37rv_DMSO:1,-0.31597276950000003,0.5634134354
ITM_04:06h_h37rv_DMSO:2,0.7102235252,0.28006023900000004
ITM_04:06h_h37rv_DMSO:3,1.6361982867,0.41689737790000003
ITM_04:24h_clinic_delam:1,-3.0335958757,-0.0018684642
ITM_04:24h_clinic_delam:2,-0.9304754358,-0.0498740715
ITM_04:24h_clinic_delam:3,-4.6728008149,0.07775696580000001
ITM_04:24h_clinic_DMSO:1,4.3019452494,1.2144666021
ITM_04:24h_clinic_DMSO:2,1.8241784456999999,1.3471394633
ITM_04:24h_clinic_DMSO:3,4.4645095488,1.1104856516
ITM_04:24h_h37rv_delam:1,-3.6375484163,-0.5899574984
ITM_04:24h_h37rv_delam:2,-2.5080101853,-0.7002146044
ITM_04:24h_h37rv_delam:3,-1.4734690596,-0.3008272823
ITM_04:24h_h37rv_DMSO:1,1.29820424,0.6067805514
ITM_04:24h_h37rv_DMSO:2,3.6899016833,0.5217008275
JSF:DMSO:1,-0.6906349434,0.0999896493
JSF:DMSO:2,1.0003014549,-0.1341609399
JSF:DMSO:3,-0.35421326280000004,0.06298293890000001
JSF:DMSO:4,0.0445467514,-0.0288116482
JSF:JSF_2019:1,-8.8601584182,-1.3099224537
JSF:JSF_2019:2,-6.0238114087,-1.551728838
JSF:JSF_2019:3,-9.2782350079,-1.3744427246
JSF:JSF_2019:4,-8.0460511099,-1.0230781591
JSF:JSF_2026:1,-5.8082516564,-0.6404311407000001
JSF:JSF_2026:2,-4.8765351201,-1.0986740371
JSF:JSF_2026:3,-1.9858295350000001,-0.7902345774
JSF:JSF_2026:4,-4.1044303424,-0.8575105532
MTS1338:over_expression:1,-0.6477999584,-0.5198524835
MTS1338:over_expression:2,0.6477999584,0.5198524835
PAS:control:1,-1.2747033658,-0.1694565639
PAS:control:2,0.313566455,-0.2698279159
PAS:control:3,0.9611369109000001,0.4392844797
PAS:treated:1,-2.3615127386,0.3336305902
PAS:treated:2,-2.9002924507000003,-0.1631664219
PAS:treated:3,-1.5008469998,0.7346908806
THP-1:24h_THP_B_enriched:1,1.1087701344,-0.1316021795
THP-1:24h_THP_B_enriched:2,-1.1087701344,0.1316021795
aminoimidazoles:02h_treated:1,1.1622661887,-0.1865721448
aminoimidazoles:02h_treated:2,-0.1098111855,-0.282412867
aminoimidazoles:24h_treated:1,-0.8952949973000001,-0.3189738622
aminoimidazoles:24h_treated:2,-3.2766993315,-0.5595798903
aminoimidazoles:untreated:1,-0.4464266301,0.0875055527
aminoimidazoles:untreated:2,-1.3869250294,0.1515845409
aminoimidazoles:untreated:3,1.8333516595,-0.23909009350000002
antibiotic:ctrl_24h:1,-0.6869733007000001,-0.08796021720000001
antibiotic:ctrl_24h:2,0.9697805705,-0.0523753168
antibiotic:ctrl_24h:3,0.2562064214,-0.1441316543
antibiotic:ctrl_4h:1,-0.5585857957,0.028877499600000002
antibiotic:ctrl_4h:2,0.2054823373,0.032685559
antibiotic:ctrl_4h:3,0.3531034584,-0.061563058600000005
antibiotic:izd_4h:1,-1.1836448645,-2.139580423
antibiotic:izd_4h:2,-0.521317859,-2.1626619497
base:wt_glu_24:1,-1.9950182776,-0.4157744105
base:wt_glu_24:2,-0.0900728511,-0.6972189255
base:wt_glu_24:3,-0.14209060880000002,-0.961833122
base:wt_glu_6:1,0.9021862182,-0.1737530941
base:wt_glu_6:2,-0.5463529709,0.1608151223
base:wt_glu_6:3,-0.3558332473,0.0129379718
base:wt_llac_24:1,-0.9409896949000001,-0.39553776350000003
base:wt_llac_24:2,-3.9970580471,0.4382773493
base:wt_llac_24:3,-1.0378178673,-0.7908393707
base:wt_llac_6:1,-0.1047660148,-0.873698496
base:wt_llac_6:2,-2.6616814379,-0.6021879321
base:wt_llac_6:3,-1.7422450356999999,0.2621549568
base:wt_pyr_24:1,-0.216937175,0.00020355550000000002
base:wt_pyr_24:2,-2.4724679666,-0.32251676420000003
base:wt_pyr_24:3,-1.8832511321,0.3057318929
base:wt_pyr_6:1,-1.5076708726999999,-0.2215074813
base:wt_pyr_6:2,0.1618386531,-0.24617706400000003
base:wt_pyr_6:3,-0.17694845010000002,0.2175158349
biofilm:biofilm:1,1.001767733,0.3073241429
biofilm:biofilm:2,1.2696019051,0.19649052090000002
biofilm:planktonic:1,-0.07310694620000001,0.0051342943
biofilm:planktonic:2,0.07310694620000001,-0.0051342943
btz043:0_days_.006:1,0.1447209921,0.0547498858
btz043:0_days_.006:2,1.1711977653,0.0645345401
btz043:0_days_.006:3,-0.0622464431,0.0558299653
btz043:0_days_control:1,0.029831037600000002,0.0329804643
btz043:0_days_control:2,0.4852339265,0.0075892027
btz043:0_days_control:3,-0.5150649641,-0.0405696671
btz043:1_days_.006:1,0.7045558085,0.7913569161
btz043:1_days_.006:2,-3.4369343926,0.9220023962
btz043:1_days_.006:3,-1.84793845,0.9631144716000001
btz043:1_days_.006:4,6.6330189076,0.5599657483
btz043:1_days_control:1,1.5220685627,1.0038119029
btz043:1_days_control:2,0.5594266682,0.9932134693
btz043:1_days_control:3,0.31530434360000004,1.0220467833
btz043:1_days_control:4,-0.6425442,1.0254106119
clarithromycin:1_days_control:1,-0.3097087443,-0.1577321003
clarithromycin:1_days_control:2,-0.2664292307,0.13577184720000002
clarithromycin:1_days_control:3,0.5761379750000001,0.021960253000000002
cnpB:del:1,-1.7248870064,-0.056664218200000005
cnpB:del:2,-0.270577381,-0.238709895
cnpB:del:3,-0.7845202975000001,-0.3001244058
cnpB:wt:1,0.2273929203,0.1365018213
cnpB:wt:2,-0.0387897404,0.0951308845
cnpB:wt:3,-0.1886031799,-0.2316327059
csoR:ko:1,-0.4405810462,0.1431893512
csoR:ko:2,-1.162458281,0.30306535030000004
csoR:wt:1,-0.7897128563,-0.0448150561
csoR:wt:2,0.7897128563,0.0448150561
dap:0_days_25:1,0.8819482877,-0.1453886904
dap:0_days_25:2,0.2212057037,0.0275870463
dap:0_days_25:3,0.0804893114,0.0060857698
dap:0_days_25:4,-0.9788446541,0.099158679
dap:0_days_control:1,-0.22144457920000002,0.0309545928
dap:0_days_control:2,-1.6160854596,0.17452112390000002
dap:0_days_control:3,3.2310802645,-0.35846949
dap:0_days_control:4,-1.3935502256,0.1529937733
dap:1_days_25:1,-1.3107591287,0.7461923572
dap:1_days_25:2,-0.4895472844,0.7453160851
dap:1_days_25:3,-1.023365683,0.7906091447
dap:1_days_25:4,-2.8055934411,0.7473526464
dap:1_days_control:1,-3.8908818818,0.9292904993000001
dap:1_days_control:2,-2.5728251254,0.7819512205
dap:1_days_control:3,-3.3210816135,0.7408523154000001
dap:1_days_control:4,-2.0636669176,0.6133907069
degradosome:mutant_rnj:1,-0.5718546114,-0.5452447621000001
degradosome:mutant_rnj:2,-1.3948512291,-0.48167193560000005
degradosome:mutant_rnj:3,0.0714932662,-0.5236157608
degradosome:PNPase_ko:1,-16.1674528848,-0.668927942
degradosome:PNPase_ko:2,-14.5130838966,-0.5877679939
degradosome:PNPase_ko:3,-16.2125662226,-0.5728153461000001
degradosome:Rnase_E_ko:1,-15.5639562314,-0.9283355758
degradosome:Rnase_E_ko:2,-15.1072996949,-1.3142472741
degradosome:Rnase_E_ko:3,-14.6969983143,-0.8993967908
degradosome:wt_cas9_ctrl:1,-5.1918102026,-0.8886652606000001
degradosome:wt_cas9_ctrl:2,-4.5928436408,-0.6977372142
degradosome:wt_cas9_ctrl:3,-4.8254764766000005,-0.8092729802
degradosome:wt_expn:1,-0.4001282376,-0.0373566485
degradosome:wt_expn:2,0.043009783100000004,0.0473005681
degradosome:wt_expn:3,0.3571184545,-0.0099439196
delam:0_days_.09:1,0.43731235760000003,0.1405613772
delam:0_days_.09:2,3.6905608994,0.1667240045
delam:0_days_.09:3,1.029943838,0.041976606300000004
delam:0_days_.09:4,0.3124607862,0.23895661540000002
delam:0_days_control:1,1.0056558544,-0.0945603332
delam:0_days_control:2,-2.6022791213,0.17250306540000002
delam:0_days_control:3,0.1224730277,0.0525981346
delam:0_days_control:4,1.4741502392,-0.13054086680000002
delam:1_days_.09:1,1.1143401536,-0.3738029205
delam:1_days_.09:2,0.8155594203000001,-0.4937300774
delam:1_days_.09:3,1.9885970016,-0.37201736960000004
delam:1_days_.09:4,2.0153027834,-0.34985711340000003
delam:1_days_control:1,-0.4019489452,-0.2447353511
delam:1_days_control:2,2.2889062787,-0.3541264704
delam:1_days_control:3,0.3140036385,-0.3095373885
delam:1_days_control:4,0.4497124648,-0.5873875497000001
dg_inh:both:1,-2.1077223462,-0.0819507279
dg_inh:both:2,-1.5384642073,-0.2684284193
dg_inh:both:3,-0.7856307990000001,-0.2456044835
dg_inh:dg:1,-0.2010616764,-0.0710800043
dg_inh:dg:2,1.3630911227,-0.2563113984
dg_inh:dg:3,-0.9492087682,-0.0019875697
dg_inh:DMSO:1,-0.4801557038,0.1576474581
dg_inh:DMSO:2,0.1488651057,-0.0726475803
dg_inh:DMSO:3,0.33129059800000005,-0.0849998779
dg_inh:inh:1,-2.3727294547,-0.21072309500000003
dg_inh:inh:2,-0.49474604200000005,-0.2751847361
dg_inh:inh:3,-2.1140870923,-0.0358495688
dormancy:dormant_20d_rifampicin:1,-3.9614227129,-0.0224097381
dormancy:dormant_20d_rifampicin:2,-2.9012808787,-0.0548117056
dormancy:dormant_20d_rifampicin:3,-3.4845218904,0.060200228
dormancy:dormant_no_treatment:1,2.3812322338,-0.14760843980000002
dormancy:dormant_no_treatment:2,-1.1773063502,-0.4531139601
dormancy:dormant_no_treatment:3,-1.2039258836,0.6007223998
eccE1:control:1,1.067493902,0.0665169079
eccE1:control:2,-1.067493902,-0.0665169079
eccE1:delta_eccE1:1,-0.8208228040000001,-0.0735381596
eccE1:delta_eccE1:2,-2.4386755849,-0.2369172136
