sample,BSU_misc_RNA_27
LBexp_1,13.9866
LBexp_2,12.1948
LBexp_3,12.3982
LBtran_1,7.9431
LBtran_2,7.8562
LBtran_3,8.2251
LBstat_1,8.4917
LBstat_2,8.5837
LBstat_3,8.4795
LBGexp_1,13.4309
LBGexp_2,15.741
LBGexp_3,12.4727
LBGtran_2,11.6519
LBGtran_3,12.9466
LBGstat_1,13.9199
LBGstat_2,13.0474
LBGstat_3,11.8474
S0_1,10.8486
S0_2,11.3401
S0_3,10.7303
S1_1,9.0657
S1_2,8.2542
S1_3,8.849
S2_1,10.4704
S2_2,10.2796
S2_3,9.1883
S3_1,12.3455
S3_2,12.7463
S4_1,12.1372
S4_2,9.7802
S4_3,10.039
S5_1,10.3017
S5_2,10.0454
S5_3,10.33
S6_1,7.8297
S6_2,8.1098
S6_3,8.2133
S6/t_1,8.3118
S6/t_2,7.896
S6_4,8.9085
S6_5,8.6044
S6_6,8.7273
S7_4,9.567
S7_5,9.394
S7_6,9.6361
S8_4,9.1528
S8_5,9.6697
G135_1,11.7143
G135_3,10.3151
G150_1,10.0529
G150_2,11.7242
G150_3,10.2525
G180_1,11.3695
G180_2,11.69
G180_3,10.9522
C30_1,9.0912
C30_2,9.5618
C90_1,10.21
C90_2,10.4875
BI_1,13.5332
BI_2,13.6109
BC_2,10.4945
BC/t_1,9.862
BC/t_2,10.3787
BC_1,9.8899
Sw_1,9.9823
Sw_2,10.4275
BT_1,9.1076
BT_2,8.5641
B36_1,11.6709
B36_2,12.4194
B60_1,12.4352
B60_2,14.2132
M9exp_1,14.0612
M9exp_2,13.5554
M9exp_3,13.4381
M9tran_1,13.2076
M9tran_2,13.0382
M9tran_3,13.312
M9stat_1,8.9287
M9stat_2,8.888
M9stat_3,8.4721
M+G_1,11.5612
M+G_2,13.0636
M+G_3,11.7901
Glu_1,13.6218
Glu_2,13.4977
Glu_3,13.6245
Fru_1,13.0981
Fru_2,13.417
Fru_3,12.5187
Mal_1,10.4996
Mal_2,12.8824
Mal_3,11.3032
G+S_2,11.4847
G+S_3,11.8731
Pyr_1,11.928
Pyr_2,12.0293
Pyr_3,12.138
Gly_1,9.0597
