,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.1517867288,0.059468900764093044,2.0,0.0,6.1938375918,5.0,6.1097358658
1,U01-Set001__USA300 LAC CA-MHB Control,7.55607796615,0.0703660743664589,2.0,1.0,7.5063216378,6.0,7.6058342945
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.4744734492,0.06098637199835157,2.0,2.0,7.431349572,7.0,7.5175973264
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,7.34563099005,0.15301741070625555,2.0,3.0,7.2374313413,8.0,7.4538306388
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.3492832599,0.025234302618422924,2.0,4.0,7.3314399134,9.0,7.3671266064
5,U01-Set000__USA300 TCH1516 CA-MHB Control,7.64412588295,0.1505401230509725,2.0,10.0,7.7505738248,29.0,7.5376779411
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,7.3691372709500005,0.05128674439968696,2.0,11.0,7.3328720662,30.0,7.4054024757
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,7.28898156275,0.05778503888965061,2.0,12.0,7.3298417556,31.0,7.2481213699
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.9114536085000005,0.21001070863839305,2.0,13.0,8.0599536047,14.0,7.7629536123000005
9,U01-Set001__USA300 LAC RPMI+10%LB Control,8.817548720400001,0.11459216182884167,2.0,15.0,8.8985776151,18.0,8.7365198257
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,8.6575613114,0.056707396912123655,2.0,16.0,8.6174631265,19.0,8.6976594963
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.626798762149999,8.70733411669861e-05,2.0,17.0,8.626737192,20.0,8.6268603323
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,8.5524480152,0.1253578190146287,2.0,21.0,8.6410893791,24.0,8.4638066513
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,8.65972401095,0.0892437400248214,2.0,22.0,8.7228288647,25.0,8.5966191572
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.5533819855,0.07284014716076033,2.0,23.0,8.5018762235,26.0,8.6048877475
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,7.1565788173,0.025704439815299605,2.0,27.0,7.174754601,28.0,7.1384030336
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,7.3454603362,0.007998141229121873,2.0,32.0,7.3398047963,33.0,7.3511158761
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.35392398655,0.25865946164890147,2.0,34.0,7.1710241272,38.0,7.5368238459
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.196789785,0.01196313827708668,2.0,35.0,7.1883305688,39.0,7.2052490012
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,7.2552774129,0.07771022236244625,2.0,36.0,7.3102268381,40.0,7.2003279877
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,7.4713148629,0.10849654810446505,2.0,37.0,7.394596218,41.0,7.5480335078
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.85227843635,0.1583350627215423,2.0,42.0,7.9642382329,45.0,7.7403186398
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,8.1272533257,0.009746880504292973,2.0,43.0,8.1203612404,46.0,8.134145411
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,7.90013027875,0.1735384974587404,2.0,44.0,7.7774200304,47.0,8.0228405271
24,U01-Set003__USA300 TCH1516 CA-MHB Control,5.1296303524999995,0.9371457180597706,2.0,48.0,4.4669682603,52.0,5.7922924447
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,5.50056157165,0.30971285861876574,2.0,49.0,5.2815615091,53.0,5.7195616342
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,5.2749217656,0.5078256061940757,2.0,50.0,5.6340086954,54.0,4.9158348358
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,5.71027406755,0.11013481686502828,2.0,51.0,5.7881511434,55.0,5.6323969917
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,8.68975754745,0.013919215756189842,2.0,56.0,8.6995999193,57.0,8.6799151756
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,8.8598201559,0.01545338510495335,2.0,58.0,8.8488929625,59.0,8.8707473493
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,9.3043175231,0.011229035007521303,2.0,60.0,9.2963773963,61.0,9.3122576499
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,8.8662868654,0.04448408208901268,2.0,62.0,8.8977418615,63.0,8.8348318693
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,5.2773726105000005,1.4746910409347354,2.0,64.0,4.2346085753,65.0,6.3201366457
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,6.563879522100001,0.1801576396795887,2.0,66.0,6.6912702108,67.0,6.4364888334
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,6.8070541594,0.762719909283003,2.0,68.0,7.3463785794,69.0,6.2677297394
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,6.26100230635,0.3314706601408829,2.0,70.0,6.4953874579,71.0,6.0266171548
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,7.61331891155,0.026273687856344655,2.0,72.0,7.6318972144,73.0,7.5947406087000005
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,7.93455570265,0.13688618893963606,2.0,74.0,8.0313488551,75.0,7.8377625502
38,ICA-Set002__USA300 LAC CA-MHB Control,7.77451110465,0.2488622481525534,2.0,76.0,7.9504832879,77.0,7.5985389214
