,A,marR
R2,,0.2395348785866096
xmin,,-3.3758525304
xmid,,0.4832938279408233
xmax,,1.6397365910000001
ystart,,0.40509132986422003
yend,,16.19617208925547
AX:AX_10_MIC:1,-1.3186815347,0.5748709466
AX:AX_10_MIC:2,-0.3565345237,0.5272517966
AX:AX_30_MIC:1,-0.6210842398,0.5013658137
AX:AX_30_MIC:2,-0.4219749915,0.4161582864
AX:QZ_10_MIC:1,-1.1743805499,0.428716386
AX:QZ_10_MIC:2,-0.7216297293,0.4584965717
AX:QZ_30_MIC:1,-0.7296091362,0.5186619025
AX:QZ_30_MIC:2,-1.0577102688,0.5416614350000001
AX:wt:1,-0.5342522623,0.1689466769
AX:wt:2,0.5342522623,-0.1689466769
ITM_04:00h_clinic_ctrl:1,-3.0686277244,0.3143986254
ITM_04:00h_clinic_ctrl:2,-2.9183622582,0.542701412
ITM_04:00h_h37rv_control:1,-0.1698210781,-0.1550385829
ITM_04:00h_h37rv_control:2,0.4216594342,0.1509759994
ITM_04:00h_h37rv_control:3,-0.2518383561,0.0040625835
ITM_04:06h_clinic_delam:1,-5.8296889304,0.48804840050000003
ITM_04:06h_clinic_delam:2,-5.9963599406,0.5709085069000001
ITM_04:06h_clinic_delam:3,-6.3466545432,0.6082430344
ITM_04:06h_clinic_DMSO:1,-5.796956525,0.1791528318
ITM_04:06h_clinic_DMSO:2,-6.3775511879,0.2007208215
ITM_04:06h_clinic_DMSO:3,-5.5743539196,0.0509613171
ITM_04:06h_h37rv_delam:1,-5.5117822811,0.17303844170000002
ITM_04:06h_h37rv_delam:2,-5.5364761176,0.17400005600000001
ITM_04:06h_h37rv_delam:3,-6.3301620892,0.3552439967
ITM_04:06h_h37rv_DMSO:1,-4.4307993862,0.0113069773
ITM_04:06h_h37rv_DMSO:2,-3.8064589375,0.0075337772
ITM_04:06h_h37rv_DMSO:3,-2.760051519,-0.0743179036
ITM_04:24h_clinic_delam:1,-3.9523660239,0.45674835810000003
ITM_04:24h_clinic_delam:2,-4.0679807357,0.3270557841
ITM_04:24h_clinic_delam:3,-3.3993298079,0.5280409505
