,A,fasR
R2,,0.018730059014379297
xmin,,-2.3089828299
xmid,,-1.3322961527010861
xmax,,1.9636250919
ystart,,-1.3978185782389827
yend,,1.7159227449695245
AX:AX_10_MIC:1,1.2257996505,0.3224579608
AX:AX_10_MIC:2,0.8917422933,0.5227164414000001
AX:AX_30_MIC:1,1.3872846142,0.3128616858
AX:AX_30_MIC:2,0.9697723708,0.6400800662
AX:QZ_10_MIC:1,1.3965891234,0.3990958545
AX:QZ_10_MIC:2,0.592951603,0.6104078846000001
AX:QZ_30_MIC:1,1.3001873657,0.4102104818
AX:QZ_30_MIC:2,1.8196920494,0.4488512409
AX:wt:1,0.41669436940000004,0.0487273011
AX:wt:2,-0.41669436940000004,-0.0487273011
ITM_04:00h_clinic_ctrl:1,-2.6550588424,0.839331797
ITM_04:00h_clinic_ctrl:2,-1.8589664169,0.8875246429
ITM_04:00h_h37rv_control:1,0.0262147094,-0.0184758464
ITM_04:00h_h37rv_control:2,0.4486591703,-0.0830123963
ITM_04:00h_h37rv_control:3,-0.4748738796,0.10148824270000001
ITM_04:06h_clinic_delam:1,1.4309964652,1.6724981213999999
ITM_04:06h_clinic_delam:2,2.0553485056,1.6604520666
ITM_04:06h_clinic_delam:3,1.5305484296,1.7919335038000002
ITM_04:06h_clinic_DMSO:1,-0.5831899135,0.9595301956000001
ITM_04:06h_clinic_DMSO:2,-0.7744560647000001,1.0471906019
ITM_04:06h_clinic_DMSO:3,-0.8037032895,0.8599187985000001
ITM_04:06h_h37rv_delam:1,-2.835945746,0.7289308735000001
ITM_04:06h_h37rv_delam:2,-2.9923842689,0.8945879510000001
ITM_04:06h_h37rv_delam:3,-2.7286847285,0.7602040794
ITM_04:06h_h37rv_DMSO:1,-4.0066684075,0.1073180019
ITM_04:06h_h37rv_DMSO:2,-4.263088656,0.2485682727
ITM_04:06h_h37rv_DMSO:3,-4.2499484108,0.22021085010000002
ITM_04:24h_clinic_delam:1,0.6253157362,1.9636250919
ITM_04:24h_clinic_delam:2,0.583157822,1.6783289333
ITM_04:24h_clinic_delam:3,0.8854807105,1.6716166801
ITM_04:24h_clinic_DMSO:1,-1.4568276052,0.860451646
ITM_04:24h_clinic_DMSO:2,-1.3929550788,1.1185138267
ITM_04:24h_clinic_DMSO:3,-1.7457128041,0.9921499243
ITM_04:24h_h37rv_delam:1,-3.7596442675,1.1327447880000001
ITM_04:24h_h37rv_delam:2,-3.8431327115,1.0318882475
ITM_04:24h_h37rv_delam:3,-3.9216915357,0.9961997757000001
ITM_04:24h_h37rv_DMSO:1,-3.5457716486,0.1109499141
ITM_04:24h_h37rv_DMSO:2,-3.9560990169,0.3293379923
JSF:DMSO:1,-0.0011367262,-0.0402250086
JSF:DMSO:2,-0.10545769340000001,-0.0168389853
JSF:DMSO:3,0.008421178000000001,0.04156343
JSF:DMSO:4,0.0981732416,0.0155005639
JSF:JSF_2019:1,-1.6406897864,-0.3689362222
JSF:JSF_2019:2,-1.5601974173,-0.4946505789
JSF:JSF_2019:3,-1.5905076645,-0.3349886738
JSF:JSF_2019:4,-1.7974831930000001,-0.44399611520000004
JSF:JSF_2026:1,-3.6936623082,-1.3083463062
JSF:JSF_2026:2,-3.3472954264,-1.2714862413999999
JSF:JSF_2026:3,-3.0494370201,-1.3165763941
JSF:JSF_2026:4,-3.5142549212,-1.3323174358
MTS1338:over_expression:1,0.3797995501,0.0950930028
MTS1338:over_expression:2,-0.3797995501,-0.0950930028
PAS:control:1,-0.4103644651,-0.0527536903
PAS:control:2,-0.0091158725,-0.0104621735
PAS:control:3,0.41948033770000004,0.06321586380000001
PAS:treated:1,0.5726215508,0.3319297295
PAS:treated:2,0.2935294513,0.3402440198
PAS:treated:3,0.6831420928,0.5562975903
THP-1:24h_THP_B_enriched:1,-0.7991693773,-0.0518690022
THP-1:24h_THP_B_enriched:2,0.7991693773,0.0518690022
aminoimidazoles:02h_treated:1,-1.2924631443,0.061774839000000005
aminoimidazoles:02h_treated:2,-1.4576715346,0.1517721265
aminoimidazoles:24h_treated:1,-1.1921013831,-0.6535423213
aminoimidazoles:24h_treated:2,-0.9731540937000001,-0.5252430178
aminoimidazoles:untreated:1,-0.1588072676,-0.014318908200000001
aminoimidazoles:untreated:2,0.1768493194,0.0330856358
aminoimidazoles:untreated:3,-0.0180420518,-0.0187667276
antibiotic:ctrl_24h:1,-0.9179310618000001,-0.02032586
antibiotic:ctrl_24h:2,-0.2732861824,-0.39871777610000003
antibiotic:ctrl_24h:3,-1.9307258103,0.35174754540000003
antibiotic:ctrl_4h:1,0.049312544800000004,-0.1382882384
antibiotic:ctrl_4h:2,-0.6651449206000001,0.12657700900000002
antibiotic:ctrl_4h:3,0.6158323758,0.0117112295
antibiotic:izd_4h:1,-1.521071839,1.4530096608
antibiotic:izd_4h:2,-1.002645181,1.4651016317
base:wt_glu_24:1,-1.5956468634,-0.0301059051
base:wt_glu_24:2,-2.2645953804,0.2318370039
base:wt_glu_24:3,-1.2778394053,-0.19320807
base:wt_glu_6:1,-0.22817326870000001,0.1451832996
base:wt_glu_6:2,0.1569074296,-0.0800018256
base:wt_glu_6:3,0.0712658391,-0.0651814741
base:wt_llac_24:1,-2.727323178,-0.0975248382
base:wt_llac_24:2,-3.0875746529,0.2358316363
base:wt_llac_24:3,-2.6006989686,-0.21604144420000002
base:wt_llac_6:1,0.3405502173,0.08556585650000001
base:wt_llac_6:2,-0.1414381671,-0.5652980496000001
base:wt_llac_6:3,0.5550352539,-0.2251807562
base:wt_pyr_24:1,-1.7638000192,-0.1082618723
base:wt_pyr_24:2,-0.8775033297,0.0932614895
base:wt_pyr_24:3,-1.1537830061,0.0225530392
base:wt_pyr_6:1,-0.0046524092,-0.5356388727
base:wt_pyr_6:2,0.5067879945,-0.1160944888
base:wt_pyr_6:3,0.1540475435,-0.2971823542
biofilm:biofilm:1,3.1395072705000002,0.25655695100000003
biofilm:biofilm:2,3.0731589772,0.2511785364
biofilm:planktonic:1,0.0839030941,-0.019465320300000002
biofilm:planktonic:2,-0.0839030941,0.019465320300000002
btz043:0_days_.006:1,-0.377116852,0.02461381
btz043:0_days_.006:2,-0.7218979280000001,-0.0230254542
btz043:0_days_.006:3,-0.7132990146,-0.060289064600000004
btz043:0_days_control:1,-0.060308488800000004,0.012348452400000001
btz043:0_days_control:2,-0.09499811350000001,-0.0230365382
btz043:0_days_control:3,0.1553066023,0.0106880858
btz043:1_days_.006:1,-4.6458157981,0.1590511952
btz043:1_days_.006:2,-4.6832188188,0.126479848
btz043:1_days_.006:3,-4.3419877276,0.1122076448
btz043:1_days_.006:4,-4.6526033535,0.19279226570000002
btz043:1_days_control:1,-3.9658197397,0.11765466170000001
btz043:1_days_control:2,-4.3081732561,0.0698461102
btz043:1_days_control:3,-3.8599822448000003,0.1247650448
btz043:1_days_control:4,-4.1862011526,0.0033272756
clarithromycin:1_days_control:1,0.16870205870000002,-0.048062307900000004
clarithromycin:1_days_control:2,0.0803613448,0.031628876800000004
clarithromycin:1_days_control:3,-0.2490634035,0.0164334311
cnpB:del:1,0.1920182202,-0.0629345936
cnpB:del:2,0.5023410722,-0.0030536681000000003
cnpB:del:3,1.7294216454,-0.411116753
cnpB:wt:1,-1.0414927644,0.092562555
cnpB:wt:2,-0.0337126749,-0.0160312064
cnpB:wt:3,1.0752054393,-0.07653134860000001
csoR:ko:1,1.4591779453,0.025504552700000002
csoR:ko:2,-0.76791579,0.0971076532
csoR:wt:1,-0.3022399443,0.0713576419
csoR:wt:2,0.3022399443,-0.0713576419
dap:0_days_25:1,-1.9402025992,-0.0853249558
dap:0_days_25:2,-1.9136235906999999,-0.0205136096
dap:0_days_25:3,-2.2043930011,-0.0063028254
dap:0_days_25:4,-1.8762057542,-0.00363749
dap:0_days_control:1,-0.11515341030000001,0.056826657
dap:0_days_control:2,0.1201765493,0.0263497034
dap:0_days_control:3,0.2407158363,-0.039492184
dap:0_days_control:4,-0.2457389754,-0.043684176400000004
dap:1_days_25:1,-8.7794825974,0.0973379149
dap:1_days_25:2,-8.5249159365,0.1347683747
dap:1_days_25:3,-8.6354643538,0.0456435652
dap:1_days_25:4,-8.1286150133,-0.0585978329
dap:1_days_control:1,-7.7821798261,0.0820595444
dap:1_days_control:2,-7.5262643528,0.1553609567
dap:1_days_control:3,-7.7523701789,0.0753401248
dap:1_days_control:4,-7.8614005588,0.21238786210000002
