,A,PA1226
R2,,0.039598066545688315
xmin,,-6.003027384
xmid,,
xmax,,1.934068668
ystart,,-14.26759118798728
yend,,1.4540879614179198
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.23948342900000003,0.03750025
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.23948342900000003,-0.03750025
AB569_EDTA_NaNO2:NaNO2:1,0.6536562689000001,1.706391805
AB569_EDTA_NaNO2:NaNO2:2,-2.8052306344,1.860507412
AB569_EDTA_NaNO2:EDTA:1,1.1289181041,0.49655366300000003
AB569_EDTA_NaNO2:EDTA:2,2.7784181575,0.5711784950000001
AB569_EDTA_NaNO2:EDTA:3,1.8070497214999999,0.28530984
AB569_EDTA_NaNO2:NaNO2_EDTA:1,0.4487735538,1.77179277
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.2148282061,1.934068668
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,1.2173201706,-0.097898525
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-1.2173201706,0.097898525
Anthranilate_metabolism_GntR_AntP:antP:1,6.282640622,-0.44686976
Anthranilate_metabolism_GntR_AntP:antP:2,1.0412524324,-0.337876872
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.8607412144000001,0.036811205
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.8607412144000001,-0.036811205
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.143919703,0.634571281
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-10.929434884,0.71921976
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,6.2861444137,-0.8326932330000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,4.7839711043,-0.15266985900000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.5932542185,-1.099570086
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.0410313122,-0.8103630220000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.0026848606,-0.7648159999999999
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.889298523,-0.9719136960000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,2.9195757884,-0.21655109400000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.6186158726,0.562518368
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-8.2339479472,0.7503310990000001
Catabolise_Nucleic_Acids:L_asp:1,1.4267058065,-0.165680575
Catabolise_Nucleic_Acids:L_asp:2,-0.0058440356,-0.38480778200000004
Catabolise_Nucleic_Acids:DNA_1:1,-1.1367093271,-0.008777211
Catabolise_Nucleic_Acids:DNA_1:2,-1.0648872678,0.0407348
Catabolise_Nucleic_Acids:DNA_1:3,2.2015965949,-0.031957589
Catabolite_repression:del_hfq_crc_wt:1,-0.2832610377,0.026872535000000003
Catabolite_repression:del_hfq_crc_wt:2,0.2832610377,-0.026872535000000003
Catabolite_repression:delHfq:1,-0.32234444830000003,-0.11126079200000001
Catabolite_repression:delHfq:2,-0.5293063045,0.11594243500000001
Catabolite_repression:deldcrc:1,-0.9357551886000001,0.7195828820000001
Catabolite_repression:deldcrc:2,-2.8060327454,0.45184256100000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.7419256721,0.071657779
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.6570720992,-0.08178130900000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,1.3989977713,0.01012353
Diallyl_disulphide_treatment:PAO1_DDS:1,-0.7029398569,0.500207713
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.5251548018,1.118884601
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.5768124262,0.935813121
Dispersed_cells:PAO1_dispersed_wt:1,-0.1779290178,0.05520068400000001
Dispersed_cells:PAO1_dispersed_wt:2,0.1779290178,-0.05520068400000001
Dispersed_cells:PyhjH_dispersed:1,3.7062342271,0.71563513
Dispersed_cells:PyhjH_dispersed:2,3.0416040997,0.544032002
Dispersed_cells:PA01_Planktonic:1,4.027533458,0.67992135
Dispersed_cells:PA01_Planktonic:2,2.432731972,0.289616209
Dispersed_cells:PAO1_Biofilm:1,2.8837014913,0.37922560400000005
Dispersed_cells:PAO1_Biofilm:2,1.848205104,0.15894704
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,6.7847743272,-0.024548423000000003
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,5.5425164745,-0.0156316
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,6.7717787373,-0.0200142
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,2.916731453,-0.317832153
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.3220239768,0.001384721
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-2.5947074761,0.316447431
Farnesol_treatment:RNA of 0-1F_L:1,-0.879739703,0.05371958
Farnesol_treatment:RNA of 0-1F_L:2,-0.572460328,-0.10660620300000001
Farnesol_treatment:RNA of 0-1F_L:3,1.452200031,0.052886623
Farnesol_treatment:RNA of 6-F_L1:1,-1.6125426612,0.304486233
Farnesol_treatment:RNA of 6-F_L1:2,-1.63054795,0.394004518
Farnesol_treatment:RNA of 6-F_L1:3,-2.8705278444,0.40948163
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.5970542067,0.038244732000000004
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.5970542067,-0.038244732000000004
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,1.8118821552000002,-0.06895348100000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,3.5225315309000003,0.0485252
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,0.9471530763,-0.23407137400000003
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,2.211382004,0.27473685400000003
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-2.3665862708,0.050473738000000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.4749738893,-0.114522732
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,-3.6335089696000002,0.073857252
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,1.0278794771,-0.25582714700000003
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.6216936472,0.23668254500000002
HapZ_SagS_mutant:delHapZp:1,0.45874756920000004,0.18195634300000002
HapZ_SagS_mutant:delHapZp:2,0.969427083,0.18385381
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-1.4588880572,-0.154585772
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,0.83719441,-0.08209677400000001
HapZ_SagS_mutants:delHApZ:1,-1.0897780834,-0.44379052500000005
HapZ_SagS_mutants:delHApZ:2,-1.9023995368,0.070938842
HapZ_SagS_mutants:delHApZ:3,-1.1396007926,-0.42909353800000005
HapZ_SagS_mutants:delSagS:1,-1.6611662697,-0.26052337400000003
HapZ_SagS_mutants:delSagS:2,-1.3385555204,-0.050832012
HapZ_SagS_mutants:delSagS:3,-2.4287274696,0.244091049
HapZ_SagS_mutants:delHapZp:3,0.4206757412,0.414243319
Lung_infection_transcriptome:PA01_LS1:1,6.4213043192,-0.71841214
Lung_infection_transcriptome:PA01_LS1:2,6.1788831684,-0.581137922
Lung_infection_transcriptome:PA01_CS1:1,0.0968224208,0.221505065
Lung_infection_transcriptome:PA01_CS1:2,-0.0968224208,-0.221505065
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,0.2989684126,-0.22032194800000002
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-0.2989684126,0.22032194800000002
Metabolic_fitness_plasmid:PAO1_pAKD1:1,2.4178001019,0.331702873
Metabolic_fitness_plasmid:PAO1_pAKD1:2,-6.9500522985,0.071438208
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,2.0002250189,0.168563247
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,2.2949641622,0.488214511
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-0.3962273991,-0.015862386000000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-0.9948757406000001,-0.035771677
Metabolic_fitness_plasmid:PAO1_pBS228:1,3.0803462536,-0.046310266
Metabolic_fitness_plasmid:PAO1_pBS228:2,4.2161760755,0.209694343
Metabolic_fitness_plasmid:PAO1_RmS149:1,2.0121737736,0.29882139900000004
Metabolic_fitness_plasmid:PAO1_RmS149:2,1.003853265,0.258298499
Mucin_glycans:ABTGC:1,-0.3652518041,-0.09343949800000001
Mucin_glycans:ABTGC:2,-1.0760030239,-0.022135722
Mucin_glycans:ABTGC:3,-0.184457256,0.172830163
Mucin_glycans:ABTGC:4,1.7105437325000001,0.011756778
Mucin_glycans:ABTGC:5,-0.0848316484,-0.069011721
Mucin_glycans:MUC5B:1,6.3863253975,-0.231906359
Mucin_glycans:MUC5B:2,0.46330896530000004,0.21541074200000002
Mucin_glycans:Glycans:1,0.5477675644000001,0.44738867600000004
Mucin_glycans:Glycans:2,-0.243158284,-0.247613088
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,5.0376953337,0.194062371
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,5.2114727344,-0.313235715
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.5650890843,0.6977647170000001
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,5.254617148,-0.33322128100000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-1.5097274599000001,0.15893995500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-0.6128496467,0.487882234
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,0.7566977768,-0.26566141
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.5584457108,-0.06612201200000001
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-0.056374258000000003,-0.414833683
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,2.4043394035,-0.279223867
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-3.479208744,0.688148614
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.9329915326,0.337692358
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-5.1745088534,0.306518059
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,5.1745088534,-0.306518059
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.9155805312,-0.14417423000000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,3.4816720711,-0.48973276400000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,4.4851622378,0.167197291
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,1.4791122165,-0.08789777600000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,2.5806266318,-0.027401779
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.3298941675,-0.117164002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,2.0996369535,0.021099909
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,1.6931803802,0.114717018
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,2.2143881003,0.149769277
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.3473626832,-0.073999753
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,-0.8088029358000001,-0.06365142900000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,-1.7529478477,-0.012118095
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,0.858868044,-0.0017550170000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,1.3878715246,-0.106726715
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,1.6306139891,0.14572944300000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.2325367556,-0.078034107
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,-1.3980772336,-0.06769533600000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,1.8414604392,-0.810374679
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,0.4798614634,-0.509726749
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,-5.0491351608,-1.284400776
Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,13.7867560937,-1.639238787
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,2.567120589,0.5409682330000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,0.6412489232,0.5493035430000001
Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,-5.5296914149,0.22982965300000002
Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,-9.3369499417,-0.032967266
Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,-14.9761137429,-1.64868515
Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,-8.8701466246,-0.6449150650000001
Rosmarinic_acid:PAO1-100UMRA:1,-1.5726882907,-0.233883887
Rosmarinic_acid:PAO1-100UMRA:2,-0.4616650366,-0.019954961
Rosmarinic_acid:PAO1_DMSO_Control:1,-1.3276556240000001,0.143131164
Rosmarinic_acid:PAO1_DMSO_Control:2,-0.4369191375,0.095406978
Rosmarinic_acid:PAO1_DMSO_Control:3,1.7645747615,-0.238538142
Testosterone_treatment:Testosterone_Control:1,2.8916407781,-0.074060763
Testosterone_treatment:Testosterone_Control:2,-2.8916407781,0.074060763
Testosterone_treatment:Testosterone_2.5:1,-5.8140993181,0.048651124000000004
Testosterone_treatment:Testosterone_2.5:2,-6.1282138421,0.33981583
Tf_toxin_expression:PAO1_WT:1,0.8847960408000001,0.171731027
Tf_toxin_expression:PAO1_WT:2,-0.8847960408000001,-0.171731027
Tf_toxin_expression:PAO1_derfA:1,-0.46610683,0.39508963700000005
Tf_toxin_expression:PAO1_derfA:2,0.14833228,0.283576592
Zinc_treatment:PA_Zn:1,-2.9057075082,0.12616818200000002
Zinc_treatment:PA_Zn:2,-2.9871298454,0.16263897900000002
Zinc_treatment:PA_Zn:3,-3.3262474159,0.029092136
Zinc_treatment:PA_Zn_wt:1,0.06798672110000001,-0.060809494000000006
Zinc_treatment:PA_Zn_wt:2,-0.06798672110000001,0.060809494000000006
Paeru_PRECISE:CAMHB_wt:1,-1.5484330555999999,-0.010108058000000001
Paeru_PRECISE:CAMHB_wt:2,-3.7462426158,-0.23601463700000003
Paeru_PRECISE:CAMHB_wt:3,1.6631135652,-0.275481468
Paeru_PRECISE:CAMHB_wt:4,-1.0130889704,-0.20555498200000002
Paeru_PRECISE:M9glucAA_Pqt10:1,-5.2658838937,-0.703005894
Paeru_PRECISE:M9glucAA_Pqt10:2,-5.7946740867,-0.270998194
Paeru_PRECISE:M9glucAA_Pqt:1,-6.5822929921,-0.39426435
Paeru_PRECISE:M9glucAA_Pqt:2,-6.9037707308,-0.5892170840000001
Paeru_PRECISE:M9glucAA_wo_Pqt:1,-6.6598957261,-0.515600426
Paeru_PRECISE:M9glucAA_wo_Pqt:2,-2.069758131,-0.048382597000000006
Paeru_PRECISE:M9glucAA_NaCl:1,-5.0680981744,0.38432738200000005
Paeru_PRECISE:M9glucAA_NaCl:2,-2.3856834198,0.35447829999999997
Paeru_PRECISE:M9glucAA_NaCl:3,0.9007607593,0.026058823000000002
Paeru_PRECISE:CAMHB_wt:5,-0.0302236179,0.281497371
Paeru_PRECISE:CAMHB_wt:6,-4.1180853079,0.32978774600000005
Paeru_PRECISE:LB_wt:1,-7.0410738022,-1.338531575
Paeru_PRECISE:LB_wt:2,-8.3134218393,-1.311925203
Paeru_PRECISE:M9glucAA_wt:1,0.3200868011,-0.113925335
Paeru_PRECISE:M9glucAA_wt:2,-0.3200868011,0.113925335
Paeru_PRECISE:M9glucAA_lowpH:1,-5.6478411824,-0.347840179
Paeru_PRECISE:M9glucAA_lowpH:2,-6.737611469,-0.351556927
Paeru_PRECISE:M9glucAA_DPD:1,-9.2639729704,-0.020004244
Paeru_PRECISE:M9glucAA_DPD:2,-10.4057811943,0.21985561
Paeru_PRECISE:M9sucAA_wt:1,-5.6159177445,-1.003645178
Paeru_PRECISE:M9sucAA_wt:2,-5.9909168112,-0.279561373
Paeru_PRECISE:M9glucAA_NaCl:4,-7.2893275439,0.31681797700000003
Paeru_PRECISE:M9glucAA_NaCl:5,-7.1900946968,0.42127274200000003
Paeru_PRECISE:M9sucAA_wt:3,-2.3541635958000002,-0.48503612100000004
Paeru_PRECISE:M9sucAA_wt:4,-2.8134287355,-0.47312366600000005
Paeru_PRECISE:R10LB_wt:1,-4.1849558885,-0.339957768
Paeru_PRECISE:M9glucAA_NaCl:6,-7.0880954156,0.24392313300000001
Paeru_PRECISE:M9glucAA_NaCl:7,-6.2819922304,0.325360494
Paeru_PRECISE:M9fructAA_wt:1,-6.6963301915999995,-0.112922348
Paeru_PRECISE:M9fructAA_wt:2,-6.9494515252,-0.159613937
Paeru_PRECISE:M9GlcNAcAA_wt:1,-5.535241362,0.004225972000000001
Paeru_PRECISE:M9GlcNAcAA_wt:2,-5.8010047233,-0.044414246000000004
Paeru_PRECISE:M9pyruvAA_wt:1,-8.0645550034,-0.305483592
Paeru_PRECISE:M9pyruvAA_wt:2,-7.1468187206,0.110065783
Paeru_PRECISE:M9fructAA_wt:3,-2.6790960587,-0.041981076000000006
Paeru_PRECISE:M9fructAA_wt:4,-2.7695970013,-0.052542539000000006
Paeru_PRECISE:M9GlcNAcAA_wt:3,-3.7666954325,0.262722404
Paeru_PRECISE:M9GlcNAcAA_wt:4,-1.1062611667,0.390751938
Paeru_PRECISE:M9glycAA_wt:1,-2.0408778722,0.39286534900000003
Paeru_PRECISE:M9glycAA_wt:2,-1.5618866801,0.091402512
Paeru_PRECISE:M9pyruvAA_wt:3,-1.8482123053000001,-0.20839158600000002
Paeru_PRECISE:CAMHB_wt:7,-7.0690817807,0.040921111
Paeru_PRECISE:CAMHB_wt:8,-5.7793457973999995,0.05469778
Paeru_PRECISE:R10LB_wt:2,-2.8725451673,-0.403860942
Paeru_PRECISE:R10LB_wt:3,-3.708244076,-0.6805038870000001
Paeru_PRECISE:R10LB_wt:4,-1.4887292762,0.045801223
Paeru_PRECISE:R10LB_wt:5,-3.0924732534,-0.491838814
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:1,-9.3388307552,-0.348363044
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:2,-13.8817389546,-0.086868547
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:3,-8.0532455469,-0.44730867700000004
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:4,-8.1552285585,-0.6950643590000001
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:5,-2.6959795459,-0.359534232
Paeru_PRECISE:M9sucroseAA_Pqt_Biofilm:6,-11.8398170818,-0.563480564
Paeru_PRECISE:M9sucAA_wt:5,-4.1912208746,-0.024124173000000002
Paeru_PRECISE:M9sucAA_wt:6,-2.1920372013,-0.317574053
Paeru_PRECISE:R10LB_wt:6,-0.9551801822,-0.21602362800000002
Paeru_PRECISE:R10LB_wt:7,-3.2746833316,-0.076311694
Paeru_PRECISE:LB_wt:3,-5.6414582473,-0.64322293
Paeru_PRECISE:LB_wt:4,-5.0413595543,-0.390989244
Paeru_PRECISE:R10LB_NaCl:1,-11.061113224,-0.5824369460000001
