,A,arcA
R2,,0.11801464027951958
xmin,,-2.8024003365
xmid,,-0.035727635856536336
xmax,,2.8908553208
ystart,,0.4178701651269636
yend,,15.09389339460554
2AA:WT:1.0,-0.3746988945,0.1106648445
2AA:WT:2.0,0.0532612576,-0.0515616398
2AA:WT:3.0,-0.3760391966,-0.1982607265
2AA:WT:4.0,0.6974768336,0.1391575217
2AA:del_ridA:1.0,1.6947591515,-0.1382086237
2AA:del_ridA:2.0,1.4777249696,-0.1998116449
2AA:del_ridA:3.0,1.7019332173000001,-0.2359467664
2AA:del_ridA:4.0,1.2620062473,-0.0893729774
GC_MS:WT:1.0,0.0262990994,0.0589396146
GC_MS:WT:2.0,0.22135009300000003,0.0712870801
GC_MS:WT:3.0,-0.24764919230000002,-0.1302266947
GC_MS:del_slyA:1.0,1.5838726951000002,0.49360082920000004
GC_MS:del_slyA:2.0,2.2484391005,0.4857185627
Rho:WT:1.0,1.4894260591,0.029406565200000002
Rho:WT:2.0,-1.7626284454,-0.1343459422
Rho:WT:3.0,0.2732023863,0.10493937710000001
Rho:rho_Y80C:1.0,0.0794851692,-0.4382093602
Rho:rho_Y80C:2.0,2.6179332516000002,-0.29166751760000004
Rho:rho_Y80C:3.0,2.2623073367,-0.3438282063
Rho:rho_K130Q:1.0,-1.7298335381,-0.0647079877
Rho:rho_K130Q:2.0,-1.9629658004000001,-0.025895418
Rho:rho_K130Q:3.0,-2.1964723608,-0.1361741373
flagella:WT:1.0,-0.0858389391,-0.18183767650000002
flagella:WT:2.0,0.0858389391,0.18183767650000002
flagella:del_rfaL:1.0,1.2693638336,0.0430197026
flagella:del_rfaL:2.0,1.5885390738,-0.1481023867
flagella:del_rfaG:1.0,-2.4097092003,0.23651549430000002
flagella:del_rfaG:2.0,-2.6271348508,0.1764753336
flagella:del_rfaD:1.0,-0.13693361310000002,0.6719059487
flagella:del_rfaD:2.0,-0.9046448010000001,0.7918699582000001
nusG:WT_OD08:1.0,0.2666649589,0.1884908322
nusG:WT_OD08:2.0,-0.2666649589,-0.1884908322
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-2.5614916447000002,-0.8229624714
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-2.0143801429,0.1237989201
omv:spi2_ind_highOD_intracellularRNAs:1.0,-1.863403936,-0.6693665883000001
omv:spi1_ind_highOD_intracellularRNAs:1.0,3.7356641275999998,0.1556288147
omv:spi2_ind_highOD_intracellularRNAs:2.0,-1.7891866039000002,-0.5847380541
omv:spi2_ind_highOD_intracellularRNAs:3.0,-2.4507863711,-1.0066041164
omv:controlPCN_highOD_intracellularRNAs:1.0,2.77519741,0.8089446951
omv:controlPCN_highOD_intracellularRNAs:2.0,2.034615118,0.9571536230000001
omv:controlPCN_highOD_intracellularRNAs:3.0,7.3719976225,0.33270336840000003
omv:spi1_ind_highOD_intracellularRNAs:2.0,3.1721424862,0.2238798659
omv:spi1_ind_highOD_intracellularRNAs:3.0,4.6320762474,0.3135194355
omv:controlPCN_lowOD_intracellularRNAs:1.0,1.2066694229000001,-0.0437069096
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.9916779255,0.0413804911
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-2.3362232524,0.1700485027
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.7850085026,0.0023264185
sv5015:STM1625:1.0,0.1483451361,0.0410404772
sv5015:STM1625:2.0,-0.4188954052,-0.0066995100000000005
sv5015:STM1625:3.0,-0.7206500876,0.0020876063
sv5015:STM0581:1.0,1.6135700542,-0.2305153664
sv5015:STM0581:2.0,1.9442119092999999,-0.427446304
sv5015:STM0581:3.0,3.303361839,-0.1926406471
sv5015:WT:1.0,-0.6047105089,-0.0690813021
sv5015:WT:2.0,0.44212763790000004,0.031317299
sv5015:WT:3.0,0.16258287100000002,0.0377640031
tomato:tomato_root:1.0,-15.0427987952,-1.5340755758
tomato:tomato_root:2.0,-16.4673358697,-1.7593083374
tomato:tomato_root:3.0,-14.4318814985,-1.4704689267
tomato:LB:1.0,-1.4922277032,-0.1496886758
tomato:LB:2.0,1.4922277032,0.1496886758
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.5700921292000001,0.0248956223
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.7038230724,-0.0537466081
AcrB_efflux_virulence:AcrB_D408A:3.0,0.9088537130000001,-0.0592997519
AcrB_efflux_virulence:WT:1.0,0.11702036310000001,-0.0642952405
AcrB_efflux_virulence:WT:2.0,0.013013877600000001,0.0059596219
AcrB_efflux_virulence:WT:3.0,-0.1300342407,0.0583356186
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-2.3858641809,0.2868962219
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-1.1294039032,-0.42183064400000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-0.9467893403000001,-0.31756889520000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,8.4581370228,-0.38608181
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-1.9953128349,0.5171709491
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-0.8122554821,0.6501851919
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,0.3382077418,-0.19294167180000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-1.9874861882000001,0.2363497611
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-0.4497668355,0.3857909064
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,1.6981478228,-0.4904576532
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-1.1687890068,0.8000906693000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-1.5543896007,0.37077223810000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-1.4681531373,0.8511214637000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-2.3381704481,1.3552993373
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,1.5505021723999999,0.5303716267
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,0.6986151914000001,0.5803044254
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,1.3773349766,0.0430086077
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-2.9021615873,-0.43465580610000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-2.4021936203,0.1026986903
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-1.7036670187,0.9062165967
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-4.940453485,0.47104055920000004
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.4254907108,-0.0396981111
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,1.0158288029,-0.17324545360000002
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.5903380920000001,0.2129435647
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-0.2011865988,0.0640884147
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,3.9126740478,-0.6178277601000001
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,3.5954483295,-0.8411331466
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.5953379009,-0.3245846808
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-0.1845436926,0.6098353051000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-0.2552825447,0.1226450238
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,5.5249464117,-0.697429873
