,A,CueR
R2,,0.011742598272171945
xmin,,-2.709215112
xmid,,
xmax,,1.57977283
ystart,,1.4648718492561539
yend,,-0.9220113588859438
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.24636527300000002,0.124387151
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.24636527300000002,-0.124387151
AB569_EDTA_NaNO2:NaNO2:1,3.131272071,-0.15597317
AB569_EDTA_NaNO2:NaNO2:2,4.024774276,-0.178609189
AB569_EDTA_NaNO2:EDTA:1,1.64292109,1.101569523
AB569_EDTA_NaNO2:EDTA:2,0.44652858700000003,1.304971076
AB569_EDTA_NaNO2:EDTA:3,1.340855703,1.301708712
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.793057696,0.37085786600000004
AB569_EDTA_NaNO2:NaNO2_EDTA:2,3.424945102,0.500910276
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.27734851600000004,0.047053847
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.27734851600000004,-0.047053847
Anthranilate_metabolism_GntR_AntP:antP:1,-0.708067749,-0.31202356800000003
Anthranilate_metabolism_GntR_AntP:antP:2,-0.5139535070000001,-0.468163688
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.14415634,-0.050333956000000006
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.14415634,0.050333956000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.969717265,0.211167883
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-2.505001356,0.845147131
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.5035671970000001,0.6485833480000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.080697671,0.6045859
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.291488952,-0.423519582
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.388442368,-0.622184975
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,1.584525457,-0.44380399800000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,1.566697086,-0.652003717
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.024282275000000002,0.43170057100000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.325054703,0.135886046
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.156742938,0.33053670100000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.189372651,0.041604707000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.189372651,-0.041604706000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.637987942,-0.531198344
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.630892864,-0.7104336750000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-0.572301177,-0.32106199
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-1.31249276,-0.278024971
Catabolite_repression:del_hfq_crc_wt:1,-0.236116775,0.062965191
Catabolite_repression:del_hfq_crc_wt:2,0.236116775,-0.062965191
Catabolite_repression:delHfq:1,1.366152589,-0.10043684700000001
Catabolite_repression:delHfq:2,1.414174749,-0.18580037200000002
Catabolite_repression:deldcrc:1,6.76885048,0.27596463200000004
Catabolite_repression:deldcrc:2,4.848335739,0.13022799999999998
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.135222432,0.177780251
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.183596895,-0.177327855
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.31881932700000004,-0.00045239700000000005
Diallyl_disulphide_treatment:PAO1_DDS:1,1.143250456,-2.498793036
Diallyl_disulphide_treatment:PAO1_DDS:2,0.809211203,-2.201204086
Diallyl_disulphide_treatment:PAO1_DDS:3,-0.77467504,-2.106669276
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.326062371,-0.098338298
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.326062371,0.098338298
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,1.630561438,0.153556609
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.24522311200000002,0.133850346
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.981641697,0.039328497000000004
HapZ_SagS_mutant:delHapZp:1,-0.249659139,0.42463580900000003
HapZ_SagS_mutant:delHapZp:2,0.203591186,0.367940878
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,2.276385259,-0.020714947
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-1.294743562,-0.018613549
HapZ_SagS_mutants:delHApZ:1,-0.445152924,0.195372616
HapZ_SagS_mutants:delHApZ:2,0.013212749000000001,0.093401471
HapZ_SagS_mutants:delHApZ:3,0.23868999100000002,0.053308618
HapZ_SagS_mutants:delSagS:1,-0.22835650600000001,0.866049536
HapZ_SagS_mutants:delSagS:2,-0.47366716000000003,0.616063121
HapZ_SagS_mutants:delSagS:3,2.012653783,0.65751517
HapZ_SagS_mutants:delHapZp:1,0.235965518,0.49881265700000005
yhjH_knockout:PA_delyhjH_wt:1,-0.232323157,0.12275938900000001
yhjH_knockout:PA_delyhjH_wt:2,0.232323157,-0.12275939
yhjH_knockout:PA_delyhjH:1,1.6306189240000002,0.6920144650000001
yhjH_knockout:PA_delyhjH:2,1.153137101,0.713232698
yhjH_knockout:PA_delwspF:1,1.720194432,-0.553039187
yhjH_knockout:PA_delwspF:2,1.209673678,-1.400453919
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,0.6380089680000001,-1.604660858
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,1.258537177,-1.4197096120000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,1.155801243,-1.318849486
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,0.9288231210000001,-1.043296282
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.538807386,0.186941604
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,-0.7958330610000001,-0.086133207
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.46832879400000005,-0.039084573000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.866311653,-0.061723824000000004
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,-1.625662502,-1.9939652190000001
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,-2.018969476,-2.214623762
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.256977842,0.16636651600000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,-0.5004139,-0.106702577
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.757391743,-0.05966393800000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.198714792,-0.111157449
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,0.9364906270000001,-0.611286167
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,0.9938158410000001,-0.5901704910000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.198714792,0.111157449
Lung_infection_transcriptome:PA01_LS1:1,0.6158189660000001,-0.0016878790000000002
Lung_infection_transcriptome:PA01_LS1:2,-0.654803781,0.610215747
Lung_infection_transcriptome:PA01_CS1:1,1.362071787,-0.07191567800000001
Lung_infection_transcriptome:PA01_CS1:2,-1.362071787,0.07191567700000001
Testosterone_treatment:Testosterone_Control:1,0.24331349400000002,-0.09868483400000001
Testosterone_treatment:Testosterone_Control:2,-0.24331349400000002,0.09868483400000001
Testosterone_treatment:Testosterone_2.5:1,0.39413120700000004,0.033612147
Testosterone_treatment:Testosterone_2.5:2,-0.7525631810000001,0.231695168
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-1.523396293,-0.15470898400000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-1.289577966,-0.143990419
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,-1.13317032,-0.189944473
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,0.49994287200000004,-0.797242114
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,1.331893392,-0.39784029600000004
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,1.473646037,-0.185829282
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,-0.552085177,0.311991825
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,-0.066982204,0.414519493
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,-0.6028003430000001,0.145555147
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,0.176029603,-0.435236979
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,0.11093709700000001,-0.16861883500000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,0.9349010240000001,-0.268210649
Dispersed_cells:PAO1_dispersed_wt:1,-0.34906101700000003,-0.122048417
Dispersed_cells:PAO1_dispersed_wt:2,0.34906101700000003,0.122048417
Dispersed_cells:PyhjH_dispersed:1,9.405669367,-0.35744597
Dispersed_cells:PyhjH_dispersed:2,8.62612211,-0.7688744710000001
Dispersed_cells:PA01_Planktonic:1,1.321339035,0.19857434300000001
Dispersed_cells:PA01_Planktonic:2,3.071101787,0.742751418
