,name,x,y,cog,color,link
meta,start,0.1,,,,
SACI_RS00005,cdc6-3,101,-0.010738972621487852,"Replication, recombination and repair",#1e90ff,
SACI_RS00010,Saci_0002,1294,0.01468485846088246,No COG annotation,#00bfbf,
SACI_RS00015,Saci_0003,1665,-0.03192208099297142,Function unknown,#0000ff,
SACI_RS00020,Saci_0004,2553,-0.017994898571289927,No COG annotation,#00bfbf,
SACI_RS00025,Saci_0005,3049,-0.021610502831535098,No COG annotation,#00bfbf,
SACI_RS00030,Saci_0006,3801,0.011279891194660305,Transcription,#000000,
SACI_RS11965,Saci_0007,4138,0.012695819317070523,No COG annotation,#00bfbf,
SACI_RS00035,ramA,4456,0.015332529137251798,Function unknown,#0000ff,
SACI_RS00040,nadE,5262,0.013034746117770774,Coenzyme transport and metabolism,#d3d3d3,
SACI_RS00045,Saci_0010,6117,0.007522786584093452,Function unknown,#0000ff,
SACI_RS00050,Saci_0011,7727,-0.015661011232024208,Nucleotide transport and metabolism,#87ceeb,
SACI_RS00055,Saci_0012,8367,0.003245771596618213,Function unknown,#0000ff,
SACI_RS00060,nudF,8989,0.002319784678019417,"Replication, recombination and repair",#1e90ff,
SACI_RS00065,Saci_0014,9521,-0.009637854325383043,Function unknown,#0000ff,
SACI_RS00070,nfo,10199,-0.014757982891139181,Carbohydrate transport and metabolism,#ffc0cb,
SACI_RS00075,Saci_0016,11025,-0.011584376880139118,Function unknown,#0000ff,
SACI_RS00080,Saci_0017,11673,0.00014547965941333528,"Translation, ribosomal structure and biogenesis",#daa520,
SACI_RS00085,gph_1,12269,-0.0028690309354040557,Function unknown,#0000ff,
SACI_RS00090,Saci_0019,12928,-0.0027252720099874505,Transcription,#000000,
SACI_RS00095,Saci_0020,13239,-0.00809868061033433,Coenzyme transport and metabolism,#d3d3d3,
SACI_RS00100,Saci_0022,14302,-0.01225709476020625,No COG annotation,#00bfbf,
SACI_RS00105,nadA,14685,0.04156290099823571,Coenzyme transport and metabolism,#d3d3d3,
SACI_RS00110,kynu,15604,0.014361405575808771,Amino acid transport and metabolism,#ff0000,
SACI_RS00115,acs,16715,0.013533289300654658,Lipid transport and metabolism,#87cefa,
SACI_RS00120,Saci_0026,18433,-0.01664150180422478,Defense mechanisms,#90ee90,
SACI_RS00125,nadK,18899,-0.0013401141241505554,Nucleotide transport and metabolism,#87ceeb,
SACI_RS00130,Saci_0028,19654,-0.001104733582143237,No COG annotation,#00bfbf,
SACI_RS00135,Saci_0029,20087,0.004283950965035508,"Post-translational modification, protein turnover,and chaperones",#add8e6,
SACI_RS00140,Saci_0030,21085,0.008319486941095073,"Translation, ribosomal structure and biogenesis",#daa520,
SACI_RS11510,Saci_0031,21901,-0.0007612877700596802,Function unknown,#0000ff,
SACI_RS00145,Saci_0032,22370,0.011966940010246395,"Translation, ribosomal structure and biogenesis",#daa520,
SACI_RS11515,rnp4,22557,0.0005848164234183456,"Translation, ribosomal structure and biogenesis",#daa520,
SACI_RS00150,Saci_0034,22932,-0.02409830796313597,"Translation, ribosomal structure and biogenesis",#daa520,
SACI_RS00155,Saci_0035,23574,0.0015629700822620337,No COG annotation,#00bfbf,
SACI_RS00160,Saci_0037,24505,0.004584113651419469,Amino acid transport and metabolism,#ff0000,
SACI_RS00165,mqnD,25618,-0.021252791983067558,Coenzyme transport and metabolism,#d3d3d3,
SACI_RS00170,Saci_0039,26513,-0.014028819874899923,Nucleotide transport and metabolism,#87ceeb,
SACI_RS00175,Saci_0040,27019,-0.004230359660643315,No COG annotation,#00bfbf,
