,A,PvdS
R2,,0.8152992025908304
xmin,,-4.74582902
xmid,,-3.413930285517659
xmax,,8.396726988
ystart,,-12.35212413163639
yend,,32.00743411833118
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.8537447810000001,0.204490102
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.8537447810000001,-0.204490101
AB569_EDTA_NaNO2:NaNO2:1,3.8500211,1.464093826
AB569_EDTA_NaNO2:NaNO2:2,4.511117436,0.8814031999999999
AB569_EDTA_NaNO2:EDTA:1,35.54369462,6.831936475
AB569_EDTA_NaNO2:EDTA:2,35.34180277,6.983000995
AB569_EDTA_NaNO2:EDTA:3,34.7951025,6.871285985
AB569_EDTA_NaNO2:NaNO2_EDTA:1,4.96166995,2.1067558650000002
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.332535812,1.032907582
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.17269752300000002,0.182875375
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.17269752300000002,-0.182875375
Anthranilate_metabolism_GntR_AntP:antP:1,2.209034929,0.32808997100000004
Anthranilate_metabolism_GntR_AntP:antP:2,1.650136585,0.42513094500000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.20251149000000002,-0.090180437
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.20251149000000002,0.090180437
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.841353544,-0.469118749
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,3.044262536,-0.32048470300000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,2.229784134,0.494046847
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,2.129010144,0.670900153
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.182935416,-1.9598035010000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.239483578,-1.868744809
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.495284469,-2.115256611
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.090151528,-1.811341435
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,2.292889123,0.54887885
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.365067222,0.16135247900000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.425037141,-0.18090967400000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.014913534,0.0202998
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.014913534,-0.0202998
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.172560249,-0.44361681000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-1.835417925,-0.48814419000000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-1.771409924,-0.02136837
