,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-10.269325655,0.17887915710234203,2.0,0.0,-10.39581232,5.0,-10.14283899,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.7334912757160633,2.0,1.0,0.518656655,6.0,-0.518656655,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-12.243697935,0.39877956555137156,2.0,2.0,-11.9617182,7.0,-12.52567767,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-13.168169025000001,0.017976061520256523,2.0,3.0,-13.18088002,8.0,-13.15545803,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-11.140075265,0.11528200148669604,2.0,4.0,-11.22159195,9.0,-11.05855858,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,4.5052324864631155,2.0,10.0,3.185680442,29.0,-3.185680442,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-4.588825587,1.383564026013632,2.0,11.0,-3.610498082,30.0,-5.567153092,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-3.5260917565,3.0375124629632984,2.0,12.0,-1.378246096,31.0,-5.673937417,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-18.325668915,1.6038186101072216,2.0,13.0,-19.45973993,14.0,-17.1915979,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-22.95346139,0.7295204398045634,2.0,15.0,-23.46931024,18.0,-22.43761254,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-22.4899819,0.4338243220991979,2.0,16.0,-22.79674202,19.0,-22.18322178,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-20.40463307,0.5041413821570377,2.0,17.0,-20.04815128,20.0,-20.76111486,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-14.522008795000001,1.0826685238619296,2.0,21.0,-15.28757105,24.0,-13.75644654,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-14.857301495,0.26599182754885786,2.0,22.0,-14.66921687,25.0,-15.04538612,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-14.9600527,0.0836118554835388,2.0,23.0,-14.90093019,26.0,-15.01917521,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-7.0215891290000005,2.0145257886081502,2.0,27.0,-8.446073975000001,28.0,-5.597104283,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-7.292116436000001,0.029113305865142464,2.0,32.0,-7.3127026520000005,33.0,-7.27153022,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-7.2291960955,3.956273492110617,2.0,34.0,-4.431688281,38.0,-10.02670391,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-16.870373465,1.7913106742867402,2.0,35.0,-18.13702139,39.0,-15.60372554,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-18.65548162,0.8406480546014993,2.0,36.0,-19.24990956,40.0,-18.06105368,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-15.45102008,0.183917384842178,2.0,37.0,-15.32097085,41.0,-15.58106931,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-22.287589125,0.9802615014338778,2.0,42.0,-22.98073868,45.0,-21.59443957,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-21.16676001,0.1510199630963895,2.0,43.0,-21.27354725,46.0,-21.05997277,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-17.734354415,0.7847444541104002,2.0,44.0,-17.17945629,47.0,-18.28925254,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,7.2715036355,0.20505806104233507,2.0,48.0,7.416501581,52.0,7.12650569,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,7.6511304385,0.11971695612641406,2.0,49.0,7.566477767,53.0,7.73578311,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,6.2988807445,0.22600999135071018,2.0,50.0,6.458693942,54.0,6.139067547,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,4.4859533460000005,0.07224086143578295,2.0,51.0,4.434871343,55.0,4.537035349,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-22.596543835,0.4534936498019552,2.0,56.0,-22.91721227,57.0,-22.2758754,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-21.562566205,0.582733663377628,2.0,58.0,-21.97462113,59.0,-21.15051128,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-21.356459465,0.4516285425294898,2.0,60.0,-21.03710986,61.0,-21.67580907,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-20.385526634999998,0.009314781268179754,2.0,62.0,-20.39211318,63.0,-20.37894009,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-6.2724280055,2.3847013214474315,2.0,64.0,-7.958666481,65.0,-4.58618953,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-11.639288405,0.14585635118211562,2.0,66.0,-11.74242442,67.0,-11.53615239,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-1.2096677619999998,6.332632755248126,2.0,68.0,3.268179802,69.0,-5.687515326,,
