,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.654715247141527,2.0,0.0,-0.46295359100000005,1.0,0.46295359100000005,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,5.9385040585,0.6419431740398586,2.0,2.0,5.484581687,3.0,6.39242643,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,35.89098525,0.11496302265380531,3.0,4.0,35.82333036,5.0,36.02372482,6.0,35.82590057,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,27.44639212,0.2751092553144108,2.0,7.0,27.2518605,8.0,27.64092374,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.5042484183247193,2.0,9.0,-0.35655747600000004,10.0,0.35655747600000004,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.7496611185,0.30098982807499214,2.0,11.0,0.962493067,12.0,0.53682917,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.11662817157772852,2.0,13.0,-0.082468571,14.0,0.082468571,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.98397833475,0.5676209404900182,4.0,15.0,-1.460848535,16.0,-1.358309678,17.0,-0.9024556210000001,18.0,-0.214299505,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-2.89249572675,0.378027963684385,4.0,19.0,-3.150115499,20.0,-2.344166985,21.0,-3.136407848,22.0,-2.939292575,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-0.043218765,0.07562043602229296,3.0,23.0,0.014831780000000001,24.0,-0.015754649000000003,25.0,-0.128733426,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.2878865192869583,2.0,26.0,0.20356651,27.0,-0.20356651,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,23.527970160000002,0.6139324520004446,2.0,28.0,23.96208596,29.0,23.09385436,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,29.35449931,0.17291884797770501,2.0,30.0,29.23222722,31.0,29.4767714,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,20.40189810624101,2.0,32.0,14.4263205,33.0,-14.4263205,,,,,,,,,,,,
14,Catabolite_repression__delHfq,15.929905869999999,0.4779223859696583,2.0,34.0,16.26784803,35.0,15.59196371,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,0.8841678599999998,18.64396747529142,2.0,36.0,-12.29910797,37.0,14.06744369,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.09128673259012943,3.0,38.0,-0.009284573,39.0,0.095574212,40.0,-0.086289639,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-1.418185729,0.5677754863972028,3.0,41.0,-2.06756432,42.0,-1.171596287,43.0,-1.01539658,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.20493838392672586,2.0,44.0,-0.144913321,45.0,0.144913321,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.4306769385,0.9765863330305415,2.0,46.0,0.25987388,47.0,-1.121227757,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,0.032129229,,1.0,48.0,0.032129229,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,1.339000659,0.5321374154672844,2.0,49.0,0.962722684,50.0,1.7152786340000001,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,-0.016064614499999998,0.14193459625940494,2.0,51.0,0.084298301,52.0,-0.11642753,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,0.5130659366666667,0.14790046591163578,3.0,53.0,0.563168404,54.0,0.629407259,55.0,0.34662214700000005,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,0.3052195463333333,0.7588945050524056,3.0,56.0,0.601196495,57.0,0.8715273020000001,58.0,-0.557065158,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,1.368969617,,1.0,59.0,1.368969617,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.6769750025544049,2.0,60.0,-0.478693615,61.0,0.478693615,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,-4.604311439,0.242645386192012,2.0,62.0,-4.432735241,63.0,-4.775887637,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,-1.137838403,0.5462599614047494,2.0,64.0,-0.75157428,65.0,-1.524102526,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,-25.213479794999998,0.4465624667341233,4.0,66.0,-24.60301859,67.0,-25.54625922,68.0,-25.1570062,69.0,-25.54763517,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,-1.2500001034254637e-09,12.175893010686071,4.0,70.0,5.639603496,71.0,8.379421228,72.0,-18.06552333,73.0,4.046498601,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,-4.7555788329999995,2.8480729736753845,2.0,74.0,-6.769470546,75.0,-2.74168712,,,,,,,,,,,,
32,Pseudomonas_culture_MOPS_Glycerol_Acetate__Glycerol_wt,6.66666721826914e-10,14.54102368853633,3.0,76.0,6.988140436,77.0,9.727722016,78.0,-16.71586245,,,,,,,,,,
33,p-anisaldehyde_epigallocatechin_gallate__Microbe_Control_1,0.0,0.2078038973879317,2.0,79.0,0.146939545,82.0,-0.146939545,,,,,,,,,,,,
34,p-anisaldehyde_epigallocatechin_gallate__Microbe_p-anisaldehyde,-1.0852208785,0.20073223489926326,2.0,80.0,-1.227160003,81.0,-0.943281754,,,,,,,,,,,,
35,Lung_infection_transcriptome__PA01_LS1,-2.845019159,0.5667498228874633,2.0,83.0,-2.444266516,84.0,-3.245771802,,,,,,,,,,,,
