,A,FruR,LldR
R2,,0.025484340233689173,0.0
xmin,,-1.617429531,-1.587941613
xmid,,0.14121639383578555,
xmax,,2.273589,2.272595959
ystart,,-0.11196738550624835,0.10497641344087594
yend,,4.254395287230706,0.10497641344087594
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.2877311878,-0.033577288000000004,-0.041272318
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.2877311878,0.033577288000000004,0.041272318
AB569_EDTA_NaNO2:NaNO2:1,-3.9614496626,0.310594682,1.048900031
AB569_EDTA_NaNO2:NaNO2:2,-4.0035458483,0.38399883700000004,1.001998268
AB569_EDTA_NaNO2:EDTA:1,-0.9484864216000001,-0.454954595,0.31118557700000005
AB569_EDTA_NaNO2:EDTA:2,-1.011362468,-0.241800532,0.50939946
AB569_EDTA_NaNO2:EDTA:3,-0.7160130712,-0.296145439,0.440161173
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.8571724532000005,-0.002801716,1.165809141
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.5046090761,0.19781120100000002,1.36612757
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1080563611,-0.077580621,-0.15373753
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1080563611,0.077580621,0.15373753
Anthranilate_metabolism_GntR_AntP:antP:1,0.7732128279,-0.219275816,-0.060248786000000006
Anthranilate_metabolism_GntR_AntP:antP:2,0.37462513540000003,0.17304623500000002,-0.085595881
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.1765436551,-0.001529572,-0.065422858
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.1765436551,0.001529572,0.065422858
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,2.2606007908,0.210054708,-0.069347453
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.4923953742,0.393905502,-0.044647503000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.5314748818,-0.9650261960000001,-0.496328975
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.4330721732,-0.410727803,-0.387672224
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.7666393467,-0.7765517660000001,-1.474077559
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.6257268134,-0.709314517,-1.377641712
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,1.1915009266,-0.513363483,-1.322342715
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.5473524594,-1.044299799,-1.262704453
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.44809451040000003,-0.628540991,-0.394337009
