,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.40691334810448004,2.0,0.0,-0.2877311878,1.0,0.2877311878,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-3.98249775545,0.029766498370557982,2.0,2.0,-3.9614496626,3.0,-4.0035458483,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-0.8919539869333333,0.1555787699994336,3.0,4.0,-0.9484864216000001,5.0,-1.011362468,6.0,-0.7160130712,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-4.68089076465,0.24929995474543998,2.0,7.0,-4.8571724532000005,8.0,-4.5046090761,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.15281477136830454,2.0,9.0,0.1080563611,10.0,-0.1080563611,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.57391898165,0.2818440602642484,2.0,11.0,0.7732128279,12.0,0.37462513540000003,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.24967043139333803,2.0,13.0,-0.1765436551,14.0,0.1765436551,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.4471122775,1.2939794746335418,4.0,15.0,2.2606007908,16.0,0.4923953742,17.0,-0.5314748818,18.0,-0.4330721732,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,0.7828048865249999,0.28717308621952253,4.0,19.0,0.7666393467,20.0,0.6257268134,21.0,1.1915009266,22.0,0.5473524594,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-0.1497077374,0.3658060209723783,3.0,23.0,-0.44809451040000003,24.0,0.2584027116,25.0,-0.25943141340000003,,,,,,,,,,
