,A,crp
R2,,0.13861592653315002
xmin,,-3.4729305321
xmid,,-1.9405497939690206
xmax,,2.352328202
ystart,,-4.659465212483263
yend,,6.338705293785277
2AA:WT:1.0,0.052500217200000004,0.0421065193
2AA:WT:2.0,0.0807833952,0.098142665
2AA:WT:3.0,0.9356284529000001,-0.30973639610000003
2AA:WT:4.0,-1.0689120653,0.1694872118
2AA:del_ridA:1.0,-0.2294912271,-0.0884657163
2AA:del_ridA:2.0,-0.11917151620000001,-0.1720034017
2AA:del_ridA:3.0,-0.2303534023,-0.1719668215
2AA:del_ridA:4.0,-0.46709067,-0.13034670880000002
GC_MS:WT:1.0,-0.2018880059,0.1449990204
GC_MS:WT:2.0,-0.0069854978000000005,-0.024654855
GC_MS:WT:3.0,0.20887350370000002,-0.12034416540000001
GC_MS:del_slyA:1.0,3.9410604243,-0.5421455848
GC_MS:del_slyA:2.0,5.487843206,-0.6143969804
Rho:WT:1.0,-0.1047952144,-0.0785823702
Rho:WT:2.0,0.00025754470000000003,-0.0167979146
Rho:WT:3.0,0.1045376697,0.0953802848
Rho:rho_Y80C:1.0,-0.5211798317,-0.3623400943
Rho:rho_Y80C:2.0,0.5346458282000001,0.0024481966
Rho:rho_Y80C:3.0,0.10214963690000001,-0.11607860810000001
Rho:rho_K130Q:1.0,-1.5523273396000001,-0.3261748318
Rho:rho_K130Q:2.0,-1.5143311551,-0.725197301
Rho:rho_K130Q:3.0,-2.2843830809,-0.4510478666
flagella:WT:1.0,0.434729703,0.08094591
flagella:WT:2.0,-0.434729703,-0.08094591
flagella:del_rfaL:1.0,-1.048750055,-0.5965627353
flagella:del_rfaL:2.0,-0.4146572787,-0.5630551591
flagella:del_rfaG:1.0,-7.106020603,-0.0675923469
flagella:del_rfaG:2.0,-6.9379991527,-0.1613784046
flagella:del_rfaD:1.0,-1.1037525791,-0.35397586670000003
flagella:del_rfaD:2.0,-2.8720912005,-0.0436189292
nusG:WT_OD08:1.0,-1.1051682127,0.24329670700000003
nusG:WT_OD08:2.0,1.1051682127,-0.24329670700000003
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-3.4242740349,0.4331492697
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-4.4771934605,0.21913498620000002
omv:spi2_ind_highOD_intracellularRNAs:1.0,-0.8154524259,0.3273162349
omv:spi1_ind_highOD_intracellularRNAs:1.0,6.8891534705,0.9382785668
omv:spi2_ind_highOD_intracellularRNAs:2.0,-1.5560176836,0.2640793989
omv:spi2_ind_highOD_intracellularRNAs:3.0,-2.5167230229,0.4974559653
omv:controlPCN_highOD_intracellularRNAs:1.0,12.5007962108,-0.1820363009
omv:controlPCN_highOD_intracellularRNAs:2.0,12.1708411663,-0.3326370185
omv:controlPCN_highOD_intracellularRNAs:3.0,15.0204219891,-0.7150014182000001
omv:spi1_ind_highOD_intracellularRNAs:2.0,7.251355887,0.8374428149
omv:spi1_ind_highOD_intracellularRNAs:3.0,7.2593706168,1.0220157956
omv:controlPCN_lowOD_intracellularRNAs:1.0,1.3877390685,0.1938600729
omv:controlPCN_lowOD_intracellularRNAs:2.0,-2.6358531549,-0.25182184690000003
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-4.1117664653,0.0492818011
omv:controlPCN_lowOD_intracellularRNAs:3.0,1.2481140864,0.057961774
sv5015:STM1625:1.0,-1.1786098826,0.131632847
sv5015:STM1625:2.0,-1.6334303257,0.2002911738
sv5015:STM1625:3.0,-0.9999403973000001,0.1774667693
sv5015:STM0581:1.0,5.9614693787,-0.49016134710000003
sv5015:STM0581:2.0,6.1772136368,-0.5659544544
sv5015:STM0581:3.0,6.2686595226,-0.5696729567000001
sv5015:WT:1.0,0.0158934098,0.0047620438
sv5015:WT:2.0,0.2426631044,0.030414825200000002
sv5015:WT:3.0,-0.2585565141,-0.035176869
tomato:tomato_root:1.0,-7.2154210842,-2.1472145962
tomato:tomato_root:2.0,-7.8864126048,-2.5798191003
tomato:tomato_root:3.0,-7.7725406587,-2.1683628001
tomato:LB:1.0,0.2867489668,-0.09557646700000001
tomato:LB:2.0,-0.2867489668,0.09557646700000001
AcrB_efflux_virulence:AcrB_D408A:1.0,-3.9806853768,-0.0415306617
AcrB_efflux_virulence:AcrB_D408A:2.0,-3.6322190241,0.0899477746
AcrB_efflux_virulence:AcrB_D408A:3.0,-2.7299896665,0.0272785517
AcrB_efflux_virulence:WT:1.0,-0.0732057536,-0.0417736544
AcrB_efflux_virulence:WT:2.0,-0.3133791376,0.0221350509
AcrB_efflux_virulence:WT:3.0,0.3865848912,0.0196386035
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-6.574600938,0.5597947516
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-9.959503767,-1.907453185
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-10.4037533761,-1.9085856159
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,9.3069892013,0.2692167507
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-7.9006517342,-1.6776971353999999
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-11.0723939308,-1.8019653272
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,4.5193922649000005,-0.265944783
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,-5.5245715886,0.4529286871
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,3.4324971485,0.4391114668
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,7.935276533,-0.3048023643
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-11.7423368579,-1.9640354962000002
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-8.6889899666,-1.9752284138
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-8.8491199454,-1.8553347246
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-6.8537749033,-1.8276912891000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-9.5730407284,-1.8561305765
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-9.2031203284,-1.8085363265
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,4.5573074069,0.4513996872
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-2.7843409541,-0.4739354861
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.23957691620000002,0.0928546447
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-6.8016357464,-1.7218452530000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-7.1980970563,0.2060525876
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,1.6597719467,-0.0823951752
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,4.259718368,-0.1330534249
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-5.9194903147,0.2154486001
