,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.9206481089,0.6853884401826186,2.0,0.0,1.4360052951,5.0,2.4052909227
1,U01-Set001__USA300 LAC CA-MHB Control,0.81591296325,1.1538751783441707,2.0,1.0,1.6318259265,6.0,0.0
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.517855903,2.146572403750661,2.0,2.0,0.0,7.0,3.035711806
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.7271270432,1.0283129260616874,2.0,3.0,1.4542540864,8.0,0.0
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,0.0,0.0,2.0,4.0,0.0,9.0,0.0
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.7506365949,1.0615604529211389,2.0,10.0,1.5012731898,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.3462817691,0.4897163742637686,2.0,12.0,0.0,31.0,0.6925635382
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.45957633895,0.6499390914888645,2.0,13.0,0.9191526779,14.0,0.0
9,U01-Set001__USA300 LAC RPMI+10%LB Control,0.4038375019,0.5711124721818506,2.0,15.0,0.8076750038,18.0,0.0
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,0.0,0.0,2.0,16.0,0.0,19.0,0.0
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.0,0.0,2.0,17.0,0.0,20.0,0.0
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.57231560855,0.8093764955692212,2.0,21.0,1.1446312171,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.45811621775,0.647874168285116,2.0,22.0,0.9162324355,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.0,0.0,2.0,34.0,0.0,38.0,0.0
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.67704560065,0.3591932887757068,2.0,35.0,1.4230575904,39.0,1.9310336109000001
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.0,0.0,2.0,36.0,0.0,40.0,0.0
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.0,0.0,2.0,37.0,0.0,41.0,0.0
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.8534301665,1.2069325160026287,2.0,42.0,0.0,45.0,1.706860333
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.58420336205,0.8261883177950695,2.0,43.0,0.0,46.0,1.1684067241
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,0.0,0.0,2.0,44.0,0.0,47.0,0.0
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.37846605720000004,0.5352318309901116,2.0,51.0,0.0,55.0,0.7569321144000001
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,56.0,0.0,57.0,0.0
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,0.6010150918,0.8499636940144708,2.0,58.0,1.2020301836,59.0,0.0
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,0.8582703110500001,1.213777514069085,2.0,60.0,1.7165406221000001,61.0,0.0
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,0.9038052894499999,1.2781736980847307,2.0,62.0,1.8076105788999999,63.0,0.0
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.49410168885,0.6987653095631211,2.0,66.0,0.0,67.0,0.9882033777
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,1.14864996855,0.18261864485773183,2.0,72.0,1.0195190864,73.0,1.2777808507000001
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,0.353662497,0.500154299760134,2.0,74.0,0.0,75.0,0.707324994
38,ICA-Set002__USA300 LAC CA-MHB Control,0.3613209511,0.5109849894151659,2.0,76.0,0.7226419022,77.0,0.0
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,0.33152130335,0.46884192341317504,2.0,78.0,0.0,79.0,0.6630426067
