,A,MdcR
R2,,0.064473000726321
xmin,,-4.477491465
xmid,,
xmax,,3.786966808
ystart,,-5.8876077890875536
yend,,4.638540662378782
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.023996714000000002,0.033760275
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.023996714000000002,-0.033760274
AB569_EDTA_NaNO2:NaNO2:1,9.346267811,-0.6097138320000001
AB569_EDTA_NaNO2:NaNO2:2,9.937388763,0.06665538900000001
AB569_EDTA_NaNO2:EDTA:1,3.692361415,-0.329892932
AB569_EDTA_NaNO2:EDTA:2,1.080056053,-0.16446349
AB569_EDTA_NaNO2:EDTA:3,3.148239798,0.258176022
AB569_EDTA_NaNO2:NaNO2_EDTA:1,10.04478625,-0.470434122
AB569_EDTA_NaNO2:NaNO2_EDTA:2,11.29809016,-0.9459784170000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.377416012,0.045244515000000006
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.377416012,-0.045244514
Anthranilate_metabolism_GntR_AntP:antP:1,1.30808665,-1.512626831
Anthranilate_metabolism_GntR_AntP:antP:2,3.276635942,-0.9275679040000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.265529049,-0.146220015
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.265529049,0.146220015
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.908710332,-0.9133272050000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.373180406,-0.7300490230000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-2.5761825099999998,-0.034825151000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.24770414,-0.38062576200000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.773751935,-4.477491465
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-6.914624536,-3.925138139
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-7.258904385,-4.402930224
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-6.696973707,-4.264191789
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.335162402,-0.067776138
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.797124677,-0.064861396
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.34737905,-0.119355081
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.45119267300000004,0.158709235
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.45119267300000004,-0.158709235
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.797444076,-0.286302175
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-2.50119648,-0.24344575300000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.262255132,-0.597036911
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.414360859,-0.17619094200000002
Catabolite_repression:del_hfq_crc_wt:1,-0.544435317,0.15046034500000002
Catabolite_repression:del_hfq_crc_wt:2,0.544435317,-0.15046034500000002
Catabolite_repression:delHfq:1,-2.552038348,-0.29976388800000003
Catabolite_repression:delHfq:2,-1.5333088080000001,-0.215796711
Catabolite_repression:deldcrc:1,0.357648998,-0.607006414
Catabolite_repression:deldcrc:2,-0.441625725,-0.548699255
