,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.03393647839118833,2.0,0.0,-0.023996714000000002,1.0,0.023996714000000002,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,9.641828287,0.4179856336606469,2.0,2.0,9.346267811,3.0,9.937388763,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,2.640219088666667,1.378259266944048,3.0,4.0,3.692361415,5.0,1.080056053,6.0,3.148239798,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,10.671438205,0.8862196936486142,2.0,7.0,10.04478625,8.0,11.29809016,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.5337468428271668,2.0,9.0,-0.377416012,10.0,0.377416012,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,2.292361296,1.3919745534731771,2.0,11.0,1.30808665,12.0,3.276635942,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.37551478229983015,2.0,13.0,-0.265529049,14.0,0.265529049,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.05176288900000009,1.9970981536551484,4.0,15.0,1.908710332,16.0,-0.373180406,17.0,-2.5761825099999998,18.0,1.24770414,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-7.161063640749999,0.46942214693685885,4.0,19.0,-7.773751935,20.0,-6.914624536,21.0,-7.258904385,22.0,-6.696973707,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,1.1598887096666666,0.31422224486742784,3.0,23.0,1.335162402,24.0,0.797124677,25.0,1.34737905,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.6380827973999691,2.0,26.0,0.45119267300000004,27.0,-0.45119267300000004,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-2.6493202780000003,0.20947868404181283,2.0,28.0,-2.797444076,29.0,-2.50119648,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,0.3383079955,0.10755499101900975,2.0,30.0,0.262255132,31.0,0.414360859,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.7699478091362953,2.0,32.0,-0.544435317,33.0,0.544435317,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-2.042673578,0.7203505659290521,2.0,34.0,-2.552038348,35.0,-1.5333088080000001,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.041988363500000014,0.5651725766642994,2.0,36.0,0.357648998,37.0,-0.441625725,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,1.952035802512845,3.0,38.0,2.185417852,39.0,-1.570626684,40.0,-0.614791168,,,,,,,,,,
