,A,AmpR,FleN
R2,,0.113577291083937,0.0291939849363807
xmin,,-4.034875215,-2.54503178
xmid,,,
xmax,,1.587130218,1.472502212
ystart,,9.67854235537476,-4.50812849102607
yend,,-4.013278791935517,2.2673854151647865
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.8910742108,0.010390138,0.024751634
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.8910742108,-0.010390138,-0.024751634
AB569_EDTA_NaNO2:NaNO2:1,14.8227211101,0.43968017000000004,0.422955472
AB569_EDTA_NaNO2:NaNO2:2,15.1612108042,0.087778888,0.464245083
AB569_EDTA_NaNO2:EDTA:1,3.6870276446,-0.13161405,0.17472221000000002
AB569_EDTA_NaNO2:EDTA:2,4.3509201302000005,-0.103849776,0.169594241
AB569_EDTA_NaNO2:EDTA:3,3.8404533890000003,0.062322501,0.27017022900000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,15.5749350287,0.286567194,0.27680029
AB569_EDTA_NaNO2:NaNO2_EDTA:2,16.4690831543,-0.149266232,0.525782143
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1391560616,-0.206724433,-0.052751767000000005
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1391560616,0.206724433,0.052751767000000005
Anthranilate_metabolism_GntR_AntP:antP:1,2.06111043,-0.069730813,0.37154213900000005
Anthranilate_metabolism_GntR_AntP:antP:2,1.8359236632,0.037783068,0.5431214910000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.22022220350000002,-0.044737228000000004,-0.010296358
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.22022220350000002,0.044737228000000004,0.010296358
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-3.8683791774,-0.384088963,0.616522129
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.7955829891,-0.061254452,0.32627009700000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.9331872557,-0.19996666,-0.205602359
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.0407202861,0.223508108,-0.47297731
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,17.8243507538,-4.034875215,0.428947927
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,16.6610217425,-3.467527284,0.43379918100000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,17.9139757854,-3.573154843,0.493728871
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,17.7719611385,-3.471430844,0.5823031780000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.8888527567000001,0.138046903,-0.773362243
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.3887960526,0.187787439,-0.544865342
