,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-0.3728067155,0.15584321128286258,2.0,0.0,-0.262608924,5.0,-0.483004507
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.13704328763103024,2.0,1.0,-0.096904238,6.0,0.096904238
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-5.099675756,0.5303239764873213,2.0,2.0,-5.474671436,7.0,-4.724680076
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-8.90445407,0.5424300561173813,2.0,3.0,-9.288010041,8.0,-8.520898099
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-12.290879205,0.16097852266243537,2.0,4.0,-12.40470821,9.0,-12.1770502
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.5209831142926232,2.0,10.0,0.36839069300000005,29.0,-0.36839069300000005
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-1.9522554935,2.047678199423194,2.0,11.0,-0.504328353,30.0,-3.400182634
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-5.309793223,1.3634193684046392,2.0,12.0,-4.345710142,31.0,-6.273876304
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,1.0554026280000002,0.36773309055764847,2.0,13.0,0.7953760660000001,14.0,1.3154291900000001
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-2.6014147420000002,0.52292220473339,2.0,15.0,-2.971176579,18.0,-2.231652905
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-9.307463952500001,0.4738917606442758,2.0,16.0,-8.972371875,19.0,-9.64255603
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-12.293163335,0.7246055597716391,2.0,17.0,-11.78078983,20.0,-12.80553684
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,5.850549574,0.7014935101706202,2.0,21.0,5.354518756,24.0,6.346580392
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,1.8120995545,0.08146415934993413,2.0,22.0,1.7544956950000001,25.0,1.869703414
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-1.140207807,0.1531691491039834,2.0,23.0,-1.248514751,26.0,-1.031900863
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,13.1798629,0.44562386952540073,2.0,27.0,12.86475924,28.0,13.49496656
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-4.797329311,0.5599253147249157,2.0,32.0,-4.401402324,33.0,-5.193256298
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,3.0573401865,0.46607805393546964,2.0,34.0,2.727773234,38.0,3.386907139
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.5838170575000001,0.35464762207370404,2.0,35.0,1.834590796,39.0,1.333043319
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,2.2180945005,0.004714674768647905,2.0,36.0,2.221428279,40.0,2.214760722
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,4.673925087000001,0.5304931348141572,2.0,37.0,5.04904038,41.0,4.298809794
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.3055487375000001,0.6667461591994267,2.0,42.0,0.8340880070000001,45.0,1.7770094680000001
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-0.79825215,0.022870832850538717,2.0,43.0,-0.814424271,46.0,-0.7820800290000001
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-1.849922443,0.3526670308288429,2.0,44.0,-2.099295692,47.0,-1.600549194
24,U01-Set003__USA300 TCH1516 CA-MHB Control,7.5254893005,0.5425754577776905,2.0,48.0,7.909148086,52.0,7.141830515
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,7.311155074,1.8891384321876354,2.0,49.0,8.64697767,53.0,5.975332478
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-0.6476213260000001,1.9051134536420264,2.0,50.0,0.6994973160000001,54.0,-1.9947399680000002
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-4.6506258845,0.1797044871875959,2.0,51.0,-4.777696146,55.0,-4.523555623
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-3.8545294625,0.2452864717390434,2.0,56.0,-3.681085735,57.0,-4.02797319
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-4.013974112,0.8503369915234514,2.0,58.0,-3.412695059,59.0,-4.615253165
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,3.8303229795,0.19593831113811397,2.0,60.0,3.691773671,61.0,3.968872288
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-1.18853747,0.7400420642578267,2.0,62.0,-1.711826232,63.0,-0.665248708
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,9.005411116,1.1492403150714687,2.0,64.0,8.192775496,65.0,9.818046736
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,13.9501688,0.6993950463466557,2.0,66.0,14.44471578,67.0,13.45562182
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-0.368444113,0.5255881443766736,2.0,68.0,0.003202828,69.0,-0.7400910540000001
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,3.818039872,2.6387101519080964,2.0,70.0,1.9521900300000001,71.0,5.683889714
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-0.5199584285,0.5595408883451494,2.0,72.0,-0.915613585,73.0,-0.124303272
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-3.7854199499999996,1.1741183186036666,2.0,74.0,-2.955192925,75.0,-4.615646975
