,A,DguR
R2,,0.0072410207739097565
xmin,,-2.359230356
xmid,,
xmax,,4.2162241080000005
ystart,,-0.7380513791904745
yend,,1.342976686272951
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.253680834,0.7253700390000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.253680834,-0.7253700390000001
AB569_EDTA_NaNO2:NaNO2:1,3.496385834,0.86946671
AB569_EDTA_NaNO2:NaNO2:2,3.095529792,0.8687221140000001
AB569_EDTA_NaNO2:EDTA:1,0.412002702,0.5633961390000001
AB569_EDTA_NaNO2:EDTA:2,-1.944131014,0.23392300900000002
AB569_EDTA_NaNO2:EDTA:3,-1.016020388,-0.176175343
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.753386275,0.79908842
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.84412464,0.90236002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.142632572,-0.046068694
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.142632572,0.046068694
Anthranilate_metabolism_GntR_AntP:antP:1,1.280756741,-0.23656363100000002
Anthranilate_metabolism_GntR_AntP:antP:2,-0.591608105,0.091652884
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.27259210100000003,-0.016440341
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.27259210100000003,0.016440341
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.383699886,-0.302633425
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.354770721,-0.43052621
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.8853837130000001,-0.11583985200000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.43215563500000004,0.156181852
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.11085006900000001,-1.360509654
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.011865596,-1.211583434
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-0.5031357510000001,-0.905731103
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.069108706,-1.290100822
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.3680811,0.079758805
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.19333243300000003,0.291644135
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.378959423,0.012887442
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.31457022300000004,0.18906388500000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.31457022300000004,-0.18906388500000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,3.72042845,0.233432397
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,2.793501327,-0.413555416
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.633596715,0.47637107300000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.9687458320000001,-0.07170768500000001
Catabolite_repression:del_hfq_crc_wt:1,-0.07898831,-0.05649545
Catabolite_repression:del_hfq_crc_wt:2,0.07898831,0.05649545
Catabolite_repression:delHfq:1,0.874788603,-0.711250061
Catabolite_repression:delHfq:2,0.9555398060000001,-0.501622121
Catabolite_repression:deldcrc:1,3.089727173,-0.07019942800000001
Catabolite_repression:deldcrc:2,3.153157226,-0.246898421
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.29020996,0.037584253000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.276179905,0.445867854
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.5663898660000001,-0.48345210600000005
Diallyl_disulphide_treatment:PAO1_DDS:1,-2.6042322440000003,0.36273725700000004
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.885784749,0.47368398600000006
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.243703427,0.064801119
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,1.01085629,0.065844634
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-1.01085629,-0.065844634
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.62947657,0.22086728300000003
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.32737029,-0.006872014
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.021639809000000003,-0.49886889
HapZ_SagS_mutant:delHapZp:1,-0.9699105750000001,-0.148805298
HapZ_SagS_mutant:delHapZp:2,-0.708125961,-0.13735334400000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,0.5441519570000001,0.840431989
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.522512148,-0.3415631
HapZ_SagS_mutants:delHApZ:1,-0.074475488,-0.642214587
HapZ_SagS_mutants:delHApZ:2,0.018072389,-0.10900884200000001
HapZ_SagS_mutants:delHApZ:3,-0.233545146,-0.368366116
HapZ_SagS_mutants:delSagS:1,-1.145724409,-0.538921604
HapZ_SagS_mutants:delSagS:2,-1.6636601990000002,-0.716017517
HapZ_SagS_mutants:delSagS:3,-0.511619418,0.722830575
HapZ_SagS_mutants:delHapZp:1,0.180472398,0.074430363
yhjH_knockout:PA_delyhjH_wt:1,0.29302356900000004,-0.103048261
yhjH_knockout:PA_delyhjH_wt:2,-0.29302356900000004,0.103048261
yhjH_knockout:PA_delyhjH:1,3.8996201790000002,0.9521164630000001
yhjH_knockout:PA_delyhjH:2,4.243862846,1.102328999
