,BSU__misc_RNA_40
LBexp_1,13.8105
LBexp_2,13.5447
LBexp_3,13.3114
LBtran_1,11.6679
LBtran_2,11.8301
LBtran_3,12.155100000000001
LBstat_1,10.8307
LBstat_2,9.7965
LBstat_3,9.4567
LBGexp_1,13.9583
LBGexp_2,13.9864
LBGexp_3,13.9989
LBGtran_2,13.0966
LBGtran_3,14.1983
LBGstat_1,10.6397
LBGstat_2,10.0529
LBGstat_3,11.5759
S0_1,11.7222
S0_2,11.9729
S0_3,11.893
S1_1,12.3769
S1_2,12.4696
S1_3,12.5697
S2_1,11.3081
S2_2,11.0076
S2_3,10.3731
S3_1,11.7103
S3_2,11.918800000000001
S4_1,12.5387
S4_2,11.9809
S4_3,11.5353
S5_1,12.1831
S5_2,12.0259
S5_3,12.4144
S6_1,11.4555
S6_2,9.4857
S6_3,11.374600000000001
S6/t_1,11.6682
S6/t_2,9.7634
S6_4,11.4347
S6_5,12.1825
S6_6,12.2812
S7_4,12.0605
S7_5,11.902
S7_6,11.8288
S8_4,11.3074
S8_5,11.4439
G135_1,13.8465
G135_3,11.9993
G150_1,13.6686
G150_2,14.161200000000001
G150_3,14.002
G180_1,13.7643
G180_2,14.0481
G180_3,12.9675
C30_1,12.3595
C30_2,12.7337
C90_1,13.3835
C90_2,13.478
BI_1,12.6055
BI_2,12.7082
BC_2,10.6576
BC/t_1,10.8233
BC/t_2,11.2113
BC_1,10.1885
Sw_1,10.797
Sw_2,10.8128
BT_1,10.2198
BT_2,9.5024
B36_1,9.3724
B36_2,9.6407
B60_1,9.422
B60_2,10.0677
M9exp_1,13.6136
M9exp_2,13.158
M9exp_3,12.9618
M9tran_1,12.6104
M9tran_2,12.3282
M9tran_3,12.8342
M9stat_1,10.093
M9stat_2,9.3527
M9stat_3,9.197
M+G_1,12.0477
M+G_2,12.5995
M+G_3,12.5213
Glu_1,13.1774
Glu_2,12.9514
Glu_3,13.0946
Fru_1,13.235
Fru_2,12.9281
Fru_3,12.4282
Mal_1,11.463
Mal_2,12.2028
Mal_3,12.3134
G+S_2,12.0688
G+S_3,12.3071
Pyr_1,11.3961
Pyr_2,11.984
Pyr_3,11.5853
Gly_1,10.3907
Gly_2,11.2231
Gly_3,9.7653
Glucon_1,11.7829
Glucon_2,12.1923
Glucon_3,11.453
aero_1,13.4475
aero_2,12.233
aero_3,13.2343
nit_1,12.3598
nit_2,12.4793
nit_3,11.997
ferm_1,11.9229
ferm_2,11.7012
ferm_3,12.1286
T-5.40H_1,13.1993
T-4.40H_1,12.9087
T-3.40H_1,13.0455
T-2.40H_1,12.8154
T-1.40H_1,12.6489
T-1.10H_1,12.5361
T-0.40H_1,12.607
T0.0H_1,12.355
T0.30H_1,10.8583
T1.0H_1,10.558
T1.30H_1,9.9458
T2.0H_1,10.0157
T2.30H_1,10.8339
T3.0H_1,10.2328
T3.30H_1,10.2996
T4.0H_1,10.4319
T5.0H_1,10.1267
HPh_1,13.5936
HPh_2,13.2012
HPh_3,13.314
LPh_1,13.3725
LPh_2,13.8065
LPh_3,13.3595
LPhT_1,11.1788
LPhT_2,10.9096
LPhT_3,11.0548
SMMPr_1,12.3808
SMMPr_2,12.3707
SMMPr_3,12.2807
HiTm_1,11.1957
HiTm_2,12.7691
HiTm_3,12.8197
LoTm_1,12.3239
LoTm_2,11.979
LoTm_3,12.1503
HiOs_1,12.814
HiOs_2,12.8576
HiOs_3,12.8042
BMM_1,13.3608
BMM_2,13.1561
BMM_3,13.2131
Heat_1,13.6039
Heat_2,13.2101
Heat_3,12.986
Cold_1,11.6791
Cold_2,10.8714
Cold_3,10.5627
Etha_1,11.4931
Etha_2,11.2191
Etha_3,11.7483
SMM_1,12.8396
SMM_2,12.8752
SMM_3,12.7973
Salt_1,11.4663
Salt_2,11.1467
Salt_3,11.3017
Mt0_1,13.600999999999999
Mt0_3,13.745
M0t45_1,13.12
M0t45_2,13.2528
M0t45_3,13.3765
M0t90_1,10.9927
M0t90_2,11.7631
M0t90_3,11.6639
M40t45_1,12.5962
M40t45_2,11.5652
M40t45_3,13.5013
M40t90_1,10.8879
M40t90_2,11.4656
M40t90_3,11.8778
dia0_1,13.4559
dia0_2,13.7207
dia0_3,13.9796
dia5_1,12.7873
dia5_2,13.011
dia5_3,13.2314
dia15_1,13.7589
dia15_2,13.9506
dia15_3,13.5616
Diami_1,12.7547
Diami_2,12.9836
Diami_3,13.0795
Paraq_1,13.6424
Paraq_2,14.2505
Paraq_3,12.1867
H2O2_1,13.1122
H2O2_2,13.5762
H2O2_3,13.5087
Oxctl_1,13.2528
Oxctl_2,13.5022
Oxctl_3,13.8695
GM-0.1_1,12.7968
GM-0.2_1,12.7148
GM+5_1,12.4697
GM+15_1,13.1698
GM+25_1,13.5174
GM+45_1,13.3594
GM+60_1,13.27
GM+90_1,13.2705
GM+120_1,12.3262
GM+150_1,12.8664
GM-0.1_2,13.094
GM-0.2_2,13.3818
GM+5_2,12.8997
GM+10_2,13.0366
GM+15_2,13.0963
GM+25_2,13.3847
GM+45_2,12.4285
GM+60_2,12.3928
GM+90_2,13.3157
GM+150_2,12.0391
GM-0.1_3,12.831900000000001
GM-0.2_3,12.9033
GM+5_3,13.0386
GM+10_3,12.0163
GM+15_3,13.0772
GM+25_3,12.7075
GM+45_3,11.9755
GM+60_3,12.1681
GM+90_3,13.0917
GM+120_3,12.8196
GM+150_3,13.0181
MG-0.1_1,13.1022
MG+5_1,13.0125
MG+10_1,13.4175
MG+15_1,12.5382
MG+25_1,13.078
MG+45_1,13.1722
MG+120_1,12.4678
MG+150_1,13.016
MG-0.1_2,12.3213
