,A,csgD
R2,,0.4521396436696772
xmin,,-7.082598268
xmid,,
xmax,,5.8646372875
ystart,,-12.083566939097754
yend,,10.923664150744923
2AA:WT:1.0,0.0447053473,0.1754555276
2AA:WT:2.0,0.5924908098,0.2949150379
2AA:WT:3.0,-0.4544518742,-0.2579885031
2AA:WT:4.0,-0.1827442829,-0.21238206240000002
2AA:del_ridA:1.0,0.6449242593,0.7011701887
2AA:del_ridA:2.0,1.5437110807,0.8966739647
2AA:del_ridA:3.0,0.7700952906,0.6480179893
2AA:del_ridA:4.0,0.8525591333,0.6918757476
GC_MS:WT:1.0,0.0802602598,0.0740988996
GC_MS:WT:2.0,-0.1475502215,-0.0502493237
GC_MS:WT:3.0,0.0672899617,-0.0238495759
GC_MS:del_slyA:1.0,0.457823474,0.15063051300000002
GC_MS:del_slyA:2.0,0.2946887516,0.293358021
Rho:WT:1.0,-0.48972457960000004,0.0053470508
Rho:WT:2.0,0.5989428841000001,0.21679563740000002
Rho:WT:3.0,-0.10921830460000001,-0.22214268820000002
Rho:rho_Y80C:1.0,-0.46061387540000004,-1.2981262897999999
Rho:rho_Y80C:2.0,-1.1293804232,-1.0637800956
Rho:rho_Y80C:3.0,-1.0649128772,-1.1390883154
Rho:rho_K130Q:1.0,-0.1638370435,-0.1233155372
Rho:rho_K130Q:2.0,-0.1292019773,-0.0211849268
Rho:rho_K130Q:3.0,0.38179153520000003,-0.3496186001
flagella:WT:1.0,-0.7394214945,0.011404415000000001
flagella:WT:2.0,0.7394214945,-0.011404415000000001
flagella:del_rfaL:1.0,0.2392788391,-1.3170660483
flagella:del_rfaL:2.0,0.7812693606000001,0.7812332750000001
flagella:del_rfaG:1.0,-0.9395483827000001,0.2767862313
flagella:del_rfaG:2.0,-1.3374098306,-0.067608023
flagella:del_rfaD:1.0,-1.7570098035,1.296833102
flagella:del_rfaD:2.0,-1.7811008813,0.6228355663
nusG:WT_OD08:1.0,0.1298402425,0.0908274288
nusG:WT_OD08:2.0,-0.1298402425,-0.0908274288
omv:spi2_ind_lowOD_intracellularRNAs:1.0,3.9125663416,1.9279838655
omv:spi2_ind_lowOD_intracellularRNAs:2.0,2.6302155086,1.5133559165000001
omv:spi2_ind_highOD_intracellularRNAs:1.0,5.0186081519,1.2895259841
omv:spi1_ind_highOD_intracellularRNAs:1.0,1.1544780493,0.38108048850000004
omv:spi2_ind_highOD_intracellularRNAs:2.0,4.4010412634,1.6366586536
omv:spi2_ind_highOD_intracellularRNAs:3.0,4.1938145762,1.5557189981000001
omv:controlPCN_highOD_intracellularRNAs:1.0,1.2707897317,0.9359873930000001
omv:controlPCN_highOD_intracellularRNAs:2.0,1.0169149873,0.8656584688000001
omv:controlPCN_highOD_intracellularRNAs:3.0,-0.3067029542,0.6838958119
omv:spi1_ind_highOD_intracellularRNAs:2.0,0.8250690804,0.4805857745
omv:spi1_ind_highOD_intracellularRNAs:3.0,0.2790202385,0.2869129059
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.13879389350000002,0.0807757519
omv:controlPCN_lowOD_intracellularRNAs:2.0,0.27979608980000004,0.2053195937
omv:spi2_ind_lowOD_intracellularRNAs:3.0,2.8625933907,1.3135799101
omv:controlPCN_lowOD_intracellularRNAs:3.0,-0.4185899833,-0.2860953455
sv5015:STM1625:1.0,1.5349064148,-0.1599088381
sv5015:STM1625:2.0,1.4930875008,1.0367899088
sv5015:STM1625:3.0,2.5886947713,0.34455456230000003
sv5015:STM0581:1.0,2.2235236369,0.3616249796
sv5015:STM0581:2.0,2.2911788369,0.28091136910000003
sv5015:STM0581:3.0,1.2060108915,0.4877293325
sv5015:WT:1.0,0.2570123275,-0.2262375064
sv5015:WT:2.0,-0.0667314291,0.10271395100000001
sv5015:WT:3.0,-0.1902808983,0.1235235554
tomato:tomato_root:1.0,-3.8540284481000002,0.8393352858
tomato:tomato_root:2.0,-3.3473984592,0.9120461233
tomato:tomato_root:3.0,-2.7155626954,0.2275226878
tomato:LB:1.0,-1.9976701864000002,-0.4856569128
tomato:LB:2.0,1.9976701864000002,0.4856569128
AcrB_efflux_virulence:AcrB_D408A:1.0,0.8131456378,-0.6252470672
AcrB_efflux_virulence:AcrB_D408A:2.0,1.2203912075,-0.0459773942
AcrB_efflux_virulence:AcrB_D408A:3.0,0.8483782621,-1.0439320065
AcrB_efflux_virulence:WT:1.0,-0.1492179578,-0.3585015988
AcrB_efflux_virulence:WT:2.0,0.5119925338,0.5640569377
AcrB_efflux_virulence:WT:3.0,-0.362774576,-0.2055553389
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,-0.30684817270000003,0.2536019607
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,10.291758814,4.5565593587
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,9.5605367772,4.0791807252
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,0.8219504249,0.0941351017
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,9.1501390487,4.133010719
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,10.9875310795,4.5272763183
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,1.3259169656,-0.2852087807
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,0.1459274181,0.11135235900000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,-1.2715730402,-0.5051232344000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,1.3276853482,-0.0131226697
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,9.8018280423,3.9720229558
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,9.223162164,4.0928021163
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,10.2347116182,4.4547058873
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,7.7277701537,1.9302088788
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,11.5530735526,4.4977341531
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,10.6980916417,3.4138173184
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,0.9450577924,0.2893977894
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,0.3100928546,-0.3195366295
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,0.7803295100000001,-0.035973376700000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,7.4187657438,2.3197585592
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,0.3439934,-0.1566275805
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,0.13208839990000001,0.3306506864
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,0.48265193240000004,-0.1361301294
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.6147403324,-0.194520557
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,6.0360863187,1.9591386826
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,5.6939216002,1.6370195785
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,4.981232027,1.1376557919
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.2253220384,-0.1420206478
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,9.1158769944,3.6731738969
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,5.7016071955,1.8507028355
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,3.768808164,0.59725174
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,8.3607886709,3.3551389991000002
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,8.9123565091,3.4878007742
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,0.46244567070000003,0.0536538895
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,0.7662421046,0.432340897
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,9.6399105021,4.1438951281
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,10.1894023912,4.3185278749
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,9.1972647673,3.3842254878
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,7.0110948333,2.6510003481
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,0.9620203252,-0.20737424810000002
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,0.4748511888,0.09632837620000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,9.5445492245,2.2431252544
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,1.1465982469,0.0914215153
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,7.7123746099,2.6528444035
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,8.0532725413,1.4765784251
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,8.9242187291,1.7492257141
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,1.6161154025000002,-0.0962607152
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,1.8427106129,-0.09650390190000001
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,0.8767698183,-0.016909179
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,5.6696972797,1.1441532201
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,6.1986154561,1.9913048477
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,7.3940321264,2.2602851293
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,0.3485493999,-0.7985822419
