,A,CueR
R2,,0.002313847293263116
xmin,,-3.0671032560000002
xmid,,
xmax,,1.579772831
ystart,,-1.6258086794364601
yend,,-0.09442390782695864
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.1309755325,0.124387151
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.1309755325,-0.124387151
AB569_EDTA_NaNO2:NaNO2:1,2.3515476561,-0.15597317
AB569_EDTA_NaNO2:NaNO2:2,3.375195862,-0.178609189
AB569_EDTA_NaNO2:EDTA:1,0.4053462243,1.101569522
AB569_EDTA_NaNO2:EDTA:2,-0.6507820924000001,1.304971075
AB569_EDTA_NaNO2:EDTA:3,0.6913702128,1.301708712
AB569_EDTA_NaNO2:NaNO2_EDTA:1,1.4161174277000002,0.370857865
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.154937357,0.5009102750000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.2885210521,0.047053847
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.2885210521,-0.047053847
Anthranilate_metabolism_GntR_AntP:antP:1,-0.5890941355,-0.31202356800000003
Anthranilate_metabolism_GntR_AntP:antP:2,-0.33640077430000004,-0.46816368700000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0859098798,-0.050333955
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0859098798,0.050333955
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.0605054606,0.211167884
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-2.3184421957,0.845147131
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.772585886,0.6485833480000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.0049877119000000004,0.604585899
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.0161867124,-0.423519582
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.0672666612,-0.622184976
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,1.0955518824000001,-0.44380399800000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,1.2521085962,-0.652003717
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.23324271900000002,0.43170057
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-1.2901457833,0.135886046
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.2340431056,0.33053670100000004
Catabolise_Nucleic_Acids:L_asp:1,2.112520736,-1.109018581
Catabolise_Nucleic_Acids:L_asp:2,-2.9877541215,-1.3844793210000002
