,A,PprB
R2,,0.3040783257265198
xmin,,-4.67941875
xmid,,-0.7007909381962318
xmax,,3.792146214
ystart,,-2.1995665425964956
yend,,17.392413825106722
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.9565571423,0.507460168
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.9565571423,-0.507460168
AB569_EDTA_NaNO2:NaNO2:1,8.4854902979,1.196543921
AB569_EDTA_NaNO2:NaNO2:2,9.8456651949,1.302832246
AB569_EDTA_NaNO2:EDTA:1,2.2551973068,1.182782477
AB569_EDTA_NaNO2:EDTA:2,2.5523972837,1.381740734
AB569_EDTA_NaNO2:EDTA:3,3.5838892332,1.586965741
AB569_EDTA_NaNO2:NaNO2_EDTA:1,9.3118507461,1.812595753
AB569_EDTA_NaNO2:NaNO2_EDTA:2,8.7972541819,1.864069925
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.0831216688,0.0009644920000000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.0831216688,-0.0009644920000000001
Anthranilate_metabolism_GntR_AntP:antP:1,3.083310331,0.7318663200000001
Anthranilate_metabolism_GntR_AntP:antP:2,3.5218066409,0.773236664
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.2577918229,-0.071363538
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.2577918229,0.071363538
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.0957450473,-0.21583068300000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.0272585524,-0.098781224
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.0572139689,0.158211907
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.5433442293,0.283896616
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-10.3340096813,-2.135160529
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-8.399079092200001,-1.857133978
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-9.4176618228,-2.012415724
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-9.3732644272,-2.077135698
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5262805253,0.25885641400000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.8321226888000002,0.160740337
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.331417538,0.067389224
Catabolise_Nucleic_Acids:L_asp:1,5.275196773,0.248441033
Catabolise_Nucleic_Acids:L_asp:2,5.0796408553,0.229019453
Catabolise_Nucleic_Acids:DNA_1:1,0.8630177643,-0.179244323
Catabolise_Nucleic_Acids:DNA_1:2,-0.4398404389,-0.008617637000000001
Catabolise_Nucleic_Acids:DNA_1:3,-0.42317732550000003,0.18786196
Catabolite_repression:del_hfq_crc_wt:1,-2.1565830194,-0.37175386800000004
Catabolite_repression:del_hfq_crc_wt:2,2.1565830194,0.37175386800000004
Catabolite_repression:delHfq:1,-6.1582154754,-1.019641391
Catabolite_repression:delHfq:2,-5.865706221,-0.9257838220000001
Catabolite_repression:deldcrc:1,-1.6887006088,-0.08360186900000001
Catabolite_repression:deldcrc:2,-2.4341646937,-0.6387654650000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.8599626977,-0.006414131
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-2.7635624087,-0.23065225500000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,1.903599711,0.23706638600000002
Diallyl_disulphide_treatment:PAO1_DDS:1,-12.8608600361,-4.438652471
Diallyl_disulphide_treatment:PAO1_DDS:2,-14.3052637284,-4.525561843
Diallyl_disulphide_treatment:PAO1_DDS:3,-13.827952434,-4.67941875
Dispersed_cells:PAO1_dispersed_wt:1,-0.2081173678,0.011569109000000001
Dispersed_cells:PAO1_dispersed_wt:2,0.2081173678,-0.011569109000000001
Dispersed_cells:PyhjH_dispersed:1,-10.9067053501,-0.625762912
Dispersed_cells:PyhjH_dispersed:2,-11.7341491279,-0.382045558
Dispersed_cells:PA01_Planktonic:1,-7.0863503597,1.74661179
Dispersed_cells:PA01_Planktonic:2,-4.3107771992,1.650894322
Dispersed_cells:PAO1_Biofilm:1,7.785233298,1.423784227
Dispersed_cells:PAO1_Biofilm:2,5.0956504774999996,1.644666774
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-16.7483078314,-0.5222762710000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-16.6714584004,-0.704378359
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-15.8927551562,-0.739574087
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.3464975132,0.071896237
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,-0.6799693978,-0.051577721
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,1.026466911,-0.020318516000000002
Farnesol_treatment:RNA of 0-1F_L:1,0.0630249367,0.261442047
Farnesol_treatment:RNA of 0-1F_L:2,-0.4193026331,0.298836641
Farnesol_treatment:RNA of 0-1F_L:3,0.3562776963,-0.560278688
Farnesol_treatment:RNA of 6-F_L1:1,-0.9141382100000001,-0.617153346
Farnesol_treatment:RNA of 6-F_L1:2,-0.5034930791000001,-0.07528106
Farnesol_treatment:RNA of 6-F_L1:3,0.0361404691,0.11879882
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.9025793495000001,0.048984076
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.9025793495000001,-0.048984076
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.5604078565,0.239195488
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.0279558617,-0.277709819
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,1.4932693975,0.36828126
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,-2.0291122232,-0.272087682
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,6.1890074441,2.421713609
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,-1.4788150416999999,0.223356975
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,2.0146578675,-0.319550553
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,5.5281199126,1.985944999
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,1.4621004299,0.052765877
HapZ_SagS_mutant:delHapZp:1,-0.379212696,0.145471566
HapZ_SagS_mutant:delHapZp:2,0.114348946,0.10394499500000001
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-2.8799315756,-0.058290906
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,1.4178311457000001,0.00552503
HapZ_SagS_mutants:delHApZ:1,1.0622495732,-0.004926942
HapZ_SagS_mutants:delHApZ:2,2.2544331347,0.04368218
HapZ_SagS_mutants:delHApZ:3,1.5738230759,0.045397751
HapZ_SagS_mutants:delSagS:1,5.1338036062,-0.11011372400000001
HapZ_SagS_mutants:delSagS:2,5.6579314386,-0.10726693300000001
HapZ_SagS_mutants:delSagS:3,3.3602279982,-0.12795019900000001
HapZ_SagS_mutants:delHapZp:3,-0.018839113600000002,0.140403429
Lung_infection_transcriptome:PA01_LS1:1,3.4884678859,0.280760677
Lung_infection_transcriptome:PA01_LS1:2,2.7653143433,0.230203962
Lung_infection_transcriptome:PA01_CS1:1,-0.6708196268000001,0.010285435
Lung_infection_transcriptome:PA01_CS1:2,0.6708196268000001,-0.010285435
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.1925166999,-0.40029511
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.1925166999,0.40029511
Metabolic_fitness_plasmid:PAO1_pAKD1:1,1.8576938187,-0.49464627400000005
Metabolic_fitness_plasmid:PAO1_pAKD1:2,0.890822674,-0.634185137
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,0.5620256112,0.340094445
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,0.540440062,0.35217337600000004
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,0.23317896870000002,-0.41950144
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,1.3309470831,0.25499973600000003
Metabolic_fitness_plasmid:PAO1_pBS228:1,1.2629712602,0.39063372
Metabolic_fitness_plasmid:PAO1_pBS228:2,-0.1112575777,0.33358533500000004
Metabolic_fitness_plasmid:PAO1_RmS149:1,1.1104258473,-0.091940108
Metabolic_fitness_plasmid:PAO1_RmS149:2,0.6604832404000001,0.224832216
Mucin_glycans:ABTGC:1,-0.15828499140000002,0.19007407
Mucin_glycans:ABTGC:2,0.018945366800000002,0.035551066
Mucin_glycans:ABTGC:3,-0.7763751611,0.183203575
Mucin_glycans:ABTGC:4,0.3206619154,-0.171854265
Mucin_glycans:ABTGC:5,0.5950528703,-0.236974446
Mucin_glycans:MUC5B:1,-7.3509600917,-0.244482513
Mucin_glycans:MUC5B:2,-5.5905538888,0.000396385
Mucin_glycans:Glycans:1,-0.1602250801,0.20030759
Mucin_glycans:Glycans:2,0.37123710930000003,0.053245925000000006
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,5.7380813317,1.334106141
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,6.3951741953,1.4638216750000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:3,8.0817713008,0.900736116
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:1,-8.0545648332,-2.075862806
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:2,-7.823479852,-1.890584551
Planktonic_biofilm_coumarin:E-MTAB-6629:PC_COU:3,-8.4155255655,-1.639812634
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:1,6.7590165042,1.639178489
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:2,8.674825126,1.9401379520000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:3,7.5958673512,1.5741271170000002
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:4,-8.2247813045,-2.2554257
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:5,-6.9907114107,-1.649483024
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_CTRL:6,-7.8142162662,-1.248534834
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.3862951536,-0.130708671
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.3862951536,0.130708671
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.20805658030000002,-0.160166161
