,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.21758617042509998,2.0,0.0,-0.1538566566,1.0,0.1538566566,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-1.1126841284000002,0.0866703678009727,2.0,2.0,-1.1739693332,3.0,-1.0513989236,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,3.717454180866667,0.5754896951134008,3.0,4.0,3.4739046721,5.0,4.3746737193000005,6.0,3.3037841512,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-1.3065304419500001,0.09325671016666877,2.0,7.0,-1.3724728941,8.0,-1.2405879898,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.3060821739494832,2.0,9.0,0.2164327808,10.0,-0.2164327808,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.20442573449999998,0.22535067169432416,2.0,11.0,0.0450787464,12.0,0.3637727226,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.0062224736306682555,2.0,13.0,0.0043999533,14.0,-0.0043999533,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.8680666419999999,0.1656396742742833,4.0,15.0,1.0918071475,16.0,0.7426197422,17.0,0.8953461113000001,18.0,0.742493567,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-3.9065685059,0.15582212125789852,4.0,19.0,-4.1194287535,20.0,-3.8358706424999998,21.0,-3.7566556711,22.0,-3.9143189565,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.6743621084,0.48462973301542545,3.0,23.0,0.9124266909000001,24.0,0.9939183704000001,25.0,0.1167412639,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,1.29962290925,0.15721336198114072,2.0,26.0,1.4107895436,27.0,1.1884562749,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,3.33333360913457e-11,0.3845969388974818,3.0,28.0,0.2945590228,29.0,-0.4351007093,30.0,0.1405416866,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.07346019778347478,2.0,31.0,-0.051944204,32.0,0.051944204,,,,,,,,,,,,
13,Catabolite_repression__delHfq,-3.84256910455,0.3974551301550246,2.0,33.0,-3.5615258868,34.0,-4.1236123223,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,-4.93974932,0.270614520311774,2.0,35.0,-4.7483959576,36.0,-5.1311026824,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.21004548644747742,3.0,37.0,0.1052398035,38.0,-0.24186192720000002,39.0,0.13662212370000001,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,-3.6201433588666667,0.1561529379666979,3.0,40.0,-3.4423157168,41.0,-3.7348784371,42.0,-3.6832359226999998,,,,,,,,,,
17,Dispersed_cells__PAO1_dispersed_wt,0.0,0.695053974274275,2.0,43.0,0.4914773785,44.0,-0.4914773785,,,,,,,,,,,,
18,Dispersed_cells__PyhjH_dispersed,-1.2276668637500001,1.131813845579375,2.0,45.0,-0.42735361850000003,46.0,-2.027980109,,,,,,,,,,,,
19,Dispersed_cells__PA01_Planktonic,4.2915223082,0.25250343816586335,2.0,47.0,4.1129754148,48.0,4.4700692016,,,,,,,,,,,,
20,Dispersed_cells__PAO1_Biofilm,-0.19375229055,0.6281750788822028,2.0,49.0,-0.6379391486,50.0,0.2504345675,,,,,,,,,,,,
21,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,2.1163040759666667,0.20847798986908503,3.0,51.0,2.3423083407,52.0,2.0750976712,53.0,1.931506216,,,,,,,,,,
22,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,0.0,0.15960476194242101,3.0,54.0,-0.1808405358,55.0,0.059659814500000005,56.0,0.1211807213,,,,,,,,,,
23,Farnesol_treatment__RNA of 0-1F_L,0.0,0.05867179209180334,3.0,57.0,-0.0451568628,58.0,0.066316544,59.0,-0.021159681200000002,,,,,,,,,,
24,Farnesol_treatment__RNA of 6-F_L1,-0.30080236930000004,0.1118053498850839,3.0,60.0,-0.34558339800000004,61.0,-0.38327572320000003,62.0,-0.17354798670000002,,,,,,,,,,
25,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.11650989297791131,2.0,63.0,-0.0823849354,64.0,0.0823849354,,,,,,,,,,,,
26,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,0.32031964175,0.3758939140761513,2.0,65.0,0.5861167774,66.0,0.0545225061,,,,,,,,,,,,
27,Glucose_uptake_defective_mutants__PAO1_glu_wt,1.1102230246251565e-16,3.6870196228818823,4.0,67.0,-3.0615937981,68.0,-3.305960605,70.0,2.8622694614,71.0,3.5052849417000003,,,,,,,,
28,Glucose_uptake_defective_mutants__PAO1_delglucose_60min,-0.84193453765,0.6043226058912099,2.0,69.0,-0.41461392500000005,72.0,-1.2692551503,,,,,,,,,,,,
29,HapZ_SagS_mutant__PA_HapZ_SagS_wt,3.333337309877985e-11,0.8541003872809416,3.0,73.0,0.45867164460000004,76.0,-0.9854460744,77.0,0.5267744299,,,,,,,,,,
30,HapZ_SagS_mutant__delHapZp,-0.03002548923333333,0.22602266822592698,3.0,74.0,0.2101779085,75.0,-0.0617360554,84.0,-0.23851832080000002,,,,,,,,,,
31,HapZ_SagS_mutant__delHApZ,-0.7481933208666667,0.09632736802560664,3.0,78.0,-0.6425943266,79.0,-0.7707339162,80.0,-0.8312517198,,,,,,,,,,
32,HapZ_SagS_mutant__delSagS,-0.5932401352333333,0.5311966727906995,3.0,81.0,-0.2869149774,82.0,-0.2861923509,83.0,-1.2066130774000001,,,,,,,,,,
33,Lung_infection_transcriptome__PA01_LS1,0.8225013877,0.29628990723075505,2.0,85.0,1.0320099903,86.0,0.6129927851,,,,,,,,,,,,
34,Lung_infection_transcriptome__PA01_CS1,0.0,0.13199887624239307,2.0,87.0,-0.0933373005,88.0,0.0933373005,,,,,,,,,,,,
35,Metabolic_fitness_plasmid__PAO1_metabolites_wt,0.0,0.6576808972467078,2.0,89.0,-0.4650506223,90.0,0.4650506223,,,,,,,,,,,,
36,Metabolic_fitness_plasmid__PAO1_pAKD1,-1.5024826902,0.09318762491490813,2.0,91.0,-1.4365890887,92.0,-1.5683762917,,,,,,,,,,,,
37,Metabolic_fitness_plasmid__PAO1_PAMBL1,5.52209470495,0.15742107459811425,2.0,93.0,5.6334082143,94.0,5.4107811956,,,,,,,,,,,,
38,Metabolic_fitness_plasmid__PAO1_PAMBL2,2.2167905063999997,0.020305224588437296,2.0,95.0,2.2024325444,96.0,2.2311484684,,,,,,,,,,,,
