,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.43208117943277985,2.0,0.0,0.30552753200000005,1.0,-0.30552753200000005,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,3.3388463885000004,0.17996759737823462,2.0,2.0,3.466102697,3.0,3.21159008,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-2.025933137333333,0.3549375433831658,3.0,4.0,-2.296560602,5.0,-2.157173792,6.0,-1.624065018,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,2.968090616,0.16277819003072766,2.0,7.0,3.083192178,8.0,2.852989054,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.43297675138435604,2.0,9.0,0.30616079700000004,10.0,-0.30616079700000004,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.165441864,0.17747249544039226,2.0,11.0,0.290933869,12.0,0.039949859000000004,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.17821501412918062,2.0,13.0,0.126017045,14.0,-0.126017045,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.56581474075,1.0336645950468577,4.0,15.0,-1.42690125,16.0,-1.29371216,17.0,0.8081804130000001,18.0,-0.35082596600000004,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-4.4490842705,0.7296543122780569,4.0,19.0,-5.023723057,20.0,-3.407416045,21.0,-4.873446535,22.0,-4.491751445,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,-0.07707775933333333,0.02807852862027066,3.0,23.0,-0.109288226,24.0,-0.064176921,25.0,-0.057768131,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.5769869033293354,2.0,26.0,0.40799135200000003,27.0,-0.40799135200000003,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,1.1925943005000001,0.32962331532005157,2.0,28.0,0.959515419,29.0,1.4256731820000001,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-0.6085727539999999,2.5492861049573743,2.0,30.0,-2.411190246,31.0,1.194044738,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.3022582977373745,2.0,32.0,0.213728892,33.0,-0.213728892,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-0.8268870385,0.4057172228197235,2.0,34.0,-0.5400016390000001,35.0,-1.113772438,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.19250071850000003,0.14611086790404207,2.0,36.0,-0.089184733,37.0,-0.29581670400000004,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-5.551115123125783e-17,1.694532711113809,3.0,38.0,-1.7691033250000001,39.0,1.608531067,40.0,0.16057225800000002,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-1.7739249153333336,1.5552814859765927,3.0,41.0,-0.003688798,42.0,-2.397129692,43.0,-2.920956256,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.6737789364719842,2.0,44.0,-0.476433655,45.0,0.476433655,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-5.0785157524999995,1.5963992971553693,2.0,46.0,-6.207340521,47.0,-3.949690984,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.019798724,,1.0,48.0,-0.019798724,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-1.4598992755000002,0.7076505837779394,2.0,49.0,-1.9602838020000002,50.0,-0.9595147490000001,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.009899361999999967,1.8003636832103111,2.0,51.0,1.282948731,52.0,-1.2631500070000001,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-2.3542776203333333,0.8757918269408738,3.0,53.0,-2.860931365,54.0,-1.343001006,55.0,-2.85890049,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,-1.5324707846666665,2.2315619037348946,3.0,56.0,-2.820755919,57.0,-2.820971379,58.0,1.044314944,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,-1.5083436909999999,,1.0,59.0,-1.5083436909999999,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.17527399863430682,2.0,60.0,-0.12393743300000001,61.0,0.12393743300000001,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,-0.14818992549999999,1.2483113215500767,2.0,62.0,0.734499475,63.0,-1.030879326,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,0.921661437,0.37838736258620703,2.0,64.0,0.6541011670000001,65.0,1.189221707,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,-0.5749730639999999,0.7471948688951472,4.0,66.0,-0.699109121,67.0,0.515651497,68.0,-1.019624516,69.0,-1.096810116,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,-1.3877787807814457e-17,0.4353181985208479,4.0,70.0,0.458016003,71.0,-0.37895274900000003,72.0,-0.36510531900000004,73.0,0.286042065,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,-1.485420827,0.3607755699527058,2.0,74.0,-1.230313975,75.0,-1.740527679,,,,,,,,,,,,
32,Pseudomonas_culture_MOPS_Glycerol_Acetate__Glycerol_wt,0.0,0.47851324668823486,3.0,76.0,0.552489776,77.0,-0.282664609,78.0,-0.26982516700000003,,,,,,,,,,
33,p-anisaldehyde_epigallocatechin_gallate__Microbe_Control_1,0.0,1.2507849656255372,2.0,79.0,0.884438531,82.0,-0.884438531,,,,,,,,,,,,
34,p-anisaldehyde_epigallocatechin_gallate__Microbe_p-anisaldehyde,-2.402778812,0.2540497853783243,2.0,80.0,-2.223138486,81.0,-2.582419138,,,,,,,,,,,,
35,Lung_infection_transcriptome__PA01_LS1,-2.86786814,3.9161401724267355,2.0,83.0,-0.09873886800000001,84.0,-5.636997412,,,,,,,,,,,,
36,Lung_infection_transcriptome__PA01_CS1,0.0,2.3351162227991558,2.0,85.0,-1.651176516,86.0,1.651176516,,,,,,,,,,,,
37,Testosterone_treatment__Testosterone_Control,0.0,0.1116798369087715,2.0,87.0,-0.07896957,88.0,0.07896957,,,,,,,,,,,,
38,Testosterone_treatment__Testosterone_2.5,0.11352521950000002,0.26533932708884833,2.0,89.0,0.30114845700000004,90.0,-0.074098018,,,,,,,,,,,,
39,Planktonic_biofilm_coumarin__E-MTAB-6629:BC_COU,1.1451399213333335,0.7467387644791723,3.0,91.0,0.28445194,92.0,1.5304180550000002,93.0,1.6205497690000001,,,,,,,,,,
40,Planktonic_biofilm_coumarin__E-MTAB-6629:PC_COU,0.03712074133333334,0.5219320475834687,3.0,94.0,0.601156722,95.0,-0.428773897,96.0,-0.061020601,,,,,,,,,,
41,Planktonic_biofilm_coumarin__E-MTAB-6629:BC_CTRL,4.625929269271485e-18,0.3373594704906282,6.0,97.0,0.36645243800000005,98.0,0.30081620600000003,99.0,-0.577466738,100.0,-0.030733537000000002,101.0,-0.09326158300000001,102.0,0.034193214,,,,
42,Dispersed_cells__PAO1_dispersed_wt,0.0,0.44072372701200857,2.0,103.0,0.311638736,104.0,-0.311638736,,,,,,,,,,,,
43,Dispersed_cells__PyhjH_dispersed,3.9209512780000004,0.10488942967785393,2.0,105.0,3.9951193050000002,106.0,3.846783251,,,,,,,,,,,,
44,Dispersed_cells__PA01_Planktonic,1.275470499,3.750350848778498,2.0,107.0,3.927369016,108.0,-1.376428018,,,,,,,,,,,,
45,Dispersed_cells__PAO1_Biofilm,-0.023171897499999983,0.49868306864246,2.0,109.0,0.32945028200000004,110.0,-0.375794077,,,,,,,,,,,,
46,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,0.287068046,0.3019088651935015,3.0,111.0,0.633548914,112.0,0.147177559,113.0,0.080477665,,,,,,,,,,
47,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,3.3333332390602283e-10,0.5020702295413773,3.0,114.0,-0.10952689700000001,115.0,0.547792261,116.0,-0.438265363,,,,,,,,,,
48,gcsR_mutant__PAO1_rep_wt,0.0,1.731815778863156,2.0,117.0,-1.2245786810000001,118.0,1.2245786810000001,,,,,,,,,,,,
49,gcsR_mutant__GcsR_rep,-0.2682196905,0.2571182264649152,2.0,119.0,-0.086409649,120.0,-0.450029732,,,,,,,,,,,,
50,ampC_mutation__PA_Cef_taz_wt,0.0,2.156022253727757,2.0,121.0,-1.524537956,126.0,1.524537956,,,,,,,,,,,,
51,ampC_mutation__PA_mutS_Cef_taz,-0.815527725,0.03675036740051332,2.0,122.0,-0.789541291,127.0,-0.841514159,,,,,,,,,,,,
52,ampC_mutation__PA_mutS,0.0752170551666667,2.0054413261012907,6.0,123.0,1.296910312,124.0,1.661614476,125.0,-1.576526069,128.0,-2.007019351,129.0,2.612671603,130.0,-1.53634864,,,,
53,Riboregulatory_protein_RsmN__Prelim_Total_Lib_wt,-4.4408920985006264e-17,0.9951714132394587,5.0,131.0,-0.582413158,132.0,0.839617979,135.0,-0.552005399,136.0,-0.9859878790000001,137.0,1.2807884569999999,,,,,,
54,Riboregulatory_protein_RsmN__Prelim_RsmN_Lib,-0.122657455,0.009664606791823545,2.0,133.0,-0.11582354600000001,134.0,-0.129491364,,,,,,,,,,,,
55,Riboregulatory_protein_RsmN__Final_RsmN_Lib,1.0813212529999998,1.9776847065444754,3.0,138.0,0.23331652700000002,139.0,-0.33095054300000004,140.0,3.341597775,,,,,,,,,,
56,n-alkanes_treatment__PA_alkane,1.1508773285,0.3812306396604651,2.0,141.0,0.881306558,142.0,1.4204480990000001,,,,,,,,,,,,
57,n-alkanes_treatment__PA_Glycerol,3.333333331578814e-10,0.6536053474758052,3.0,143.0,-0.6820753810000001,144.0,0.6208230210000001,145.0,0.061252361000000005,,,,,,,,,,
58,Catabolise_Nucleic_Acids__L_asp,-3.0828987965,3.429742280834088,2.0,146.0,-0.657704772,147.0,-5.508092821,,,,,,,,,,,,
59,Catabolise_Nucleic_Acids__DNA_1,0.0,0.6371897780410636,3.0,148.0,0.705411448,149.0,-0.171579166,150.0,-0.533832282,,,,,,,,,,
