sample,BSU_misc_RNA_55
LBexp_1,16.4645
LBexp_2,16.4742
LBexp_3,16.4444
LBtran_1,16.4675
LBtran_2,16.4779
LBtran_3,16.469
LBstat_1,16.4693
LBstat_2,16.4519
LBstat_3,16.4532
LBGexp_1,16.0396
LBGexp_2,16.4592
LBGexp_3,16.4389
LBGtran_2,16.4807
LBGtran_3,16.4656
LBGstat_1,16.473
LBGstat_2,16.4682
LBGstat_3,16.1921
S0_1,16.4974
S0_2,16.4595
S0_3,16.487000000000002
S1_1,16.4671
S1_2,16.4827
S1_3,16.4755
S2_1,16.4459
S2_2,16.4637
S2_3,16.4596
S3_1,16.4637
S3_2,16.4729
S4_1,16.4398
S4_2,16.4707
S4_3,16.4804
S5_1,16.4709
S5_2,16.4467
S5_3,16.4689
S6_1,16.4751
S6_2,16.471
S6_3,16.4635
S6/t_1,16.5003
S6/t_2,16.4989
S6_4,16.4511
S6_5,16.4957
S6_6,16.4958
S7_4,16.4749
S7_5,16.4628
S7_6,16.4704
S8_4,16.4567
S8_5,16.4382
G135_1,16.4237
G135_3,16.0224
G150_1,16.3659
G150_2,16.4573
G150_3,16.408
G180_1,16.2244
G180_2,16.458
G180_3,16.0949
C30_1,16.4052
C30_2,16.4575
C90_1,16.4623
C90_2,16.4885
BI_1,16.4611
BI_2,16.4824
BC_2,16.4774
BC/t_1,16.5009
BC/t_2,16.4625
BC_1,16.4713
Sw_1,16.5025
Sw_2,16.4929
BT_1,16.4616
BT_2,16.4356
B36_1,16.4879
B36_2,16.4987
B60_1,16.4828
B60_2,16.4668
M9exp_1,16.4946
M9exp_2,16.4599
M9exp_3,16.4793
M9tran_1,16.4339
M9tran_2,16.4414
M9tran_3,16.4719
M9stat_1,16.4545
M9stat_2,16.4466
M9stat_3,16.4666
M+G_1,16.4456
M+G_2,16.4567
M+G_3,16.4612
Glu_1,16.4402
Glu_2,16.4562
Glu_3,16.4585
Fru_1,16.4718
Fru_2,16.4502
Fru_3,16.4502
Mal_1,16.4738
Mal_2,16.4567
Mal_3,16.4545
G+S_2,16.4586
G+S_3,16.4424
Pyr_1,16.4556
Pyr_2,16.4464
Pyr_3,16.4635
Gly_1,16.4528
Gly_2,16.4602
Gly_3,16.4359
Glucon_1,16.4377
Glucon_2,16.458
Glucon_3,15.8464
aero_1,16.4676
aero_2,16.4753
aero_3,16.4693
nit_1,16.465
nit_2,16.4866
nit_3,16.4226
ferm_1,16.4622
ferm_2,16.4729
ferm_3,16.4644
T-5.40H_1,16.4665
T-4.40H_1,16.455
T-3.40H_1,16.4215
T-2.40H_1,16.4434
T-1.40H_1,16.462
T-1.10H_1,16.4417
T-0.40H_1,16.4772
T0.0H_1,16.4733
T0.30H_1,16.4581
T1.0H_1,16.4509
T1.30H_1,16.459
T2.0H_1,16.4311
T2.30H_1,16.4049
T3.0H_1,16.4669
T3.30H_1,16.4442
T4.0H_1,16.4359
T5.0H_1,16.4832
HPh_1,16.4583
HPh_2,16.4569
HPh_3,16.4527
LPh_1,16.4549
LPh_2,16.4395
LPh_3,16.4472
LPhT_1,16.4601
LPhT_2,16.4597
LPhT_3,16.4655
SMMPr_1,16.4877
SMMPr_2,16.4616
SMMPr_3,16.4548
HiTm_1,16.4618
HiTm_2,16.4767
HiTm_3,16.4777
LoTm_1,16.4235
LoTm_2,16.4688
LoTm_3,16.4524
HiOs_1,16.4686
HiOs_2,16.4618
HiOs_3,16.4687
BMM_1,16.4557
BMM_2,16.4253
BMM_3,16.3889
Heat_1,16.4356
Heat_2,16.3914
Heat_3,16.3452
Cold_1,16.4724
Cold_2,16.2289
Cold_3,15.8514
Etha_1,16.4451
Etha_2,16.2769
Etha_3,16.4592
SMM_1,16.4423
SMM_2,16.4668
SMM_3,16.4724
Salt_1,16.4654
Salt_2,16.4677
Salt_3,16.4697
Mt0_1,16.4789
Mt0_3,16.4995
M0t45_1,16.4784
M0t45_2,16.4468
