,A,Dnr,Anr
R2,,0.26216013371195146,0.006574577585325647
xmin,,-5.981426667,-2.303858279
xmid,,,-0.109698058517375
xmax,,4.23999928,1.8268885940000001
ystart,,-17.003675162346262,-0.04625871612954735
yend,,13.174163475651778,3.335164382872873
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.9054897070000001,-0.332129962,0.09711222700000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.9054897070000001,0.332129962,-0.09711222700000001
AB569_EDTA_NaNO2:NaNO2:1,-4.859360844,-2.2129448910000002,1.615533828
AB569_EDTA_NaNO2:NaNO2:2,-4.832660201,-1.77083698,1.8268885940000001
AB569_EDTA_NaNO2:EDTA:1,0.22923928100000002,-1.473702187,-0.767942444
AB569_EDTA_NaNO2:EDTA:2,0.616790273,-1.978841262,-0.858831431
AB569_EDTA_NaNO2:EDTA:3,-0.134672278,-2.067638286,-1.019235175
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-3.889478673,-2.172064474,1.564269817
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-2.446092686,-1.4290741,1.7404994390000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.117379782,0.006977635,-0.069761662
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.117379782,-0.006977635,0.069761661
Anthranilate_metabolism_GntR_AntP:antP:1,-1.10567796,0.5147234940000001,-0.536426135
Anthranilate_metabolism_GntR_AntP:antP:2,-0.057167978,0.918860686,-0.294889131
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.12034357,0.005671217,0.03367226
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.12034357,-0.005671217,-0.03367226
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.43453951100000004,-0.42109512800000004,-0.25177014000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.508622518,-0.565625189,-0.261728882
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.390583903,-0.42543474000000003,-1.026299884
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.788321507,-0.695634771,-1.4606031860000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,5.517597572,0.598776304,0.020743648
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,5.397248192,0.665641131,-0.14413474
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,5.418127664,0.719623243,0.035720781
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,5.73624395,0.541541559,-0.335253903
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.450700027,-0.395202227,-1.355983053
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.8321860400000001,-0.386662351,-1.209369176
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.303369907,-0.361322071,-0.934216212
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.48690985900000006,0.506418355,0.184624383
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.48690985900000006,-0.506418355,-0.184624383
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.217569609,-0.544110757,-0.484815427
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.574144756,-1.100436395,-0.26992206700000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-1.01137179,0.208953509,-0.19816983
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-0.378501095,-0.180741755,-0.301574412
Catabolite_repression:del_hfq_crc_wt:1,-0.148641762,0.155397362,-0.102337075
Catabolite_repression:del_hfq_crc_wt:2,0.148641762,-0.155397363,0.102337075
Catabolite_repression:delHfq:1,0.016858321000000002,0.338065447,-0.325130435
Catabolite_repression:delHfq:2,0.536908314,0.508549016,-0.203916705
Catabolite_repression:deldcrc:1,0.263178788,0.31383014600000003,-0.373611905
Catabolite_repression:deldcrc:2,-0.40005004600000005,0.444450761,-0.6250682630000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.061039647,-0.285639511,-0.020121284
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.393152272,-0.079727346,0.055235343000000006
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.332112625,0.365366858,-0.035114059
Diallyl_disulphide_treatment:PAO1_DDS:1,5.529099345,-0.80073109,-1.068623193
Diallyl_disulphide_treatment:PAO1_DDS:2,5.790700068,-0.7598774450000001,-1.18660137
Diallyl_disulphide_treatment:PAO1_DDS:3,1.050865541,-0.367344328,-1.298553823
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.109587719,-0.01839968,0.013730323000000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.109587719,0.01839968,-0.013730323000000001
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.849237404,0.27446731700000004,-0.132178972
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.4537167,0.050554359,-0.18174910100000002
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.374797786,-0.8319643640000001,0.081682589
HapZ_SagS_mutant:delHapZp:1,-1.45509291,0.241073366,0.31813024
HapZ_SagS_mutant:delHapZp:2,-1.266412891,-1.178852497,0.014546713000000001
