,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,4.951090817400001,0.42487210686322247,2.0,0.0,5.2515207653000004,5.0,4.6506608695,,
1,U01-Set001__USA300 LAC CA-MHB Control,4.8505615873,0.45463691645065496,2.0,1.0,4.5290847407,6.0,5.1720384339,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.72038906215,0.17922744389091824,2.0,2.0,4.5936561212,7.0,4.8471220031,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,4.519416215950001,0.30532253005369336,2.0,3.0,4.7353118474,8.0,4.3035205845,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.68720049125,0.7574613549190348,2.0,4.0,4.1515944307,9.0,5.2228065518,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,4.83681280605,0.16621643742798825,2.0,13.0,4.9543455761,14.0,4.719280036,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.54575404805,0.20048535825397495,2.0,15.0,5.6875186044,18.0,5.4039894917,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,5.77806934655,0.3296824900460098,2.0,16.0,5.5449486222,19.0,6.0111900709,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.4800852257,0.1112748791179276,2.0,17.0,5.5587684473,20.0,5.4014020041,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,3.86778929185,0.10390290929852809,2.0,34.0,3.9412597436,38.0,3.7943188401,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,3.8959796140500003,0.46467863212772015,2.0,35.0,4.2245570259,39.0,3.5674022022000003,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,4.10811664725,0.35065055808676654,2.0,36.0,4.3560640347,40.0,3.8601692598,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,4.05788387435,0.47803741053477905,2.0,37.0,3.7198603797,41.0,4.395907369,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,4.749923502750001,0.037454497191440506,2.0,42.0,4.7764078317,45.0,4.7234391738,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,4.7101225576,0.08267994503163471,2.0,43.0,4.6516590078,46.0,4.7685861074,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,4.7044685066,0.06216132367765304,2.0,44.0,4.7484232001,47.0,4.6605138131,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,5.0975147522,0.334567784519078,2.0,56.0,4.860939603,57.0,5.3340899014,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,5.125077287050001,0.04477603452886007,2.0,58.0,5.1567387247,59.0,5.0934158494,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,5.2597689570499995,0.25073193903259516,2.0,60.0,5.0824747027,61.0,5.4370632114,,
