,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,16.13317845,0.29035915856368155,2.0,0.0,15.92786352,5.0,16.33849338
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.3623756818878529,2.0,1.0,0.256238302,6.0,-0.256238302
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-5.8847163915000005,0.07948574528685227,2.0,2.0,-5.828511482000001,7.0,-5.940921301
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-9.11002407,0.2630006173720152,2.0,3.0,-8.92405455,8.0,-9.29599359
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-4.4259481705,0.18160423844969764,2.0,4.0,-4.297534582,9.0,-4.554361759
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.2166174641352268,2.0,10.0,-0.8602784590000001,29.0,0.8602784590000001
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-2.6291795005000003,0.1975975838692154,2.0,11.0,-2.4894569090000003,30.0,-2.768902092
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-3.2050303665,1.115440505571841,2.0,12.0,-2.416294821,31.0,-3.9937659119999998
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.4734160365,1.3228271081354968,2.0,13.0,5.538036018,14.0,7.408796055
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.3823128335,1.6849922744350958,2.0,15.0,4.19084337,18.0,6.573782297
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.0641445085,1.2290884822821637,2.0,16.0,3.195047708,19.0,4.933241309
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.8689263475000001,1.3538480551602052,2.0,17.0,-0.08838879300000001,20.0,1.8262414880000002
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-7.5958295755,0.16858038937198705,2.0,21.0,-7.476625239,24.0,-7.715033912000001
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-6.463816955,0.3745658435852633,2.0,22.0,-6.728675002999999,25.0,-6.198958907000001
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-8.5026008795,1.050226034113061,2.0,23.0,-9.24522283,26.0,-7.759978929
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-16.717797465,0.4172325635244704,2.0,27.0,-17.01282544,28.0,-16.42276949
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-6.553740736,1.38454491888364,2.0,32.0,-7.532761837000001,33.0,-5.574719635
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.6014933395,0.8736471151689087,2.0,34.0,-0.98373154,38.0,-2.219255139
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.4035815545,1.3554647303645946,2.0,35.0,2.362039857,39.0,0.445123252
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,3.3520341265000004,0.5578481341079584,2.0,36.0,2.9575759280000002,40.0,3.746492325
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,8.473122966,0.8973644092837503,2.0,37.0,9.107655425,41.0,7.838590507
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.1904195965,0.3608944890498454,2.0,42.0,6.9352286560000005,45.0,7.445610537
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.6124408450000001,0.242979423435444,2.0,43.0,0.784253243,46.0,0.44062844700000003
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-2.3523427305,0.0036568147397217955,2.0,44.0,-2.3497569719999998,47.0,-2.354928489
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-1.123958113,2.3743003782014083,2.0,48.0,-2.802842011,52.0,0.554925785
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-4.507163536,3.2859854590858575,2.0,49.0,-6.830706137000001,53.0,-2.183620935
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,4.240160796,0.7272788490828066,2.0,50.0,4.754424602,54.0,3.72589699
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,1.9318199075,1.0734105946860633,2.0,51.0,1.172803997,55.0,2.690835818
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,8.655196861499999,0.04613445573985159,2.0,56.0,8.622574875,57.0,8.687818848
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,9.5774310525,0.5768768980202787,2.0,58.0,9.169517486,59.0,9.985344619
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,8.5729949655,0.33966975128843435,2.0,60.0,8.332812181,61.0,8.81317775
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,15.578841645,0.2205050201022832,2.0,62.0,15.42292105,63.0,15.73476224
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-13.915309075,2.829745094004575,2.0,64.0,-11.91437713,65.0,-15.91624102
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-5.641855495000001,4.53809397162807,2.0,66.0,-2.432938474,67.0,-8.850772516000001
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-20.853459815,0.7985429782648829,2.0,68.0,-20.28880466,69.0,-21.41811497
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-9.9901608455,0.41277018162692164,2.0,70.0,-10.28203344,71.0,-9.698288251000001
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,2.6988878295,0.10246157925175654,2.0,72.0,2.626436552,73.0,2.7713391069999997
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,3.2757877385,3.448649942810636,2.0,74.0,0.8372239779999999,75.0,5.714351499
38,ICA-Set002__USA300 LAC CA-MHB Control,-3.080184623,0.3888807508514833,2.0,76.0,-2.8052044069999997,77.0,-3.355164839
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-0.8556396374999999,0.332254797649888,2.0,78.0,-0.620700017,79.0,-1.090579258
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-8.5288869025,1.026130473932731,2.0,80.0,-7.8033030860000006,81.0,-9.254470719
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.4768859535,1.9694050496350881,2.0,82.0,-0.915693712,83.0,1.869465619
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,-4.214562754499999,0.6919154341569308,2.0,84.0,-3.725304659,85.0,-4.70382085
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,4.6687554715,0.21701158379856794,2.0,86.0,4.822205834,87.0,4.515305109
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,1.999309202,0.0907859784519084,2.0,88.0,2.0635045830000003,89.0,1.9351138209999998
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.4643023921352913,2.0,90.0,0.32831137,91.0,-0.32831137
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,20.951437845,6.410872566365714,2.0,92.0,25.48460931,93.0,16.41826638
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,5.200984549999999,0.6252775319988847,2.0,94.0,4.758846567,96.0,5.643122533
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,7.1054817365,0.08891775354564552,2.0,95.0,7.168356083,97.0,7.04260739
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,2.4835893115,4.596142350730195,2.0,98.0,-0.766374112,99.0,5.733552735
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,3.8141597689999998,0.16574296997030344,2.0,100.0,3.931357747,101.0,3.696961791
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,3.372837246000001,3.7223552793303005,2.0,102.0,0.740734586,103.0,6.0049399060000015
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,3.9972464745,0.5668553705953706,2.0,104.0,3.596419198,105.0,4.398073751
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,-13.72619676,2.257426363980637,2.0,106.0,-15.32243825,107.0,-12.12995527
