,A,LiuR
R2,,0.6803848257193343
xmin,,-5.4988931690000005
xmid,,
xmax,,3.698495495
ystart,,-19.43768481462417
yend,,11.889894574881
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.3076638969,0.40003414400000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.3076638969,-0.40003414400000004
AB569_EDTA_NaNO2:NaNO2:1,3.8586441075,2.056848909
AB569_EDTA_NaNO2:NaNO2:2,4.4851296754,2.357149207
AB569_EDTA_NaNO2:EDTA:1,5.9124567408,1.5011294940000002
AB569_EDTA_NaNO2:EDTA:2,6.4512930012,1.810783576
AB569_EDTA_NaNO2:EDTA:3,5.5513474176,1.563937631
AB569_EDTA_NaNO2:NaNO2_EDTA:1,7.6093273836,2.808947422
AB569_EDTA_NaNO2:NaNO2_EDTA:2,8.3979894699,3.263966847
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1424589984,-0.009365098
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1424589984,0.009365098
Anthranilate_metabolism_GntR_AntP:antP:1,-0.6847170705000001,-1.099790958
Anthranilate_metabolism_GntR_AntP:antP:2,-1.1600748425,-1.311593077
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0363313674,0.09026914400000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0363313674,-0.09026914400000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.084796789,-0.801832458
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.24751064290000002,-0.44142189
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.42244230190000004,0.253668816
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.26012906,0.370570995
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,5.8150508311,0.255935214
