,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.50694838985,0.06971866747943693,2.0,0.0,6.4576498473,5.0,6.5562469324
1,U01-Set001__USA300 LAC CA-MHB Control,7.1851848332,0.09387201532506403,2.0,1.0,7.1188072946,6.0,7.2515623718
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.2884543776,0.03825524067893768,2.0,2.0,7.2614038375,7.0,7.3155049177
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,7.19864513585,0.24761964912313186,2.0,3.0,7.0235516028,8.0,7.3737386689
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.29482752975,0.027178507633248528,2.0,4.0,7.2756094227,9.0,7.3140456368
5,U01-Set000__USA300 TCH1516 CA-MHB Control,7.24109722645,0.10612389902990176,2.0,10.0,7.1660562978,29.0,7.3161381551
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,7.2334555237,0.037991185935060706,2.0,11.0,7.2603193489,30.0,7.2065916985
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,7.2174113827,0.016055496711471877,2.0,12.0,7.2060584321,31.0,7.2287643333
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.2862968546,0.07133924555970532,2.0,13.0,7.3367413189,14.0,7.2358523903
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.47836384135,0.06260998653656039,2.0,15.0,7.5226357874000005,18.0,7.4340918953
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.4422777217,0.094848499667134,2.0,16.0,7.3752097044,19.0,7.5093457390000005
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.552069250900001,0.07355174689843472,2.0,17.0,7.6040781899,20.0,7.5000603119
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,7.523338909,0.05085138844187347,2.0,21.0,7.5592962706,24.0,7.4873815474
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,7.40304327505,0.08367348952688207,2.0,22.0,7.4622093669,25.0,7.3438771832
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,7.3594156893000005,0.013688398920114619,2.0,23.0,7.3497365296,26.0,7.369094849
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,7.05850330045,0.06612034942098108,2.0,27.0,7.1052574479,28.0,7.011749153
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,7.32338333455,0.08614739410048078,2.0,32.0,7.3842987411,33.0,7.262467928
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,7.225445747849999,0.10793725414700098,2.0,34.0,7.3017689122,38.0,7.1491225835
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,7.1667185331,0.017355835535061235,2.0,35.0,7.1544461041,39.0,7.1789909621
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,7.192698280949999,0.15707850328293968,2.0,36.0,7.3037695558,40.0,7.0816270061
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,7.23114533125,0.039755103752263266,2.0,37.0,7.2030342278,41.0,7.2592564347
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,7.28502249135,0.07159410148075586,2.0,42.0,7.335647166,45.0,7.2343978167
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,7.32935579945,0.009863063593163178,2.0,43.0,7.3223815603,46.0,7.3363300386
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,7.3961212155,0.13125534822938542,2.0,44.0,7.4889327623,47.0,7.3033096687
24,U01-Set003__USA300 TCH1516 CA-MHB Control,6.48927733115,0.12543190577407445,2.0,48.0,6.40058358,52.0,6.5779710823
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,6.375804913,0.12277876907688091,2.0,49.0,6.4626226132,53.0,6.2889872128
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,6.51104803565,0.030264662027550855,2.0,50.0,6.5324483834,54.0,6.4896476879
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,6.5826665725,0.016866283590135735,2.0,51.0,6.594592836,55.0,6.570740309
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,7.5561345611499995,0.04121839844484598,2.0,56.0,7.5269887521,57.0,7.5852803702
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,7.5637406471999995,0.02491667873759519,2.0,58.0,7.5813593997,59.0,7.5461218947
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,7.605748226899999,0.051055922896708475,2.0,60.0,7.5696462376,61.0,7.6418502162
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,7.65613851195,0.0038638753335321473,2.0,62.0,7.6534063395,63.0,7.6588706844
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,6.76538576945,0.257596564756951,2.0,64.0,6.5832374917,65.0,6.9475340472
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,6.95950492575,0.12922564396379804,2.0,66.0,7.0508812549,67.0,6.8681285966
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,7.2538360044,0.2224498843527602,2.0,68.0,7.4111318261,69.0,7.0965401827
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,7.09997734815,0.29927137425397093,2.0,70.0,7.3115941663,71.0,6.88836053
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,7.149240890650001,0.02555736959511963,2.0,72.0,7.1311691013,73.0,7.16731268
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,6.96737544205,0.0556871530547685,2.0,74.0,6.9279986785,75.0,7.0067522056
38,ICA-Set002__USA300 LAC CA-MHB Control,6.94513851375,0.20484201962671778,2.0,76.0,7.0899836949,77.0,6.8002933326
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,7.3881642512,0.09260682197124148,2.0,78.0,7.453647163,79.0,7.3226813394
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,7.334874321,0.04454276926484522,2.0,80.0,7.3663708152,81.0,7.3033778268
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,6.8061105056999995,0.1312790248514255,2.0,82.0,6.8989387944,83.0,6.713282217
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,7.11121771625,0.017251562952812168,2.0,84.0,7.1234164134,85.0,7.0990190191
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,6.90568530885,0.028394370672430464,2.0,86.0,6.8856074568,87.0,6.9257631609
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,7.24027194445,0.019984496438129808,2.0,88.0,7.2544031174,89.0,7.2261407715
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,6.91058635545,0.06579423332913341,2.0,90.0,6.8640628069,91.0,6.957109904
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,7.31648936845,0.14257420962761602,2.0,92.0,7.215674178,93.0,7.4173045589
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,7.6445453223,0.09646076761637735,2.0,94.0,7.5763372594,96.0,7.7127533852
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,6.6117589254,0.026672556397142746,2.0,95.0,6.6306192709000005,97.0,6.5928985799
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,6.662624482,0.0991210958016666,2.0,98.0,6.592535283,99.0,6.732713681
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,7.001673364949999,0.1600976349852514,2.0,100.0,7.1148794883,101.0,6.8884672416
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,6.5428268455000005,0.27173293441985663,2.0,102.0,6.7349710461,103.0,6.3506826449
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,7.2873413919,0.09613654388369643,2.0,104.0,7.355320194,105.0,7.2193625898
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,6.8138399923,0.18614021191981195,2.0,106.0,6.9454609984,107.0,6.6822189862
