,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,5.31890813155,0.04260482440777528,2.0,0.0,5.2887819713,5.0,5.3490342918,,
1,U01-Set001__USA300 LAC CA-MHB Control,5.9323912557,0.37305238277782515,2.0,1.0,6.1961791253,6.0,5.6686033861,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.51597540355,0.015544625426382483,2.0,2.0,5.5269671136,7.0,5.5049836935,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,4.96309304985,0.08848662269227074,2.0,3.0,4.9005235589,8.0,5.0256625408,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.0168679868,0.019265906596370053,2.0,4.0,5.03049104,9.0,5.0032449336,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,1.26065813795,0.2334340335034256,2.0,13.0,1.0955953499,14.0,1.4257209259999999,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,15.0,0.0,18.0,0.0,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,0.0,0.0,2.0,16.0,0.0,19.0,0.0,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.6874442854,0.9721930317885606,2.0,17.0,1.3748885708,20.0,0.0,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,4.4250236889500005,0.6908607581591296,2.0,34.0,4.9135360159,38.0,3.936511362,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,4.3508989544,0.12008119489042082,2.0,35.0,4.2659887272,39.0,4.4358091816,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,4.172328755700001,1.2317989450453468,2.0,36.0,3.3013153686,40.0,5.0433421428,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,2.85311633355,0.40594085446095146,2.0,37.0,2.5660728026,41.0,3.1401598645,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.21708873285,0.6309698389560403,2.0,42.0,0.770925681,45.0,1.6632517847,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.68706278865,0.9716535139107094,2.0,43.0,0.0,46.0,1.3741255773,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.2171090275,0.08736797842093065,2.0,44.0,1.2788875175,47.0,1.1553305375,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,56.0,0.0,57.0,0.0,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,0.7932962843,0.11093730761338141,2.0,58.0,0.8717408068,59.0,0.7148517618,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,0.39515398215,0.558832120782266,2.0,60.0,0.7903079643,61.0,0.0,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,0.6880127422,0.9729969511047438,2.0,62.0,1.3760254844,63.0,0.0,,
