,BSU__misc_RNA_48
LBexp_1,0.5622666667
LBexp_2,-0.1186333333
LBexp_3,-0.5771333333
LBtran_1,-2.1563333333
LBtran_2,-2.5709333333
LBtran_3,-2.9593333333
LBstat_1,-2.4977333333000002
LBstat_2,-3.2339333333
LBstat_3,-3.5961333333
LBGexp_1,0.8122666667
LBGexp_2,0.9810666667000001
LBGexp_3,0.2805666667
LBGtran_2,-1.6520333333
LBGtran_3,-0.12413333330000001
LBGstat_1,-1.4192333333
LBGstat_2,-2.1831333333
LBGstat_3,-2.0453333333
S0_1,-1.3019333333
S0_2,-0.8210333333000001
S0_3,-0.8370333333000001
S1_1,-0.8761333333
S1_2,-1.0052333333
S1_3,-0.7097333333
S2_1,-0.9633333333
S2_2,-0.5769333333000001
S2_3,-0.9040333333
S3_1,0.2461666667
S3_2,0.2126666667
S4_1,0.0215666667
S4_2,0.0714666667
S4_3,-0.4258333333
S5_1,-0.5308333333
S5_2,0.0065666667
S5_3,0.2348666667
S6_1,-1.9223333333000001
S6_2,-5.4078333333
S6_3,-1.3687333333
S6/t_1,-1.9867333333000001
S6/t_2,-5.1045333333
S6_4,-1.2261333333
S6_5,-1.0405333333
S6_6,-0.8389333333000001
S7_4,-0.5579333333000001
S7_5,-1.5169333333
S7_6,-1.1904333333000001
S8_4,-1.4825333333000001
S8_5,-3.2696333333
G135_1,0.4015666667
G135_3,-1.5626333333
G150_1,0.18106666670000002
G150_2,0.6072666667000001
G150_3,0.4596666667
G180_1,0.1629666667
G180_2,0.5688666667
G180_3,-0.6369333333
C30_1,-0.5174333333
C30_2,-0.2119333333
C90_1,-0.6744333333
C90_2,-0.4721333333
BI_1,-0.7700333333
BI_2,-0.3539333333
BC_2,-0.7656333333
BC/t_1,-1.6417333333
BC/t_2,-0.8848333333
BC_1,-2.1428333333
Sw_1,-2.2001333333
Sw_2,-1.7887333333000002
BT_1,-1.2260333333
BT_2,-1.8132333333
B36_1,-1.3895333333
B36_2,-1.5887333333
B60_1,-0.4932333333
B60_2,0.034266666700000004
