,A,Dnr,Anr
R2,,0.27104185843886697,0.04010984666994244
xmin,,-5.981426667,-3.251172717
xmid,,,-1.0686233469522997
xmax,,4.809030111,1.826888595
ystart,,-8.040583884841638,-0.9806963949186944
yend,,6.117595831179649,2.119911559507221
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.2617307965,-0.33212996300000003,0.09711222600000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.2617307965,0.33212996300000003,-0.09711222600000001
AB569_EDTA_NaNO2:NaNO2:1,-0.9590333972,-2.212944892,1.615533828
AB569_EDTA_NaNO2:NaNO2:2,-1.0106439736,-1.77083698,1.826888595
AB569_EDTA_NaNO2:EDTA:1,-0.2747504282,-1.473702187,-0.767942443
AB569_EDTA_NaNO2:EDTA:2,-0.9970334571,-1.978841262,-0.858831431
AB569_EDTA_NaNO2:EDTA:3,-0.5684460086,-2.067638287,-1.019235175
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-1.6604268732,-2.172064473,1.564269817
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.9853744352,-1.4290740990000002,1.74049944
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.4699088582,0.006977635,-0.069761662
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.4699088582,-0.006977635,0.069761662
Anthranilate_metabolism_GntR_AntP:antP:1,-2.0200294667,0.5147234940000001,-0.536426136
Anthranilate_metabolism_GntR_AntP:antP:2,-1.3440090477,0.9188606850000001,-0.294889132
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.059728007300000004,0.0056712180000000004,0.03367226
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.059728007300000004,-0.0056712180000000004,-0.03367226
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.8143732952,-0.42109512800000004,-0.25177014000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.6044533967,-0.565625189,-0.261728882
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-2.2443966754,-0.425434739,-1.026299884
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.0724753898,-0.695634771,-1.4606031860000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.5174864742,0.598776304,0.020743648
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.3374835131,0.6656411320000001,-0.14413474
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.46152041130000004,0.719623242,0.035720781
