,A,ArgR
R2,,0.22778646059779017
xmin,,-2.404950871
xmid,,-1.1351534070841522
xmax,,0.992328991
ystart,,-3.6369054017797824
yend,,4.163747269406427
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.5347534620000001,0.14684929700000002
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.5347534620000001,-0.14684929700000002
AB569_EDTA_NaNO2:NaNO2:1,-2.141206586,-0.23869172200000002
AB569_EDTA_NaNO2:NaNO2:2,-2.077309632,-0.738557621
AB569_EDTA_NaNO2:EDTA:1,-0.93569837,-0.9425099830000001
AB569_EDTA_NaNO2:EDTA:2,-0.101900219,-0.641915467
AB569_EDTA_NaNO2:EDTA:3,-0.291155547,-1.010049454
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.021112793,-1.298399704
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.389530731,-1.067836198
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.076827885,0.005666619
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.076827885,-0.005666619
Anthranilate_metabolism_GntR_AntP:antP:1,2.288853625,-0.21621751900000002
Anthranilate_metabolism_GntR_AntP:antP:2,2.125914294,-0.11442827700000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.04623544,-0.08373136
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.04623544,0.08373136
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.118050878,-0.706645497
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.423512787,-0.23673591500000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.43434779100000004,0.419768825
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.09877232100000001,0.567603473
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.660035702,-1.67990864
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.560525535,-1.7039790099999998
