,BSU__misc_RNA_36
LBexp_1,12.5181
LBexp_2,12.4891
LBexp_3,11.7453
LBtran_1,12.2034
LBtran_2,12.3823
LBtran_3,12.5328
LBstat_1,11.833
LBstat_2,11.7416
LBstat_3,11.6711
LBGexp_1,12.0824
LBGexp_2,12.5157
LBGexp_3,12.2023
LBGtran_2,11.2181
LBGtran_3,12.3931
LBGstat_1,11.7197
LBGstat_2,10.6375
LBGstat_3,11.5294
S0_1,11.6822
S0_2,11.6005
S0_3,11.6293
S1_1,13.4581
S1_2,13.7466
S1_3,13.3939
S2_1,11.814
S2_2,11.6748
S2_3,11.763
S3_1,12.2825
S3_2,12.3847
S4_1,12.3816
S4_2,12.0211
S4_3,12.1773
S5_1,12.0405
S5_2,11.9137
S5_3,12.6528
S6_1,11.4424
S6_2,10.1782
S6_3,11.5245
S6/t_1,11.6815
S6/t_2,10.4042
S6_4,11.2685
S6_5,12.2792
S6_6,12.3762
S7_4,12.1
S7_5,11.7045
S7_6,11.1705
S8_4,11.6945
S8_5,10.7834
G135_1,11.5437
G135_3,10.2722
G150_1,12.0222
G150_2,12.7584
G150_3,11.7985
G180_1,11.3956
G180_2,11.9598
G180_3,10.6807
C30_1,11.2357
C30_2,12.0543
C90_1,12.5365
C90_2,12.6578
BI_1,12.1395
BI_2,12.7172
BC_2,13.0504
BC/t_1,13.3623
BC/t_2,13.7348
BC_1,12.169
Sw_1,13.0177
Sw_2,12.8312
BT_1,12.416
BT_2,10.9082
B36_1,13.0137
B36_2,12.9925
B60_1,14.0244
B60_2,14.0884
M9exp_1,13.2171
M9exp_2,12.6867
M9exp_3,12.606
M9tran_1,12.0938
M9tran_2,11.8603
M9tran_3,12.5373
M9stat_1,11.395
M9stat_2,11.2367
M9stat_3,11.2817
M+G_1,11.6524
M+G_2,12.2441
M+G_3,12.1573
Glu_1,13.0448
Glu_2,12.6412
Glu_3,13.1241
Fru_1,13.2744
Fru_2,12.7216
Fru_3,12.0381
Mal_1,11.4609
Mal_2,12.1404
Mal_3,11.8482
G+S_2,12.3262
G+S_3,12.37
Pyr_1,11.5539
Pyr_2,12.5525
Pyr_3,11.731
Gly_1,12.3161
Gly_2,13.6319
Gly_3,11.7185
Glucon_1,11.7338
Glucon_2,12.2224
Glucon_3,11.1214
aero_1,12.761
aero_2,11.6935
aero_3,12.7314
nit_1,12.7227
nit_2,12.6155
nit_3,12.1758
ferm_1,11.6001
ferm_2,11.8264
ferm_3,12.5748
T-5.40H_1,12.862
T-4.40H_1,12.8002
T-3.40H_1,13.0326
T-2.40H_1,12.556000000000001
T-1.40H_1,12.6788
T-1.10H_1,12.8549
T-0.40H_1,13.4918
T0.0H_1,13.3076
T0.30H_1,13.7393
T1.0H_1,12.7889
T1.30H_1,12.9128
T2.0H_1,12.3262
T2.30H_1,12.9315
T3.0H_1,12.5025
T3.30H_1,12.5478
T4.0H_1,12.2566
T5.0H_1,11.9901
HPh_1,13.9625
HPh_2,13.6266
HPh_3,13.8839
LPh_1,13.2703
LPh_2,13.8075
LPh_3,13.307
LPhT_1,14.5613
LPhT_2,14.388
LPhT_3,14.8043
