,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,1.16929079745,0.2406777009894099,2.0,0.0,0.9991059630000001,1.0,1.3394756319,,,,,,,,
1,Fur__wt_dpd,0.0,0.0,2.0,2.0,0.0,3.0,0.0,,,,,,,,
2,Fur__wt_fe,0.0,0.0,2.0,4.0,0.0,5.0,0.0,,,,,,,,
3,Fur__delfur_dpd,0.0,0.0,2.0,6.0,0.0,7.0,0.0,,,,,,,,
4,Fur__delfur_fe2,0.0,0.0,2.0,8.0,0.0,9.0,0.0,,,,,,,,
5,Acid__wt_ph5,0.29292606120000003,0.4142600085215713,2.0,10.0,0.5858521224000001,11.0,0.0,,,,,,,,
6,Acid__delgadx_ph5,0.0,0.0,2.0,12.0,0.0,13.0,0.0,,,,,,,,
7,Acid__delgadw_ph5,0.6434898704500001,0.09541044668924116,2.0,14.0,0.5760244966,15.0,0.7109552443,,,,,,,,
8,Acid__delgade_ph5,0.0,0.0,2.0,16.0,0.0,17.0,0.0,,,,,,,,
9,Oxidative__wt_pq,0.0,0.0,2.0,18.0,0.0,19.0,0.0,,,,,,,,
10,Oxidative__deloxyr_pq,0.0,0.0,2.0,20.0,0.0,21.0,0.0,,,,,,,,
11,Oxidative__delsoxr_pq,0.0,0.0,2.0,22.0,0.0,23.0,0.0,,,,,,,,
12,Oxidative__delsoxs_pq,0.38511714955000004,0.5446378959960775,2.0,24.0,0.7702342991000001,25.0,0.0,,,,,,,,
13,Nac/NtrC__wt_csn,0.4662547059,0.6593837286040587,2.0,26.0,0.0,27.0,0.9325094118,,,,,,,,
14,Nac/NtrC__wt_cytd,0.0,0.0,2.0,28.0,0.0,29.0,0.0,,,,,,,,
15,Nac/NtrC__wt_gln,0.0,0.0,2.0,30.0,0.0,31.0,0.0,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,0.38468634695000004,0.544028649116452,2.0,32.0,0.7693726939000001,33.0,0.0,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,0.0,0.0,2.0,34.0,0.0,35.0,0.0,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,0.0,0.0,2.0,36.0,0.0,37.0,0.0,,,,,,,,
