,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,2.6128531293388613,2.0,0.0,-1.847566166,1.0,1.847566166,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,2.344153258,1.2073424958072538,2.0,2.0,1.490433192,3.0,3.197873324,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-0.781473728,2.0542413573281846,3.0,4.0,1.587356829,5.0,-2.072607788,6.0,-1.8591702250000002,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,1.4860222365,1.6534078269453916,2.0,7.0,0.31688635,8.0,2.655158123,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.6253683683502098,2.0,9.0,-0.44220221400000004,10.0,0.44220221400000004,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-0.638589206,0.5122249929384367,2.0,11.0,-1.000786972,12.0,-0.27639144,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.08335304450212973,2.0,13.0,0.058939503000000004,14.0,-0.058939503000000004,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,-0.29087890050000004,0.2641773801929198,4.0,15.0,-0.662343325,16.0,-0.170942366,17.0,-0.052497608,18.0,-0.277732303,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-1.55034475775,0.4544046376181406,4.0,19.0,-2.145824815,20.0,-1.543691838,21.0,-1.042095662,22.0,-1.469766716,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.26689872200000003,0.24653539520957607,3.0,23.0,0.360895148,24.0,-0.012807903,25.0,0.45260892100000005,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.03683106242638233,2.0,26.0,0.026043494,27.0,-0.026043494,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-0.2313677139999999,3.450245829782765,2.0,28.0,2.208324509,29.0,-2.671059937,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-2.621897765,1.4411974472793923,2.0,30.0,-3.640978253,31.0,-1.602817277,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.1639499960748015,2.0,32.0,0.11593015400000001,33.0,-0.11593015400000001,,,,,,,,,,,,
14,Catabolite_repression__delHfq,0.373709662,0.1302830667886015,2.0,34.0,0.28158562200000004,35.0,0.465833702,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,0.7831514365000001,0.08346352074430197,2.0,36.0,0.8421690580000001,37.0,0.7241338150000001,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-3.700743415417188e-17,1.1449837313941704,3.0,38.0,-0.7425486990000001,39.0,1.318614741,40.0,-0.576066042,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,2.7129663616666666,0.8615228223658007,3.0,41.0,1.7339989880000002,42.0,3.355547189,43.0,3.049352908,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.10006458272294973,2.0,44.0,0.070756345,45.0,-0.070756345,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,3.7122718145,0.17075363115227501,2.0,46.0,3.591530764,47.0,3.833012865,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,0.0020510660000000003,,1.0,48.0,0.0020510660000000003,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,0.8435650590000001,2.044068616588029,2.0,49.0,-0.6018097210000001,50.0,2.288939839,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,-0.001025533000000023,1.1899256397854039,2.0,51.0,-0.8424300220000001,52.0,0.840378956,,,,,,,,,,,,
